Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
CDG,VCE,AF,AF,100,449,1
SGF,STL,TW,TW,61,171,1
MXP,CCS,AZ,RD,650,4371,0
DLA,NBO,KQ,KQ,255,1670,1
SID,LIS,TP,TP,220,1520,1
LCA,LHR,CY,CY,300,1779,0
CPT,JNB,SA,SA,115,697,0
JED,JIB,AF,AF,120,656,0
SHA,GMP,OZ,OZ,115,464,0
JED,KWI,KU,KU,110,662,1
GIG,MAD,IB,IB,575,4431,1
CLT,ROA,US,US,52,138,1
DAM,KWI,KU,KU,120,640,0
BCN,MAD,IB,IB,60,272,0
DAM,AMS,KL,KL,310,1782,1
KIN,MBJ,JM,JM,40,72,0
FUK,KIX,NH,NH,60,248,0
BWI,EWR,JM,JM,70,149,0
LHR,ABZ,BA,BA,85,351,0
CMH,LGA,US,US,99,416,1
BCN,MAD,IB,IB,60,272,1
CLT,STL,TW,TW,122,504,1
IAH,STL,TW,TW,117,588,1
BCN,ALC,IB,IB,60,228,0
LIT,STL,TW,TW,71,260,0
IAH,STL,TW,TW,120,588,1
LHR,BRU,BA,BA,70,191,1
LHR,CDG,AF,AF,70,190,0
CMH,STL,TW,TW,88,352,0
BWI,MBJ,JM,JM,200,1256,0
FUK,HKG,JL,JL,220,1108,1
LHR,BRU,BA,BA,70,191,1
MCI,DCA,US,US,137,828,0
LHR,NBO,KQ,KQ,520,3722,1
YYZ,BGI,AC,AC,310,2119,1
LHR,ABZ,BA,BA,90,351,0
DAM,LCA,KU,KU,115,171,0
LHR,BRU,BA,BA,65,191,1
NGO,PUS,JL,JL,100,384,1
ABJ,DLA,KQ,KQ,155,831,0
NGO,MNL,JL,JL,255,1500,0
CLT,PHL,US,US,89,390,1
MAD,GIG,IB,IB,625,4431,1
GMP,CJU,OZ,OZ,65,242,1
STL,BDL,TW,TW,146,832,1
OKA,TPE,EG,EG,90,351,1
STL,IAH,TW,TW,124,588,0
GMP,CJU,OZ,OZ,65,242,0
BRU,LHR,BA,BA,75,191,1
BRU,LHR,BA,BA,80,191,1
CNS,SIN,SQ,SQ,390,2712,1
HAN,SIN,SQ,VN,200,1202,0
GMP,CJU,OZ,OZ,65,242,0
BHX,GLA,BA,BA,60,223,1
STL,RDU,TW,TW,109,577,0
MAD,CDG,AF,AF,125,585,0
BHX,GLA,BA,BA,60,223,0
BKK,HKG,JL,EG,170,914,0
MAD,BCN,IB,IB,60,272,0
BRU,LHR,BA,BA,80,191,0
BHX,EDI,BA,BA,60,223,0
STL,DSM,TW,TW,72,221,1
STL,AUS,TW,TW,125,637,0
TRV,KWI,KU,KU,295,2055,1
BHX,STR,BA,BA,100,482,1
GMP,CJU,OZ,OZ,65,242,0
AMS,CDG,AF,AF,70,216,0
STL,SDF,TW,TW,69,222,0
SVO,SEA,SU,SU,675,4532,1
KHH,TPE,EG,EG,55,159,1
SEA,SFO,SU,SU,135,593,0
KWI,TRV,KU,KU,290,2055,1
SVO,JFK,SU,SU,655,4054,1
JAX,STL,TW,TW,136,659,0
SVO,DEL,AI,SU,395,2365,0
SDF,STL,TW,TW,71,222,1
JFK,ORD,SU,SU,140,642,0
STR,BHX,BA,BA,110,482,1
KWI,JED,KU,KU,130,662,1
SEA,SVO,SU,SU,645,4532,0
LYS,BOD,AF,5S,65,261,0
LYS,BOD,AF,5S,65,261,1
LPB,CBB,LB,LB,35,129,0
JAX,STL,TW,TW,137,659,0
LIS,SID,TP,TP,235,1520,0
CBH,ALG,K6,K6,90,410,1
JFK,SVO,SU,SU,560,4054,1
HIJ,GMP,JL,JL,95,351,1
GRU,MXP,AZ,RD,695,5156,1
JNB,QZX,SA,SA,59,,1
BOD,CDG,AF,AF,85,290,1
PHL,CMH,US,US,100,354,1
BFS,LHR,BA,BA,75,284,1
RDU,STL,TW,TW,133,577,1
CKY,NKC,AF,AF,100,532,1
BOD,LYS,AF,5S,65,261,1
MUC,FRA,LH,LH,70,163,1
PHL,ATL,US,US,133,582,0
JNB,ACC,SA,SA,375,2546,1
ATL,CLT,US,US,63,201,0
PHL,STL,TW,TW,149,704,1
PHL,ORF,US,US,59,181,0
MNL,GMP,OZ,OZ,225,1424,0
PHL,ORF,US,US,76,181,1
RDU,LGA,US,US,91,379,0
BOD,LYS,AF,5S,65,261,0
PHL,AVP,US,US,52,91,0
GLA,BHX,BA,BA,60,223,0
ATL,STL,TW,TW,109,425,0
BDL,STL,TW,TW,171,832,0
DEL,SVO,AI,SU,440,2365,0
BFS,LHR,BA,BA,100,284,1
PHL,ATL,US,US,135,582,1
HKG,TPE,CX,CX,90,433,0
HKG,TPE,CX,CX,95,433,1
TPE,HKG,CX,CX,105,433,0
TPE,HKG,CX,CX,110,433,0
TPE,HKG,CX,CX,105,433,1
HRB,KIJ,CJ,CJ,70,730,1
HRB,PEK,CJ,CJ,105,555,0
BNE,CNS,CX,CX,140,761,1
WNZ,SHE,CJ,CJ,130,838,0
BKK,HKG,CX,CX,170,914,1
CKG,SHE,CJ,CJ,160,1092,1
CKG,KMG,CJ,CJ,85,339,0
SHE,CKG,CJ,CJ,195,1092,0
SHE,WNZ,CJ,CJ,155,838,1
GMP,HKG,CX,CX,230,1131,0
SHE,HKG,CJ,CJ,250,1261,1
KIJ,HRB,CJ,CJ,205,730,1
HAK,PEK,CJ,CJ,210,1262,0
CEB,HKG,CX,CX,160,925,0
PVG,HRB,CJ,CJ,160,912,0
CEB,HKG,CX,CX,160,925,0
BKK,KHI,CX,CX,325,2019,0
CNS,BNE,CX,CX,130,761,1
CNS,HKG,CX,CX,425,3023,0
GMP,HKG,CX,CX,230,1131,1
CNS,BNE,CX,CX,130,761,1
BNE,HKG,CX,CX,525,3776,0
BNE,CNS,CX,CX,140,761,1
PEK,HRB,CJ,CJ,95,555,0
PEK,HAK,CJ,CJ,225,1262,1
HKG,BNE,CX,CX,525,3776,0
HKG,TPE,CX,CX,95,433,0
KHI,BKK,CX,CX,285,2019,1
HKG,CNS,CX,CX,430,3023,1
HKG,CEB,CX,CX,160,925,0
KMG,CKG,CJ,CJ,70,339,0
HKG,SHE,CJ,CJ,240,1261,1
HKG,CEB,CX,CX,160,925,0
LPB,VVI,LB,LB,60,299,1
BWN,SIN,BI,BI,120,694,0
SIN,BWN,BI,BI,120,694,1
CGK,BWN,BI,BI,140,840,1
PER,BWN,BI,BI,320,2244,0
MIA,VVI,LB,LB,391,2821,1
VVI,EZE,LB,LB,165,1076,1
DXB,LHR,BI,BI,500,2984,1
LHR,DXB,BI,BI,430,2984,0
AUH,LHR,BI,BI,500,2989,1
LHR,AUH,BI,BI,430,2989,1
BWN,DXB,BI,BI,520,3639,0
DXB,BWN,BI,BI,480,3639,1
BWN,AUH,BI,BI,520,3674,1
BWN,CGK,BI,BI,130,840,1
MSY,SAP,TA,TA,150,894,1
SAP,MSY,TA,TA,150,894,0
MEX,GDL,MX,MX,65,251,0
MEX,TAM,MX,MX,55,190,1
BRU,BLL,DM,DM,80,338,0
MHD,THR,EP,EP,90,404,1
BLL,LGW,DM,DM,95,434,1
BLL,CDG,DM,DM,100,468,0
MEX,MTY,MX,MX,85,394,0
MEX,MTY,MX,MX,85,394,0
MAD,BCN,IB,IB,60,272,0
BLL,BRU,DM,DM,75,338,0
AMS,BLL,DM,DM,65,255,1
BLL,AMS,DM,DM,60,255,1
MAD,BCN,IB,IB,60,272,1
BLL,BRU,DM,DM,75,338,1
CDG,BLL,DM,DM,105,468,0
KRS,CPH,DM,DM,55,219,0
KRS,OSL,BU,BU,45,154,0
CDG,BLL,DM,DM,105,468,0
ZIH,MEX,MX,MX,55,177,0
CAI,SSH,MS,MS,60,204,0
BCN,SCQ,IB,IB,95,488,0
BCN,SVQ,IB,IB,85,450,0
CPH,LGW,DM,DM,115,535,1
CPH,LGW,DM,DM,115,535,0
LGW,CPH,DM,DM,110,535,1
LGW,CPH,DM,DM,110,535,0
MRA,BEN,LN,LN,50,261,1
MID,MEX,MX,MX,115,543,1
SVQ,BCN,IB,IB,85,450,1
CPH,VCE,DM,DM,115,609,1
VCE,CPH,DM,DM,120,609,1
BDU,BOO,BU,BU,40,144,1
LGW,BLL,DM,DM,100,434,0
BOO,OSL,BU,BU,90,432,1
OSL,BOO,BU,BU,90,432,1
BOO,BDU,BU,BU,40,144,1
OSL,KRS,BU,BU,45,154,0
GDL,HMO,MX,MX,120,672,0
MEM,DEN,NW,NW,152,758,1
MAD,BCN,IB,IB,60,272,0
MEX,ZIH,MX,MX,50,177,0
HMO,MEX,MX,MX,145,885,0
GDL,TIJ,MX,MX,175,1031,1
CAI,HRG,MS,MS,60,214,1
LAX,GDL,MX,MX,180,1143,0
BLL,CDG,DM,DM,100,468,0
VSA,MEX,MX,MX,80,364,1
BKK,PEK,CA,CA,255,1800,1
BLL,AAL,DM,DM,30,90,0
BRU,BLL,DM,DM,80,338,0
LOH,GYE,EQ,EQ,50,119,1
BLL,FRA,DM,DM,80,345,0
MAD,BCN,IB,IB,60,272,0
SSH,CAI,MS,MS,60,204,0
MEX,MXL,MX,MX,200,1186,1
MEX,MID,MX,MX,100,543,0
LOH,GYE,EQ,EQ,50,119,0
PEK,BKK,CA,CA,275,1800,1
HMO,MXL,MX,MX,60,303,1
AAL,BLL,DM,DM,30,90,0
PEK,SIN,CA,CA,380,2444,1
FRA,BLL,DM,DM,80,345,1
FLL,MEM,NW,NW,150,746,1
PEK,SZX,CA,CA,190,1068,1
DTW,FLL,NW,NW,176,987,1
SIN,PEK,CA,CA,390,2444,1
MTY,MEX,MX,MX,85,394,1
SVG,KRS,BU,BU,35,88,0
MTY,MEX,MX,MX,85,394,0
BEN,MRA,LN,LN,55,261,0
THR,MHD,EP,EP,90,404,0
LHR,TAS,HY,HY,400,2853,1
JFK,KBP,6U,HY,565,4083,1
MXL,HMO,MX,MX,65,303,1
TAM,MEX,MX,MX,55,190,0
SCQ,BCN,IB,IB,90,488,0
MXL,LAX,MX,MX,60,176,0
SZX,PEK,CA,CA,180,1068,1
KBP,JFK,6U,HY,650,4083,0
CPH,KRS,DM,DM,55,219,1
TIJ,LAX,MX,MX,50,113,1
KHH,TSA,EF,EF,50,161,1
TSA,KHH,EF,EF,50,161,1
MCT,TRV,GF,AI,215,1405,1
CPH,SFJ,SK,SK,290,1860,1
SFJ,CPH,SK,SK,260,1860,0
FRA,YUL,AC,AC,500,3175,1
YVR,YYZ,AC,AC,260,1813,1
YVR,YYZ,AC,AC,260,1813,1
YVR,YYZ,AC,AC,260,1813,1
GMP,YVR,KE,AC,660,4424,0
YUL,FRA,AC,AC,435,3175,1
YVR,GMP,KE,AC,620,4424,1
DCA,EWR,CO,CO,62,177,0
DCA,EWR,CO,CO,82,177,1
SDU,CGH,JJ,JJ,47,204,1
DFW,IAH,CO,CO,65,200,0
SDU,CGH,JJ,JJ,47,204,0
SDU,CGH,JJ,JJ,50,204,0
SDU,CGH,JJ,JJ,49,204,0
DFW,IAH,CO,CO,60,200,1
MDW,CLE,CO,CO,74,261,1
SDU,CGH,JJ,JJ,49,204,0
SDU,CGH,JJ,JJ,49,204,1
PIT,LGA,US,US,93,294,1
RDU,EWR,CO,CO,100,368,1
TUL,IAH,CO,CO,92,381,1
TUL,IAH,CO,CO,94,381,0
ATH,SKG,X5,X5,45,164,1
TUL,IAH,CO,CO,96,381,1
PNH,KUL,VJ,VJ,105,566,1
ABQ,IAH,CO,CO,128,649,1
BOS,CLE,CO,CO,121,491,0
BOS,CLE,CO,CO,116,491,0
ABQ,IAH,CO,CO,119,649,1
SKG,MUC,X5,X5,135,674,0
MCO,CLE,CO,CO,146,784,0
SRQ,CLE,CO,CO,150,848,0
MKE,IAH,CO,CO,170,863,0
PIT,BWI,US,US,65,187,1
DFW,IAH,CO,CO,65,200,1
PHL,IAH,CO,CO,215,1151,0
PHL,IAH,CO,CO,215,1151,0
PHL,IAH,CO,CO,217,1151,0
ATL,EWR,CO,CO,132,656,1
ATL,EWR,CO,CO,143,656,1
MUC,SKG,X5,X5,135,674,1
ATL,EWR,CO,CO,136,656,1
PHL,MSP,US,US,186,853,0
PHL,IAH,CO,CO,229,1151,0
IAH,LGA,CO,CO,210,1233,0
BWI,CLE,CO,CO,79,278,1
IAH,SAT,CO,CO,62,166,1
LGA,IAH,CO,CO,234,1233,0
BOS,IAH,CO,CO,258,1391,1
BOS,DCA,US,US,97,350,1
PHX,CLE,CO,CO,233,1512,0
KUL,PNH,VJ,VJ,110,566,0
LGA,CLE,CO,CO,107,365,0
ORD,IAH,CO,CO,160,811,1
ORD,CLE,CO,CO,70,271,0
ORD,CLE,CO,CO,76,271,0
LGA,PIT,US,US,115,294,0
ORD,CLE,CO,CO,77,271,1
LGA,CLE,CO,CO,110,365,0
LGA,IAH,CO,CO,247,1233,1
LGA,IAH,CO,CO,230,1233,0
LGA,IAH,CO,CO,243,1233,0
ALG,MRS,AH,AH,145,416,1
LGA,CLE,CO,CO,108,365,0
IAH,PDX,CO,CO,278,1593,1
IAH,DFW,CO,CO,71,200,0
BWI,CLT,US,US,83,317,0
IAH,PHL,CO,CO,193,1151,0
IAH,MIA,CO,CO,138,836,1
CGH,SDU,JJ,JJ,43,204,0
IAH,CLE,CO,CO,165,951,1
ELP,IAH,CO,CO,106,586,0
IAH,HDN,CO,CO,161,857,1
IAH,SJC,CO,CO,254,1401,0
IAH,TUL,CO,CO,88,381,1
IAH,CZM,CO,CO,131,731,1
CGH,SDU,JJ,JJ,45,204,0
IAH,MSP,CO,CO,170,911,1
CGH,SDU,JJ,JJ,47,204,0
CGH,SDU,JJ,JJ,47,204,0
IAH,CMH,CO,CO,158,858,0
IAH,OKC,CO,CO,80,347,1
IAH,DFW,CO,CO,71,200,0
CGH,SDU,JJ,JJ,49,204,0
IAH,SLC,CO,CO,190,1044,0
IAH,DCA,CO,CO,175,1050,0
IAH,DTW,CO,CO,160,934,0
IAH,OMA,CO,CO,129,683,0
BWI,BOS,US,US,84,323,0
CLT,LGA,US,US,114,476,0
YYZ,EWR,CO,CO,98,297,1
CGH,SDU,JJ,JJ,49,204,1
CGH,SDU,JJ,JJ,51,204,0
TPA,CLE,CO,CO,152,815,1
IAH,MEX,CO,CO,139,673,1
IAH,CMH,CO,CO,158,858,1
IAH,ABQ,CO,CO,135,649,1
CMH,EWR,CO,CO,95,404,0
PDX,IAH,CO,CO,243,1593,0
BOS,CLE,CO,CO,116,491,1
IAH,SEA,CO,CO,290,1635,0
IAH,DFW,CO,CO,70,200,1
TPA,CLE,CO,CO,153,815,1
CGH,SDU,JJ,JJ,48,204,0
CGH,SDU,JJ,JJ,51,204,0
IAH,TUL,CO,CO,89,381,0
CGH,SDU,JJ,JJ,49,204,1
BWI,CLE,CO,CO,83,278,0
IAH,DCA,CO,CO,171,1050,0
IAH,SEA,CO,CO,282,1635,0
CMH,IAH,CO,CO,170,858,0
YYZ,IAH,CO,CO,217,1116,0
CMH,IAH,CO,CO,165,858,1
SLC,EWR,CO,CO,260,1712,1
MFE,IAH,CO,CO,69,277,1
SKG,ATH,X5,X5,45,164,1
AUA,EWR,CO,CO,284,1725,1
IAH,TUL,CO,CO,88,381,0
IAH,SFO,CO,CO,264,1423,0
CLT,LGA,US,US,107,476,1
IAH,BOS,CO,CO,223,1391,0
IAH,SAN,CO,CO,202,1133,1
IAH,PHL,CO,CO,195,1151,1
IAH,SEA,CO,CO,280,1635,1
YYZ,EWR,CO,CO,101,297,1
CGH,SDU,JJ,JJ,49,204,0
CLE,LAX,CO,CO,302,1781,0
EWR,AUA,CO,CO,299,1725,1
CLE,BOS,CO,CO,110,491,0
MSP,IAH,CO,CO,180,911,0
EWR,DCA,CO,CO,63,177,0
EWR,ATL,CO,CO,145,656,1
CLE,DCA,CO,CO,71,277,1
SFO,IAH,CO,CO,216,1423,0
EWR,SLC,CO,CO,308,1712,1
CLE,MIA,CO,CO,175,948,0
EWR,ORD,CO,CO,155,625,1
CLE,TPA,CO,CO,161,815,0
CLE,BWI,CO,CO,76,278,0
EWR,ATL,CO,CO,155,656,0
CLE,BWI,CO,CO,82,278,1
EWR,YYZ,CO,CO,105,297,0
EWR,BOS,CO,CO,80,174,0
FLL,CLE,CO,CO,176,935,0
DTW,EWR,CO,CO,98,427,1
EWR,IAH,CO,CO,240,1220,0
EWR,DTW,CO,CO,117,427,1
MIA,CLE,CO,CO,172,948,1
CLE,ORD,CO,CO,104,271,0
BQN,EWR,CO,CO,242,1390,0
EWR,CLE,CO,CO,110,355,1
LAX,CLT,US,US,263,1849,0
DCA,IAH,CO,CO,200,1050,1
DCA,EWR,CO,CO,71,177,1
OKC,IAH,CO,CO,84,347,1
DCA,BOS,US,US,84,350,0
DCA,IAH,CO,CO,196,1050,1
DCA,CLE,CO,CO,91,277,0
MEX,IAH,CO,CO,140,673,1
DCA,EWR,CO,CO,65,177,1
DCA,CLE,CO,CO,87,277,1
CLE,SFO,CO,CO,316,1875,0
EWR,DEN,CO,CO,260,1394,1
EWR,SEA,CO,CO,365,2088,1
FLL,CLE,CO,CO,178,935,1
EWR,CLE,CO,CO,105,355,0
EWR,RDU,CO,CO,91,368,0
CLE,SRQ,CO,CO,157,848,1
EWR,DCA,CO,CO,67,177,1
CLE,LGA,CO,CO,109,365,0
DTW,IAH,CO,CO,181,934,1
CLE,BOS,CO,CO,113,491,1
CLE,DCA,CO,CO,80,277,1
CLE,ORD,CO,CO,83,271,1
EWR,PVD,CO,CO,76,134,0
EWR,TPA,OK,OK,177,874,0
CLE,LGA,CO,CO,103,365,1
CLE,FLL,CO,CO,171,935,0
EWR,DTW,CO,CO,110,427,0
CLE,TPA,CO,CO,153,815,0
CLE,MDW,CO,CO,84,261,0
CLE,PBI,CO,CO,165,893,1
CLE,BOS,CO,CO,105,491,1
CLE,MCO,CO,CO,149,784,0
DTW,EWR,CO,CO,107,427,1
DTW,EWR,CO,CO,95,427,0
SEA,EWR,CO,CO,300,2088,1
SDF,IAH,CO,CO,145,688,1
BJA,ALG,AH,AH,30,90,0
SAN,EWR,CO,CO,299,2105,1
STN,AMS,UK,UK,65,175,1
STN,AMS,UK,UK,60,175,1
IFN,THR,IR,IR,60,182,0
AMS,MAN,UK,UK,80,270,0
MAN,AMS,UK,UK,85,270,0
MAN,AMS,UK,UK,75,270,0
SYZ,IFN,IR,IR,70,195,0
MAN,AMS,UK,UK,80,270,0
THR,IFN,IR,IR,60,182,0
NCL,AMS,UK,UK,80,287,0
AMS,EDI,UK,UK,95,366,0
AMS,STN,UK,UK,60,175,0
AMS,BHX,UK,UK,80,249,1
AMS,NCL,UK,UK,80,287,1
AMS,NCL,UK,UK,80,287,1
BHX,AMS,UK,UK,75,249,1
AMS,EDI,UK,UK,100,366,1
EDI,AMS,UK,UK,90,366,0
ABZ,AMS,UK,UK,110,385,1
EDI,AMS,UK,UK,90,366,1
IFN,SYZ,IR,IR,70,195,0
HEL,NRT,AY,AY,575,4234,1
NRT,HEL,AY,AY,625,4234,0
BKK,HEL,AY,AY,670,4285,0
AMS,STN,UK,UK,65,175,0
BHX,AMS,UK,UK,75,249,0
AMS,BHX,UK,UK,80,249,1
AMS,MAN,UK,UK,80,270,0
AMS,BHX,UK,UK,80,249,0
COS,DEN,UA,ZW,38,65,0
ATW,MKE,UA,ZW,30,80,1
DEN,EGE,UA,ZW,40,107,1
ASE,DEN,UA,ZW,40,108,0
ASE,DEN,UA,ZW,40,108,1
EGE,DEN,UA,ZW,40,107,1
HDN,DEN,UA,ZW,45,119,1
MLI,ORD,UA,ZW,45,121,1
ATW,ORD,UA,ZW,50,139,1
ATW,ORD,UA,ZW,50,139,1
DEN,EGE,UA,ZW,40,107,1
DEN,ASE,UA,ZW,40,108,1
DEN,HDN,UA,ZW,45,119,1
PIA,MLI,UA,ZW,27,63,1
SDF,ORD,UA,ZW,75,253,1
SDF,ORD,UA,ZW,75,253,0
HDN,DEN,UA,ZW,45,119,0
SDF,ORD,UA,ZW,75,253,1
ORD,LEX,UA,ZW,75,286,1
ORD,MKE,UA,ZW,40,60,0
ORD,MSN,UA,ZW,50,93,1
ORD,MLI,UA,ZW,45,121,0
DUR,JNB,SA,SA,70,269,0
ORD,MKE,UA,ZW,40,60,0
ORD,MSN,UA,ZW,50,93,1
COS,DEN,UA,ZW,38,65,1
DUR,JNB,SA,SA,70,269,1
DUR,JNB,SA,SA,70,269,0
ORD,ATW,UA,ZW,47,139,0
ORD,ATW,UA,ZW,47,139,0
ORD,SDF,UA,ZW,75,253,0
ORD,SDF,UA,ZW,75,253,0
ORD,GRB,UA,ZW,45,149,1
ORD,SDF,UA,ZW,75,253,1
ORD,MKE,UA,ZW,40,60,1
ORD,MKE,UA,ZW,40,60,0
ORD,ATW,UA,ZW,47,139,1
ORD,MSN,UA,ZW,50,93,1
ORD,MLI,UA,ZW,45,121,1
ORD,GRB,UA,ZW,45,149,1
LEX,ORD,UA,ZW,78,286,1
ORD,LEX,UA,ZW,75,286,0
ORD,MLI,UA,ZW,45,121,1
ORD,ATW,UA,ZW,47,139,0
ORD,MLI,UA,ZW,45,121,1
LEX,ORD,UA,ZW,78,286,1
ORD,MLI,UA,ZW,45,121,0
JAC,DEN,UA,ZW,80,352,0
EGE,LAX,UA,ZW,150,651,0
ASE,DEN,UA,ZW,40,108,0
ASE,DEN,UA,ZW,40,108,1
ASE,DEN,UA,ZW,40,108,1
EGE,DEN,UA,ZW,40,107,0
ASE,DEN,UA,ZW,40,108,0
ASE,DEN,UA,ZW,40,108,1
EGE,DEN,UA,ZW,40,107,1
EGE,DEN,UA,ZW,40,107,0
ASE,DEN,UA,ZW,40,108,0
EGE,DEN,UA,ZW,40,107,0
ASE,DEN,UA,ZW,40,108,1
EGE,DEN,UA,ZW,40,107,1
ASE,DEN,UA,ZW,40,108,1
ASE,LAX,UA,ZW,150,643,0
ASE,DEN,UA,ZW,40,108,1
ASE,DEN,UA,ZW,40,108,1
MLI,DEN,UA,ZW,140,652,1
LAX,EGE,UA,ZW,150,651,1
LAX,ASE,UA,ZW,143,643,0
GRB,ATW,UA,ZW,15,18,0
GRB,ORD,UA,ZW,50,149,1
MLI,PIA,UA,ZW,25,63,1
MLI,ORD,UA,ZW,45,121,1
CPT,JNB,SA,SA,115,697,0
CPT,JNB,SA,SA,115,697,0
CPT,JNB,SA,SA,115,697,0
CPT,JNB,SA,SA,115,697,1
CPT,JNB,SA,SA,115,697,0
JNB,CPT,SA,SA,130,697,0
PVG,DYG,MU,MU,135,600,1
FSD,DEN,UA,ZW,95,421,1
MSN,ORD,UA,ZW,45,93,1
JNB,DUR,SA,SA,70,269,1
MSN,DEN,UA,ZW,150,714,0
MSN,ORD,UA,ZW,45,93,0
MSN,ORD,UA,ZW,45,93,1
MSN,DEN,UA,ZW,150,714,0
JNB,CPT,SA,SA,130,697,1
JNB,CPT,SA,SA,130,697,0
FSD,DEN,UA,ZW,95,421,0
JNB,CPT,SA,SA,130,697,1
JNB,DUR,SA,SA,70,269,1
GEG,DEN,UA,ZW,135,724,1
DYG,SHA,MU,MU,105,580,0
SBA,DEN,UA,ZW,145,798,1
SBA,DEN,UA,ZW,145,798,0
MLI,ORD,UA,ZW,45,121,0
MLI,ORD,UA,ZW,45,121,0
DEN,EUG,UA,ZW,165,863,1
DEN,EGE,UA,ZW,40,107,0
ATW,ORD,UA,ZW,50,139,0
DEN,ASE,UA,ZW,40,108,1
MKE,DEN,UA,ZW,160,775,1
DEN,ASE,UA,ZW,40,108,0
MKE,ORD,UA,ZW,40,60,1
DEN,MLI,UA,ZW,120,652,0
MKE,ATW,UA,ZW,30,80,1
MKE,DEN,UA,ZW,160,775,1
DEN,MKE,UA,ZW,140,775,0
DEN,ASE,UA,ZW,40,108,1
DEN,ASE,UA,ZW,40,108,1
MKE,ORD,UA,ZW,40,60,1
DEN,COS,UA,ZW,37,65,0
DEN,ASE,UA,ZW,40,108,1
DEN,COS,UA,ZW,37,65,1
DEN,SBA,UA,ZW,155,798,0
DEN,FSD,UA,ZW,90,421,1
DEN,JAC,UA,ZW,85,352,1
DEN,MSN,UA,ZW,125,714,1
DEN,ASE,UA,ZW,40,108,0
DEN,EGE,UA,ZW,40,107,0
DEN,ASE,UA,ZW,40,108,0
DEN,EGE,UA,ZW,40,107,1
DEN,ASE,UA,ZW,40,108,1
DEN,EGE,UA,ZW,40,107,1
DEN,SBA,UA,ZW,155,798,0
MKE,ORD,UA,ZW,40,60,1
DEN,MKE,UA,ZW,140,775,1
DEN,ASE,UA,ZW,40,108,0
DEN,ASE,UA,ZW,40,108,1
DEN,HDN,UA,ZW,45,119,1
MKE,DEN,UA,ZW,160,775,0
DEN,MSN,UA,ZW,125,714,1
ATW,ORD,UA,ZW,50,139,1
DEN,FSD,UA,ZW,90,421,0
MKE,ORD,UA,ZW,40,60,0
DEN,GEG,UA,ZW,145,724,0
DEN,MKE,UA,ZW,140,775,0
ATW,ORD,UA,ZW,50,139,1
DEN,ASE,UA,ZW,40,108,0
EUG,DEN,UA,ZW,150,863,0
MLI,ORD,UA,ZW,45,121,1
IND,DTW,NW,NW,63,201,1
IAD,MSP,NW,NW,164,796,0
MEM,LGA,NW,NW,146,839,0
DFW,DTW,NW,NW,166,853,1
DFW,DTW,NW,NW,155,853,0
DFW,MSP,NW,NW,141,747,0
DTW,DFW,NW,NW,184,853,0
LGA,MSP,NW,NW,190,885,1
LGA,MSP,NW,NW,181,885,0
IAH,MSP,NW,NW,167,911,0
DTW,IAH,NW,NW,190,934,0
MSP,DFW,NW,NW,162,747,0
MSP,LGA,NW,NW,163,885,0
MSP,YEG,NW,NW,178,944,1
YEG,MSP,NW,NW,163,944,1
DTW,MEX,NW,NW,290,1592,1
DTW,DFW,NW,NW,179,853,0
DTW,DCA,NW,NW,90,357,1
MEX,DTW,NW,NW,254,1592,1
CMN,ORY,AT,AT,180,1038,0
ORY,CMN,AT,AT,180,1038,0
MAN,PHL,US,US,510,2985,0
PHL,MAN,US,US,435,2985,1
FRA,CGN,LH,LH,40,77,1
DUS,HAM,LH,LH,60,185,0
MUC,MXP,LH,LH,65,202,0
LEJ,DUS,LH,LH,60,208,1
TUL,DAL,WN,WN,55,209,1
LSC,SCL,OT,OT,50,210,0
KWE,KMG,SZ,SZ,50,229,1
CAN,HAK,HU,HU,60,267,1
LAS,LAX,WN,WN,70,209,1
TXL,MUC,LH,LH,70,265,1
MAF,DAL,WN,WN,60,277,0
STR,TXL,LH,LH,75,284,1
ONT,SJC,WN,WN,65,292,1
SZX,HAK,HU,HU,70,251,1
IQQ,ANF,OT,OT,45,203,0
STR,HAM,LH,LH,80,304,1
LIL,LYS,AF,AF,75,307,1
PER,KGI,AN,AN,65,292,0
CNX,BKK,TG,TG,70,322,0
BRU,FRA,LH,LH,75,165,0
HAM,MUC,LH,LH,80,331,0
MUC,HAM,LH,LH,85,331,1
MUC,NCE,LH,LH,95,338,1
MUC,VIE,LH,LH,70,192,1
CPO,SCL,OT,OT,75,370,1
BUR,PHX,WN,WN,80,319,0
ZCO,SCL,LA,LA,70,332,1
SCL,CPO,OT,OT,80,370,0
SCL,CCP,LA,LA,60,231,1
LGW,GLA,BA,BA,100,314,0
FCO,MUC,LH,LH,105,399,1
NUE,DUS,LH,LH,60,196,1
FCO,TRN,AP,AP,70,284,0
STR,TXL,LH,LH,75,284,0
HOU,TUL,WN,WN,80,399,0
ADA,IST,TK,TK,95,405,1
FCO,LIN,AP,AP,65,262,0
RDU,SWF,JI,JI,100,405,0
MUC,DUS,LH,LH,75,267,1
MUC,STR,LH,LH,55,104,1
MNL,KLO,PR,PR,55,187,0
OAK,LAX,WN,WN,75,292,0
BFS,BHX,BA,VB,60,206,0
MNL,WNP,PR,PR,50,144,0
OAK,SNA,WN,WN,80,323,0
HAM,LHR,LH,LH,100,407,1
