record_id,aircraft_type,airport_name,altitude_bin,aircraft_make_model,wildlife_number_struck,wildlife_number_struck_actual,effect_impact_to_flight,flightdate,effect_indicated_damage,aircraft_number_of_engines,aircraft_airline_operator,origin_state,when_phase_of_flight,conditions_precipitation,remains_of_wildlife_collected,remains_of_wildlife_sent_to_smithsonian,remarks,wildlife_size,conditions_sky,wildlife_species,pilot_warned_of_birds_or_wildlife,cost_total,feet_above_ground,number_of_people_injured,is_aircraft_large
316011,Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,CL-RJ900,1,1,Other,2011-09-02T00:00:00,Caused damage,2,MESA AIRLINES,Texas,Approach,None,TRUE,FALSE,"ID BY CAPT. DMG CONSISTED OF BENT FAN BLADE TO #2 ENG DUE TO INGESTION. CANCELLED FLT PENDING BLADE REPAIR/REPLACEMENT. BOTH PILOTS SAW HAWK 2 SECONDS BEFORE IMPACT. OVER LANDFIIL JUST OFF S END OF RWY 35L. NOTIFIED DISPATCH, MX AND MADE LOGBOOK ENTRY.",Medium,Some Cloud,Red-tailed hawk,FALSE,70000,1000,0,FALSE
241253,Airplane,TETERBORO AIRPORT,< 1000 ft,C-560,1,1,Precautionary Landing,2007-01-25T00:00:00,Caused damage,2,NETJETS AVIATION,New Jersey,Climb,None,TRUE,FALSE,"15 GEESE SEEN, 1 INGESTED. ENG APPEARED TO CONTIINUE RUNNING NORMALLY. DMG UNKN AT THIS TIME. (DATA ENTRY NOTE: ENG IS STILL IN PROCESS OF BEING REPAIRED AS OF 4/13/07, ESTIMATED TIME OUT OF SERVICE FOR THIS DATE) ESTIMATED COST WAS $62,700.",Large,Some Cloud,Canada goose,TRUE,69672,1000,0,FALSE
218130,Airplane,COLUMBIA REGIONAL,> 1000 ft,BE-400 BJET,1,1,None,2004-03-09T00:00:00,Caused damage,2,BUSINESS,Missouri,Approach,None,TRUE,TRUE,"RT ENG REMOVED & DISASSEMBLED FOR REMOVAL OF FEATHERS IN COMPRESSOR & DMG INSPN. ENG WAS NOT DMGD, BUT COST $40,000 FOR INSPN. RADOME AND RADAR ANTENNA WERE DAMAGED, COST $17,000. ID BY SMITHSONIAN FAA 701.",Medium,No Cloud,Mallard,FALSE,68550,1200,0,FALSE
254125,Airplane,PHILADELPHIA INTL,> 1000 ft,B-737-700,2 to 10,7,Precautionary Landing,2007-09-29T00:00:00,Caused damage,2,AIRTRAN AIRWAYS,Pennsylvania,Climb,None,TRUE,FALSE,"ABOUT 10-12 MINUTES INTO THE FLIGHT A/C HIT AT LEAST 3 CANADA GEESE. F/O WINDSHIELD SHATTERED, CUTTING COPILOT ON FACE. RADOME HEAVILY DAMAGE. PHOTOS. EMERGENCY LDG. GOOSE WA PULLED OUT OF RADOME AT ARPT.",Large,No Cloud,Canada goose,FALSE,66848,3000,0,TRUE
203473,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-500,1,1,None,2000-04-17T00:00:00,Caused damage,2,UNITED AIRLINES,Arizona,Approach,None,FALSE,FALSE,FLT 2356. DMG BETWEEN FUSELAGE AND #2 ENG ON RH WING LE. DENT IS CRACKED AND OUT OF LIMITS RIB ALSO CRACKED ON IB FLANGE. RIB REPLACED.,Large,No Cloud,Turkey vulture,FALSE,66818,700,0,TRUE
206803,Airplane,GENERAL MITCHELL INTL,> 1000 ft,DORNIER 328,1,1,None,2000-11-03T00:00:00,Caused damage,2,BUSINESS,Wisconsin,Descent,None,FALSE,FALSE,FOWL REMNANTS WERE FOUND ON WING LE AND ENG.,Medium,No Cloud,Unknown bird - medium,FALSE,66818,2300,0,FALSE
240499,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,MD-80,1,1,Precautionary Landing,2005-12-24T00:00:00,Caused damage,2,AMERICAN AIRLINES,Florida,Climb,None,TRUE,FALSE,"ATIS WARNING. SAW LRG BIRD ON T/O 1-2 SECONDS PRIOR TO IMPACT. BIRD HIT LWR NOSE ON CENTERLINE, FOLLOWED BY A SIGNIFICANT VIBRATION & BURNING RUBBER SMELL. MADE AN OVERWT PREC LDG AFTER DECLARING AN EMERGENCY. DMG: 2 FT LONG CRACK IN RADOME BACK TO THE RE",Large,Some Cloud,Turkey vulture,TRUE,65596,350,0,FALSE
255514,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,BA-125-800,1,1,None,2008-10-18T00:00:00,Caused damage,2,BUSINESS,Illinois,Climb,None,FALSE,FALSE,GULL OR CROW. WINDOW SMACKED BY BIRD AND OUTER HEATING ELEMENT DAMAGED BY IMPACT AND OVERHEATED.,Medium,Overcast,Unknown bird - medium,TRUE,64937,1000,0,FALSE
218241,Airplane,ST LOUIS DOWNTOWN,< 1000 ft,CL-601/604,1,1,None,2002-10-24T00:00:00,Caused damage,2,BUSINESS,Illinois,Climb,None,FALSE,FALSE,"BLACKBIRDS, CROW? RT ENG 3 FAN BLADES WERE DAMAGED AND HAD TO BE REPLACED.",Medium,Some Cloud,Unknown bird - medium,FALSE,63767,1000,0,FALSE
216806,Airplane,MINOT INTL AIRPORT,> 1000 ft,BE-90  KING,2 to 10,3,None,2002-11-12T00:00:00,Caused damage,2,BUSINESS,North Dakota,Approach,None,FALSE,FALSE,CANADA GEESE? 8-10MI STRAIGH IN FINAL. SEVERAL LOUD BANGS WERE HEARD. NORMAL LDG WITH NO INJURIES.,Large,No Cloud,Canada goose,FALSE,63387,1500,0,FALSE
238561,Airplane,TETERBORO AIRPORT,> 1000 ft,BE-400 BJET,1,1,None,2006-04-13T00:00:00,Caused damage,2,BUSINESS,New Jersey,Approach,None,TRUE,TRUE,"BIRD TRIED TO AVOID A/C BY DIVING. HIT NOSE, PUTTING HOLE IN IT. A/C WAS PATCHED THEN FERRIED TO VERMONT FOR REPAIRS. ID BY SMITHSONIAN, FAA 1423. ON ARRIVAL TO KTEB ON DESCENT 7NM N OF WANES ITNXN. CREW HEARD STRIKE TO NOSE AREA. DAMAGED AFT PART OF NOSE",Medium,Some Cloud,Red-tailed hawk,FALSE,60466,2000,0,FALSE
227225,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,MD-83,1,1,None,2004-10-28T00:00:00,Caused damage,2,ALASKA AIRLINES,Washington,Approach,Fog,TRUE,TRUE,"A/C ON SHORT FINAL. HIT A ""GOOSE"" ON LWR PART OF RADOME. CRACKED ABOUT 4"". REPLACED RADOME COST ABOUT $50,000. BIRD LATER ID'D BY SMITHSONIAN AS GULL. FAA 966. WS BIOL SPOKE WITH SMITHSONIAN AND BELIEVES THE GULL WAS A GLAUCOUS-WINGED GULL. A/C MOVED TO H",Medium,Overcast,Glaucous-winged gull,TRUE,60132,150,0,FALSE
310278,Airplane,JOE FOSS FIELD ARPT,< 1000 ft,BE-200 KING,1,1,Precautionary Landing,2011-03-16T00:00:00,Caused damage,2,BUSINESS,South Dakota,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 5609. WHOLE FEATHER. LESS THAN A MINUTE AFTER DEPARTURE, BIRD HIT DORSAL FIND CAUSED DAMAGE. A/C WILL BE OUT OF SERVICE UNTIL IT IS REPLACED. PHOTOS. NO PATIENT ON BOARD.",Large,No Cloud,Canada goose,FALSE,60000,800,0,FALSE
244295,Airplane,BISMARCK MUNICIPAL ARPT,> 1000 ft,C-404,2 to 10,2,None,2006-10-30T00:00:00,Caused damage,2,BUSINESS,North Dakota,Descent,None,FALSE,FALSE,"WINDSCREEN BROKEN, 5 BY 15 "" DENT IN L WING. A/C FERRYABLE. NO INJURIES.",Large,Overcast,Canada goose,TRUE,59896,3000,0,FALSE
214576,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737-300,1,1,Precautionary Landing,2001-11-26T00:00:00,Caused damage,2,AMERICA WEST AIRLINES,Arizona,Climb,None,FALSE,FALSE,ENG VIBRATION. 4 BLADES REPLACED.,Large,No Cloud,Unknown bird - large,FALSE,57270,180,0,TRUE
201883,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,HAWKER-SDLY HS125,1,1,None,2000-09-23T00:00:00,Caused damage,2,BUSINESS,Texas,Approach,None,FALSE,FALSE,"HAWK OR OWL INGESTED BUT DID NOT CUT OUT ENG. NO PAX. COST FOR LEASING ANOTHER AIRCRAFT WAS $20,000.",Medium,No Cloud,Unknown bird - medium,FALSE,56591,100,0,FALSE
218089,Airplane,THE EASTERN IOWA ARPT,< 1000 ft,CITATION II,1,1,None,2002-10-30T00:00:00,Caused damage,2,BUSINESS,Iowa,Climb,None,FALSE,FALSE,"4"" DIAMETER DENT  BY 1' DEEP ON LE OF RT WING",Medium,Some Cloud,Unknown bird - medium,FALSE,56288,1000,0,FALSE
206018,Airplane,DES MOINES INTL,> 1000 ft,PA-31T CHEYENNE II,2 to 10,8,None,2000-11-08T00:00:00,Caused damage,2,GOVERNMENT,Iowa,Descent,None,FALSE,FALSE,"DAMAGED L WING, DE-ICE BOOT, & L ENG AIR INTAKE.  BIRD WAS WEDGED IN AIR INTAKE. SEVERE VIBRATION IN L ENG. CLAMP FOR PROPS WERE BENT. GOVERNOR OF NEBRASKA WAS ON BOARD. BIRDS ID BY WS BIOL.",Medium,Overcast,Mallard,TRUE,56127,9000,0,FALSE
318761,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-757-200,1,1,None,2011-11-03T00:00:00,Caused damage,2,AMERICAN AIRLINES,California,Approach,None,FALSE,FALSE,DENT IN RADOME. REPLACED RADOME. CREW REPTD POSSIBLE BIRDSTRIKE ON APCH AT 1000 FT. EVIDENCE FOUND ON RADOME AND WINDSCREEN. PHOTO.,Medium,Some Cloud,Gulls,FALSE,56000,1000,0,TRUE
246829,Airplane,BURKE LAKEFRONT,< 1000 ft,BE-400 BJET,1,1,None,2007-03-22T00:00:00,Caused damage,2,BUSINESS,Ohio,Approach,Rain,TRUE,FALSE,BIRD WAS LODGED IN OUT FLAP OF RT WING. FLAP AND UNDERSIDE OF WING DENTED.,Medium,Overcast,Ring-billed gull,TRUE,55560,75,0,FALSE
249529,Airplane,PORTLAND INTL (OR),< 1000 ft,PA-31 NAVAJO,1,1,Precautionary Landing,2007-10-23T00:00:00,Caused damage,2,AMERIFLIGHT,Oregon,Climb,None,TRUE,FALSE,"BIRD HIT INSIDE L ENG COWL, THRU THE PROP. LARGE PART OF WHAT APPEARED TO BE A BIRD BREAST WAS LODGED AGAINST THE FRONTMOST CYLINDER WALLS. PROP SLIGHTLY DAMAGED. AND WAS REPLACED. BECAUSE OF PROP STRIKE, ENG WAS ALSO CHANGED OUT. PHOTOS.",Large,No Cloud,Canada goose,TRUE,55560,500,0,FALSE
259281,Airplane,MIAMI INTL,> 1000 ft,B-767-300,1,1,None,2008-09-02T00:00:00,Caused damage,2,UPS AIRLINES,Florida,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN FAA 2659. EVENT 19733. BIRD LOOKED LIKE A LARGE HAWK. I SAW THE BIRD FLASH BY ON LEFT SDIE ON 8 MILE FINAL. I DID NOT THINK I HIT IT. THERE WAS NOT SOUND OF IMPACT AND ENG INDICATIONS WERE NORMAL. MX SAID IT WAS A DIRECT HIT IN THE LEFT,Large,Some Cloud,Black vulture,FALSE,55349,1500,0,TRUE
313502,Airplane,GUSTAVO ROJAS PINILLA INTL ARPT,< 1000 ft,GULFAERO III,1,1,None,2011-07-02T00:00:00,Caused damage,2,BUSINESS,N/A,Approach,None,FALSE,FALSE,"SML WATER BIRD HIT ON SHORT FINAL. MADE SLIGHTLY AUDIBLE SOUND ON IMPACT. NO DMG SEEN UNTIL LDG. SML CRACK, 4-6"" IN LWR LEFT CORNER OF RT FRONT WINDSCREEN.",Small,Some Cloud,Unknown bird - small,FALSE,55000,200,0,FALSE
250663,Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ700,1,1,Precautionary Landing,2008-03-18T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2371. BOTH RT SIDE OF NOSE AND LE OF RT WING DENTED. SOME WENT THRU THE ENG FAN. PRELIM REPT NO ENG DMG. ARPT CASE NO. 08-3286",Large,Some Cloud,Bald eagle,TRUE,54114,5800,0,FALSE
258661,Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ100/200,1,1,None,2008-11-14T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Descent,None,TRUE,TRUE,"D BY SMITHSONIAN, FAA 2904 A 99.7% DNA MATCH. THERE WERE 2 STRIKES ON THIS A/C. ONE AT THE NOSE WITH NO DMG AND 1 ON LE OF RT WING WITH DMG. THIS A/C WAS CLOSE BEHIND ANOTHER FLT THAT WAS HIT 3 MINUTES BEFORE.  THE ROBIN HIT THE NOSE. NO DMG. THE AMERICAN",Medium,No Cloud,American coot,FALSE,54114,10000,0,FALSE
217721,Airplane,GRIFFING SANDUSKY ARPT,< 1000 ft,C-500,1,1,Precautionary Landing,2002-08-10T00:00:00,Caused damage,2,BUSINESS,Ohio,Climb,None,FALSE,FALSE,"A/C STRUCK DEER AT ROTATION. DIVERTED TO TOL TO CHECK GEAR. ARPT GROUND OBSERVERS INDICATED NOSEWHEEL BENT & NOT FULLY EXTENDED. AFTER BURNING ADDITIONAL FUEL, PILOT SHUT DOWN ENGS, GENERATORS & FUEL100' AGL. A/C CAME TO REST ON FORK OF NOSE GEAR AND GEAR",Large,No Cloud,White-tailed deer,FALSE,53245,6,0,FALSE
263643,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,1,1,Engine Shut Down,2009-04-15T00:00:00,Caused damage,2,AMERICAN AIRLINES,Texas,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3143. COPILOT SAW 2 LRG BLACK BIRDS GO PAST HIS WINDOW. ENG HAD NUMEROUS COMPRESSOR STALLS WHICH FORCED THE #2 ENG TO BE SHUT DOWN AT WHICH TIME THE PILOT DECLARED AN EMERGENCY. INSPN FOUND MANY BIRD PARTS ON STATOR VANES. COMPRESSO",Large,Some Cloud,Double-crested cormorant,TRUE,53078,1000,0,TRUE
261794,Airplane,NORFOLK INTL,< 1000 ft,CL-RJ100/200,1,1,None,2009-02-02T00:00:00,Caused damage,2,AIR WISCONSIN AIRLINES,Virginia,Approach,None,FALSE,FALSE,"BIRD REPTD AS CORMORANT, ASSUME DOUBLE-CRESTED. PILOT REPTD STRIKING A BIRD ON APCH. NO REMAINS FOUND. HE SAW SEVERAL BIRDS. DMG TO RT WING FLAP. NO EFFECT ON FLT. PHOTOS.",Large,No Cloud,Double-crested cormorant,TRUE,52707,200,0,FALSE
269697,Airplane,HUNTINGBURG ARPT,< 1000 ft,C-560,2 to 10,6,Precautionary Landing,2009-12-10T00:00:00,Caused damage,2,BUSINESS,Indiana,Approach,None,FALSE,FALSE,CRACKED INBOARD FLAP IN TWO PLACES.,Medium,No Cloud,Mallard,FALSE,52707,800,0,FALSE
248496,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,LEARJET-35,1,1,None,2007-05-13T00:00:00,Caused damage,2,BUSINESS,Texas,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 1857. LE OF RT WING WAS STRUCK. PILOT WAS IN A LEFT TURN DOWNWIND TO BASE. PART OF BIRD WENT THRU ENG AFTER STRIKIING LE OF WING. DAMAGE WAS SUBSTANTIAL. PHOTOS. NO ENG DMG. BORESCOPED. OTHER COST WAS FOR LOSS OF USE OF A/C AND TRAV",Large,Some Cloud,Turkey vulture,FALSE,52226,1800,0,FALSE
318896,Airplane,ROCHESTER INTL,< 1000 ft,PA-31 NAVAJO,1,1,Precautionary Landing,2011-11-27T00:00:00,Caused damage,2,MIDWEST AVIATION DIVISION,Minnesota,Approach,None,FALSE,FALSE,"DATA ENTRY NOTE: UNCERTAIN HOW PREC LDG MADE WHILE ON APCH UNLESS DOING TOUCH AND GO. DAMAGE TO BOTH WINDSHIELDS, NOSE BAGGAGE DOOR, &  TAIL. AIRCRAFT WILL BE OUT OF SERVICE UNTIL MARCH 2012.",Large,Overcast,Unknown bird - large,TRUE,52212,1000,0,FALSE
300303,Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,B-737-500,2 to 10,9,None,2010-03-03T00:00:00,Caused damage,2,CONTINENTAL AIRLINES,Texas,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. FAA 4123. DNA & WHOLE FEATHER. CAPT LT VIEWING WINDOW SEAL DMG ENOUGH THAT BLOOD WAS ON CAPT SHIRT. #1 ENG SUSTAINED 10"" WIDE BY 6 "" HIGH HOLE AT TOP OF COWLING. 23 MI N OF ABIA.",Medium,No Cloud,Redhead,FALSE,51336,6000,0,TRUE
304652,Airplane,PHOENIX SKY HARBOR,> 1000 ft,CL-RJ100/200,1,1,Other,2010-08-17T00:00:00,Caused damage,2,MESA AIRLINES,Arizona,Descent,None,TRUE,TRUE,"ID BY SMITHSONIAN. PILOT REPTD STRIKG ABOUT 20 MILES E OF AIRPORT AT 12,000'. OPS RESPONDED TO GATE AND FOUND MAJOR DMG TO WINGLET.  PILOT SAW ABOUT 10 BIRDS OUT OF THE CORNER OF HIS EYE. A/C YAWED A LITTLE. PILO9T REPTD TO PHX APCH. PHOTOS.",Medium,No Cloud,Northern pintail,FALSE,51336,11000,0,FALSE
302188,Airplane,ELKO REGIONAL ARPT,> 1000 ft,EMB-120,1,1,None,2010-05-03T00:00:00,Caused damage,2,SKYWEST AIRLINES,Nevada,Approach,None,FALSE,FALSE,UNKNOWN - HAWK OR BUZZARD. DMG TO RT PROP DEICE AREA AND DMG TO RT ENG NACELLE. LOCATION REPTD AS 7 MILES ESE OF KEKO.,Large,No Cloud,Unknown bird - large,FALSE,51335,2000,0,FALSE
253856,Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,BE-400 BJET,1,1,None,2008-05-20T00:00:00,Caused damage,2,BUSINESS,Ohio,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2464. #2 ENG INLET. BIRD HIT UPPPER SURFACE, BROKE IN HALF, HALF WAS INGESTED. A/C OUT OF SVC 12 DAYS. PILOT INFORMED TWR OF STRIKE ON 3MILE FINAL. BIRD WAS THOUGHT TO BE A GULL OR A GOOSE. 3 FAN BLADES WERE BENT. REPLACED ENG INTAK",Medium,Some Cloud,Red-tailed hawk,TRUE,51247,1200,0,FALSE
316019,Airplane,SEATTLE-TACOMA INTL,> 1000 ft,B-737-800,1,1,None,2011-09-04T00:00:00,Caused damage,2,SUN COUNTRY AIRLINES,Washington,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. BIRDSTRIKE ON APCH ON CHINS 7 ARRIVAL INTO KSEA JUST OVER RADDY INTXN. VMC CONDITIONS. A/C WAS NOT SERVICEABLE AND WAS FERRIED TO KMSP FOR REPAIRS. SPARE A/C WAS FLOWN TO KSEA TO TRANSPORT PAX THAT WERE SCHEDULED ON DAMAGED A/C. FAA REP,Small,Some Cloud,Whimbrel,FALSE,50000,12000,0,TRUE
209130,Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,B-717-200,1,1,Precautionary Landing,2001-03-22T00:00:00,Caused damage,2,TRANS WORLD AIRLINES,Missouri,Climb,None,FALSE,FALSE,"FLT 639. BIRD PUNCTURED HOLE IN FWD FUSELAGE, DEPRESSURIZED A/C.  THE DAMAGED AREA WAS 24-30"" FORE-AFT AND 14-16"" VERTICALLY. FLT WAS DELAYED 140 MINS. REMOVED & REPLACED DAMAGED SKIN.",Large,Some Cloud,Unknown bird - large,FALSE,49726,5500,0,FALSE
259793,Airplane,VAN NUYS ARPT,> 1000 ft,CIRRUS SR 20/22,1,1,None,2008-11-19T00:00:00,Caused damage,1,BUSINESS,California,Descent,None,TRUE,TRUE,ID BY SMITHSONIAN. BIRD HIT LEFT WING 4' FROM WINGROOT. DMG TO OUTER LAYER OF COMPOSIT COATING.  COSTS INCLUDE DAMAGE AND LOST REVENUE DUE TO  DOWNTIME.,Medium,No Cloud,Ring-billed gull,TRUE,49242,2200,0,FALSE
311697,,,,AEROS SA365,,3,,,Caused damage,1,,California,,None,TRUE,TRUE,ID BY SMITHSONIAN. BIRDSTRIKE TOOK PLACE ON THE SHORELINE NEAR ARPT BOUNDARY. 3 PELICANS STRUCK WINDSHLD AND DOOR DOING DMG TO BOTH. REPLACED WINDSCREEN AND PILOT'S SIDE WINDOW. MINOR AIRFRAME REPAIR.,,Some Cloud,Brown pelican,,48609,,0,
301577,Airplane,NEW CENTURY AIRCENTER ARPT,> 1000 ft,GULFSTREAM V,1,1,None,2010-04-18T00:00:00,Caused damage,2,BUSINESS,Kansas,Descent,None,FALSE,FALSE,RADOME IMPACTED AND LOST PAINT WITH IMPACT DMG. DID NOT PENETRATE RADOME. PAINT SCRAPE RIGHT ABOVE NOSE CONE. LOCATION REPTD AS 30  NE OF KIXD.,Large,No Cloud,Unknown bird - large,FALSE,48256,4000,0,FALSE
308071,Airplane,UNIVERSITY PARK ARPT,< 1000 ft,ECLIPSE 500,1,1,None,2010-10-18T00:00:00,Caused damage,,BUSINESS,Pennsylvania,Climb,None,TRUE,FALSE,"MALLARD STRUCK RADOME, DAMAGING BOTH RADOME AND RADAR. CARCASS COLLECTED BY ARPT OPS AND ID/ADDED TO STRIKE DATABASE BY USDA/WILDLF SPEC. MALE MALLARD DUCK ID'S FROM CARCASS COLLECTION BY USDA/WILDLF SPEC.",Medium,Some Cloud,Mallard,FALSE,46202,300,0,FALSE
241795,Airplane,QUAD CITY ARPT,< 1000 ft,C-650,1,1,Other,2006-11-27T00:00:00,Caused damage,2,BUSINESS,Illinois,Approach,None,FALSE,FALSE,DID GO AROUND UFR PATTERN. RETURNED FOR LDG. GO AROUND DUE TO OTHER BIRDS. LEFT FLAP HAD EXTENSIVE DMG.,Large,Some Cloud,Canada goose,FALSE,45635,250,0,FALSE
210876,Airplane,FULTON COUNTY ARPT - BROWN FIELD,< 1000 ft,DA-900,2 to 10,8,None,2001-07-12T00:00:00,Caused damage,3,BUSINESS,Georgia,Climb,None,FALSE,FALSE,"NO ABNORMALITES NOTED. FOUND 2 FAN BLADES BENT 1/4"" OUTWARD ON POST FLT INSPN.",Small,No Cloud,Unknown bird - small,FALSE,45556,10,0,FALSE
241833,Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,1,None,2007-03-23T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Rain,TRUE,TRUE,"ID BY SMITHSONIAN.  REMAINS COLLECTED BY MX AND SUBMITTED TO USDA/WS. REPLACED RADOME DUE TO 16"" DIAMETER DENT. LAST FLT FOR A/C THAT DAY.",Small,Overcast,American robin,FALSE,44448,2000,0,TRUE
210726,Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,FOKKER F100,1,1,None,2000-03-29T00:00:00,Caused damage,2,US AIRWAYS*,Ohio,Approach,None,FALSE,FALSE,"CRACKED F/O SLIDING WINDOW. BIRDS REPTD AS GEESE, ASSUME CAGO FROM DATE AND LOCATION.",Large,Some Cloud,Canada goose,FALSE,44100,2500,0,FALSE
212519,Airplane,KANSAS CITY INTL,< 1000 ft,MD-88,1,1,Other,2003-02-20T00:00:00,Caused damage,2,DELTA AIR LINES,Missouri,Approach,None,TRUE,TRUE,"RADOME CRUSHED, RADAR ANTENNAE BENT. ID BY SMITHSONIAN FAA 403. REPLACEMENT RADOME BORROWED FROM AAL. REPLACED RADOME.  FLT DELAYED 1 HR.",Medium,Some Cloud,Red-tailed hawk,TRUE,43798,400,0,FALSE
254002,Airplane,PUNTA GORDA ARPT,> 1000 ft,DA-10 FALCON,1,1,None,2008-04-07T00:00:00,Caused damage,2,BUSINESS,Florida,Approach,None,FALSE,FALSE,BIRD DOVE FROM ABOVE OUT OF SIGHT AND STRUCK A/C NOSE. A/C WAS IN TRAFFIC PATTERN WITHIN 1 MILE OF ARPT. REPLACED SKIN ON A/C. PHOTO.,Large,Some Cloud,Turkey vulture,FALSE,43292,1300,0,FALSE
226987,Airplane,FORT LAUDERDALE EXECUTIVE ARPT,> 1000 ft,LEARJET-35,1,1,None,2003-10-15T00:00:00,Caused damage,2,BUSINESS,Florida,Approach,None,FALSE,FALSE,ATIS WARNING. L ENG NACELLE DAMAGED,Medium,Some Cloud,Unknown bird - medium,TRUE,43216,1500,0,FALSE
250549,Airplane,ST. PAUL DOWNTOWN ARPT,< 1000 ft,C-560,2 to 10,9,None,2007-10-31T00:00:00,Caused damage,2,BUSINESS,Minnesota,Approach,None,TRUE,FALSE,"PILOT REPTD HITTING 2 BIRDS OVER RIVER ON APCH OF RWY 32. REMAINS OF MALLARD RECOVERED FROM WING/FLAP. EST COST OF $37,000 MINI IS $14,000.",Medium,No Cloud,Mallard,FALSE,41114,50,0,FALSE
300087,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,None,2010-01-10T00:00:00,Caused damage,2,SKYWEST AIRLINES,Utah,Approach,None,TRUE,FALSE,"DMG TO LEFT OUTBOARD FLAP. HEIGHT REPTD AS 50-100 FT, TOOK AVG. FLAP WAS REPLACED.",Medium,No Cloud,Rough-legged hawk,TRUE,41068,75,0,FALSE
225009,Airplane,SACRAMENTO EXECUTIVE ARPT,> 1000 ft,BE-400 BJET,1,1,None,2003-12-26T00:00:00,Caused damage,2,BUSINESS,California,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN FAA 657. # BIRDS STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.  SAW AND HEARD BIRD AT SAME TIME. ALL FLT CONTROLS AND ENG INDICATIONS SHOWED NO ABNORMALITIES. LANDED W/O INCIDENT. DUCK HIT COWLING AND WENT OUTSIDE OF ENG.",Medium,No Cloud,Northern pintail,FALSE,40130,1500,0,FALSE
202354,Airplane,LAFAYETTE REGIONAL (LA),> 1000 ft,RKWLTRBO 690,1,1,None,2000-06-20T00:00:00,Caused damage,2,BUSINESS,Louisiana,Approach,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird - medium,FALSE,40091,1400,0,FALSE
7585,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,1,1,Precautionary Landing,2001-02-01T00:00:00,Caused damage,,MILITARY,Texas,Approach,None,TRUE,TRUE,"LT LICCARDO , J FLIGHT, 7177",Medium,No Cloud,Pied-billed grebe,TRUE,39983,2800,0,FALSE
258957,Airplane,SACRAMENTO INTL,< 1000 ft,C-208,2 to 10,5,None,2008-12-01T00:00:00,Caused damage,1,WESTAIR,California,Approach,Fog,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2979. HIT MEDIUM FLOCK OF BIRDS ON APCH TO 16R NEAR ILS 3 MILE MARKER. PILOT UNCERTAIN OF #  IN FLOCK. WEATHER CONDITIONS INCLUDED HEAVY FOG. A/C OUT OF SERVICE NUMEROUS DAYS. PHOTOS. DMG TO NOSE, PROP, RT STRUT AND L WING.",Medium,Overcast,Ring-necked duck,TRUE,39937,600,0,FALSE
250861,,,,ROBINSON R44,,1,,,Caused damage,1,,California,,None,FALSE,FALSE,POSSIBLY GULL. BIRD HIT WINDSHLD ON PILOT SIDE AND SHATTERED IT. PIECES OF PLASTIC WERE SPREAD THRUOUT CABIN. A PIECE HIT THE HYDRAULICS OFF SWITCH BUT WAS IDENTIFIED AND TURNED BACK ON APPROX 100 FT AGL. I RECEIVED A SMALL CUT ON THE LEG.,,Overcast,Unknown bird - medium,,39503,,1,
