,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE
10078,2016,4,11,27,7,DL,N343NB,2620,,MSP,,JFK,1943,1959.0,16.0,1.0,2329,2346.0,17.0,1.0,0.0,,,,
11022,2016,4,12,26,1,DL,N550NW,956,,ATL,,MSP,1455,1459.0,4.0,0.0,1639,1649.0,10.0,0.0,0.0,,,,
10298,2016,4,11,3,4,DL,N319US,677,,MSP,,DTW,1016,1019.0,3.0,0.0,1303,1254.0,-9.0,0.0,0.0,,,,
10646,2016,4,12,13,2,DL,N804DN,595,,SEA,,ATL,1455,1459.0,4.0,0.0,2244,2153.0,-51.0,0.0,0.0,,,,
10060,2016,4,11,26,6,DL,N325US,1476,,DTW,,MSP,1345,1335.0,-10.0,0.0,1444,1426.0,-18.0,0.0,0.0,,,,
10596,2016,4,12,10,6,DL,N860DN,2237,,MSP,,SEA,1530,1529.0,-1.0,0.0,1716,1741.0,25.0,1.0,0.0,,,,
10887,2016,4,12,21,3,DL,N6707A,956,,ATL,,MSP,1455,1456.0,1.0,0.0,1639,1628.0,-11.0,0.0,0.0,,,,
11048,2016,4,12,27,2,DL,N905DA,761,,ATL,,MSP,1205,1211.0,6.0,0.0,1350,1342.0,-8.0,0.0,0.0,,,,
10473,2016,4,12,7,3,DL,N3761R,483,,JFK,,ATL,605,604.0,-1.0,0.0,843,858.0,15.0,1.0,0.0,,,,
10534,2016,4,12,8,4,DL,N588NW,888,,ATL,,MSP,1948,1947.0,-1.0,0.0,2130,2132.0,2.0,0.0,0.0,,,,
10200,2016,4,11,7,1,DL,N535US,1257,,DTW,,ATL,840,838.0,-2.0,0.0,1048,1035.0,-13.0,0.0,0.0,,,,
10918,2016,4,12,23,5,DL,N988DL,1267,,ATL,,DTW,1740,1738.0,-2.0,0.0,1942,1933.0,-9.0,0.0,0.0,,,,
10188,2016,4,11,30,3,DL,N823DN,721,,SEA,,MSP,645,643.0,-2.0,0.0,1205,1200.0,-5.0,0.0,0.0,,,,
10599,2016,4,12,11,7,DL,N855DN,2237,,MSP,,SEA,1530,1530.0,0.0,0.0,1719,1735.0,16.0,1.0,0.0,,,,
11199,2016,4,12,9,5,DL,N863DN,1768,,SEA,,MSP,845,844.0,-1.0,0.0,1410,1359.0,-11.0,0.0,0.0,,,,
10484,2016,4,12,6,2,DL,N698DL,2597,,MSP,,ATL,630,636.0,6.0,0.0,1002,1007.0,5.0,0.0,0.0,,,,
11030,2016,4,12,26,1,DL,N582NW,1625,,ATL,,DTW,1355,1354.0,-1.0,0.0,1553,1554.0,1.0,0.0,0.0,,,,
10616,2016,4,12,11,7,DL,N6704Z,1528,,ATL,,MSP,1630,1627.0,-3.0,0.0,1816,1758.0,-18.0,0.0,0.0,,,,
10336,2016,4,12,23,5,DL,N905DA,1549,,MSP,,ATL,1730,1731.0,1.0,0.0,2115,2101.0,-14.0,0.0,0.0,,,,
10062,2016,4,11,26,6,DL,N550NW,1991,,MSP,,ATL,520,520.0,0.0,0.0,850,839.0,-11.0,0.0,0.0,,,,
10845,2016,4,12,18,7,DL,N988DL,2830,,MSP,,ATL,1110,1401.0,171.0,1.0,1444,1741.0,177.0,1.0,0.0,,,,
10745,2016,4,12,16,5,DL,N314DN,426,,MSP,,DTW,630,634.0,4.0,0.0,915,922.0,7.0,0.0,0.0,,,,
10881,2016,4,12,21,3,DL,N967DL,420,,ATL,,JFK,1212,1223.0,11.0,0.0,1431,1441.0,10.0,0.0,0.0,,,,
11086,2016,4,12,26,1,DL,N1611B,2047,,MSP,,ATL,730,730.0,0.0,0.0,1105,1140.0,35.0,1.0,0.0,,,,
11027,2016,4,12,26,1,DL,N3760C,1410,,SEA,,JFK,1520,1518.0,-2.0,0.0,2338,2329.0,-9.0,0.0,0.0,,,,
10211,2016,4,11,18,5,DL,N989DN,1829,,MSP,,JFK,1025,1024.0,-1.0,0.0,1412,1402.0,-10.0,0.0,0.0,,,,
11029,2016,4,12,26,1,DL,N963DL,1529,,DTW,,ATL,2028,2030.0,2.0,0.0,2245,2240.0,-5.0,0.0,0.0,,,,
10244,2016,4,11,1,2,DL,N583NW,721,,MSP,,ATL,1315,1311.0,-4.0,0.0,1649,1641.0,-8.0,0.0,0.0,,,,
10555,2016,4,12,8,4,DL,N948AT,2456,,MSP,,JFK,1025,1024.0,-1.0,0.0,1412,1356.0,-16.0,0.0,0.0,,,,
10205,2016,4,11,7,1,DL,N862DN,1747,,DTW,,SEA,1555,1551.0,-4.0,0.0,1804,1724.0,-40.0,0.0,0.0,,,,
10700,2016,4,12,15,4,DL,N963DL,220,,JFK,,ATL,1925,1948.0,23.0,1.0,2210,2253.0,43.0,1.0,0.0,,,,
10828,2016,4,12,20,2,DL,N956DN,1815,,MSP,,ATL,855,854.0,-1.0,0.0,1238,1221.0,-17.0,0.0,0.0,,,,
10220,2016,4,11,19,6,DL,N6715C,2464,,JFK,,SEA,1935,1932.0,-3.0,0.0,2258,2251.0,-7.0,0.0,0.0,,,,
11225,2016,4,12,30,5,DL,N810DN,1549,,MSP,,ATL,1735,1759.0,24.0,1.0,2119,2122.0,3.0,0.0,0.0,,,,
10034,2016,4,11,26,6,DL,N964AT,2645,,JFK,,DTW,910,904.0,-6.0,0.0,1126,1100.0,-26.0,0.0,0.0,,,,
10085,2016,4,11,27,7,DL,N359NW,1130,,DTW,,ATL,1900,2009.0,69.0,1.0,2104,2159.0,55.0,1.0,0.0,,,,
11062,2016,4,12,25,7,DL,N331NW,1777,,SEA,,MSP,645,642.0,-3.0,0.0,1206,1159.0,-7.0,0.0,0.0,,,,
10156,2016,4,11,28,1,DL,N825DN,2538,,MSP,,SEA,800,758.0,-2.0,0.0,955,914.0,-41.0,0.0,0.0,,,,
11077,2016,4,12,28,3,DL,N868DN,2287,,MSP,,ATL,1901,1901.0,0.0,0.0,2240,2231.0,-9.0,0.0,0.0,,,,
11010,2016,4,12,26,1,DL,N6700,38,,SEA,,DTW,950,951.0,1.0,0.0,1710,1710.0,0.0,0.0,0.0,,,,
10516,2016,4,12,8,4,DL,N863DN,1255,,ATL,,SEA,1650,1650.0,0.0,0.0,1926,1942.0,16.0,1.0,0.0,,,,
10393,2016,4,12,3,6,DL,N948AT,649,,MSP,,JFK,1455,1449.0,-6.0,0.0,1845,1755.0,-50.0,0.0,0.0,,,,
10944,2016,4,12,23,5,DL,N6701,38,,SEA,,DTW,950,953.0,3.0,0.0,1710,1707.0,-3.0,0.0,0.0,,,,
11126,2016,4,12,29,4,DL,N722TW,1410,,SEA,,JFK,1315,1313.0,-2.0,0.0,2137,2048.0,-49.0,0.0,0.0,,,,
10858,2016,4,12,20,2,DL,N828DN,813,,MSP,,SEA,1438,1435.0,-3.0,0.0,1625,1638.0,13.0,0.0,0.0,,,,
10785,2016,4,12,18,7,DL,N995DL,42,,ATL,,JFK,1520,,,,1743,,,,1.0,,,,
10541,2016,4,12,9,5,DL,N857DZ,589,,MSP,,SEA,900,903.0,3.0,0.0,1053,1159.0,66.0,1.0,0.0,,,,
10547,2016,4,12,7,3,DL,N802DN,2253,,MSP,,SEA,1755,1751.0,-4.0,0.0,1953,1925.0,-28.0,0.0,0.0,,,,
10665,2016,4,12,11,7,DL,N552NW,1095,,DTW,,ATL,1535,1541.0,6.0,0.0,1743,1815.0,32.0,1.0,0.0,,,,
10435,2016,4,12,4,7,DL,N3762Y,1457,,SEA,,JFK,740,737.0,-3.0,0.0,1606,1519.0,-47.0,0.0,0.0,,,,
10568,2016,4,12,5,1,DL,N802DN,1130,,DTW,,ATL,1910,1908.0,-2.0,0.0,2114,2118.0,4.0,0.0,0.0,,,,
10632,2016,4,12,12,1,DL,N923DL,469,,JFK,,ATL,830,832.0,2.0,0.0,1115,1111.0,-4.0,0.0,0.0,,,,
10521,2016,4,12,7,3,DL,N686DA,2597,,MSP,,ATL,630,627.0,-3.0,0.0,1002,950.0,-12.0,0.0,0.0,,,,
11175,2016,4,12,31,6,DL,N624AG,1457,,SEA,,JFK,740,743.0,3.0,0.0,1603,1530.0,-33.0,0.0,0.0,,,,
10809,2016,4,12,17,6,DL,N633DL,1381,,ATL,,DTW,1920,2020.0,60.0,1.0,2122,2208.0,46.0,1.0,0.0,,,,
11013,2016,4,12,26,1,DL,N673DL,325,,DTW,,ATL,1505,1522.0,17.0,1.0,1719,1722.0,3.0,0.0,0.0,,,,
10559,2016,4,12,9,5,DL,N842DN,39,,DTW,,SEA,826,830.0,4.0,0.0,1039,1109.0,30.0,1.0,0.0,,,,
11045,2016,4,12,27,2,DL,N713TW,469,,JFK,,ATL,805,804.0,-1.0,0.0,1054,1029.0,-25.0,0.0,0.0,,,,
11187,2016,4,12,3,6,DL,N627DL,95,,ATL,,DTW,1235,1249.0,14.0,0.0,1436,1500.0,24.0,1.0,0.0,,,,
10528,2016,4,12,8,4,DL,N955DL,420,,ATL,,JFK,1212,1226.0,14.0,0.0,1430,1427.0,-3.0,0.0,0.0,,,,
10134,2016,4,11,29,2,DL,N171DZ,1929,,ATL,,SEA,810,809.0,-1.0,0.0,1049,1018.0,-31.0,0.0,0.0,,,,
10554,2016,4,12,8,4,DL,N354NW,2359,,DTW,,MSP,1200,1159.0,-1.0,0.0,1257,1306.0,9.0,0.0,0.0,,,,
10936,2016,4,12,23,5,DL,N854DN,1783,,DTW,,SEA,1225,1221.0,-4.0,0.0,1430,1418.0,-12.0,0.0,0.0,,,,
10612,2016,4,12,10,6,DL,N937DN,888,,ATL,,MSP,1948,1948.0,0.0,0.0,2129,2119.0,-10.0,0.0,0.0,,,,
10010,2016,4,11,25,5,DL,N855DN,1783,,DTW,,SEA,1215,1213.0,-2.0,0.0,1420,1406.0,-14.0,0.0,0.0,,,,
10487,2016,4,12,7,3,DL,N359NW,53,,MSP,,DTW,1540,1546.0,6.0,0.0,1820,1816.0,-4.0,0.0,0.0,,,,
10309,2016,4,11,4,5,DL,N399DA,1121,,DTW,,ATL,1925,1923.0,-2.0,0.0,2130,2114.0,-16.0,0.0,0.0,,,,
10403,2016,4,12,4,7,DL,N956DN,2088,,ATL,,MSP,1210,1210.0,0.0,0.0,1350,1342.0,-8.0,0.0,0.0,,,,
10636,2016,4,12,13,2,DL,N1613B,16,,SEA,,ATL,1015,1028.0,13.0,0.0,1808,1804.0,-4.0,0.0,0.0,,,,
10942,2016,4,12,22,4,DL,N362NB,2620,,MSP,,JFK,1950,1949.0,-1.0,0.0,2338,2317.0,-21.0,0.0,0.0,,,,
10386,2016,4,12,2,5,DL,N3758Y,2193,,MSP,,SEA,701,659.0,-2.0,0.0,859,840.0,-19.0,0.0,0.0,,,,
10452,2016,4,12,5,1,DL,N920DN,94,,DTW,,ATL,1205,1203.0,-2.0,0.0,1413,1413.0,0.0,0.0,0.0,,,,
10104,2016,4,11,28,1,DL,N956DL,477,,JFK,,ATL,1730,1719.0,-11.0,0.0,2011,1949.0,-22.0,0.0,0.0,,,,
10872,2016,4,12,20,2,DL,N553NW,201,,ATL,,MSP,840,838.0,-2.0,0.0,1020,1029.0,9.0,0.0,0.0,,,,
10383,2016,4,12,1,4,DL,N6716C,1513,,DTW,,ATL,1634,1632.0,-2.0,0.0,1840,1826.0,-14.0,0.0,0.0,,,,
10560,2016,4,12,9,5,DL,N378NW,86,,MSP,,DTW,1345,1344.0,-1.0,0.0,1625,1608.0,-17.0,0.0,0.0,,,,
10694,2016,4,12,14,3,DL,N857DZ,589,,MSP,,SEA,900,906.0,6.0,0.0,1053,1106.0,13.0,0.0,0.0,,,,
10422,2016,4,12,4,7,DL,N3745B,495,,JFK,,SEA,1940,1937.0,-3.0,0.0,2313,2249.0,-24.0,0.0,0.0,,,,
10471,2016,4,12,7,3,DL,N721TW,427,,JFK,,ATL,1125,1126.0,1.0,0.0,1359,1350.0,-9.0,0.0,0.0,,,,
10711,2016,4,12,14,3,DL,N861DN,1783,,DTW,,SEA,1215,1227.0,12.0,0.0,1425,1437.0,12.0,0.0,0.0,,,,
10479,2016,4,12,6,2,DL,N557NW,2060,,ATL,,DTW,1055,1105.0,10.0,0.0,1250,1306.0,16.0,1.0,0.0,,,,
10853,2016,4,12,19,1,DL,N536US,555,,SEA,,ATL,900,903.0,3.0,0.0,1650,1629.0,-21.0,0.0,0.0,,,,
10139,2016,4,11,1,2,DL,N865DN,356,,ATL,,MSP,2225,2229.0,4.0,0.0,14,2347.0,-27.0,0.0,0.0,,,,
10390,2016,4,12,2,5,DL,N943AT,2456,,MSP,,JFK,1025,1021.0,-4.0,0.0,1412,1345.0,-27.0,0.0,0.0,,,,
11112,2016,4,12,28,3,DL,N311DN,811,,ATL,,MSP,1350,1355.0,5.0,0.0,1532,1526.0,-6.0,0.0,0.0,,,,
10165,2016,4,11,30,3,DL,N582NW,1357,,MSP,,DTW,1745,1743.0,-2.0,0.0,2035,2014.0,-21.0,0.0,0.0,,,,
10226,2016,4,11,20,7,DL,N6715C,424,,JFK,,SEA,1935,1937.0,2.0,0.0,2303,2311.0,8.0,0.0,0.0,,,,
10931,2016,4,12,22,4,DL,N817DN,1768,,SEA,,MSP,815,815.0,0.0,0.0,1342,1326.0,-16.0,0.0,0.0,,,,
10180,2016,4,11,30,3,DL,N947DL,2807,,JFK,,ATL,830,830.0,0.0,0.0,1115,1058.0,-17.0,0.0,0.0,,,,
10191,2016,4,11,30,3,DL,N859DN,1770,,SEA,,MSP,1525,1521.0,-4.0,0.0,2046,2033.0,-13.0,0.0,0.0,,,,
10306,2016,4,11,3,4,DL,N695DL,1471,,ATL,,MSP,1755,1753.0,-2.0,0.0,1940,1934.0,-6.0,0.0,0.0,,,,
10731,2016,4,12,15,4,DL,N900PC,1513,,DTW,,ATL,1634,1646.0,12.0,0.0,1840,1832.0,-8.0,0.0,0.0,,,,
11228,2016,4,12,30,5,DL,N583NW,1823,,DTW,,SEA,1959,1959.0,0.0,0.0,2210,2154.0,-16.0,0.0,0.0,,,,
11083,2016,4,12,25,7,DL,N547US,200,,MSP,,ATL,1300,1306.0,6.0,0.0,1635,1646.0,11.0,0.0,0.0,,,,
10977,2016,4,12,24,6,DL,N697DL,1640,,DTW,,ATL,710,710.0,0.0,0.0,931,923.0,-8.0,0.0,0.0,,,,
10752,2016,4,12,16,5,DL,N3755D,2649,,ATL,,DTW,900,857.0,-3.0,0.0,1059,1056.0,-3.0,0.0,0.0,,,,
10904,2016,4,12,22,4,DL,N387DA,460,,JFK,,SEA,1115,1113.0,-2.0,0.0,1433,1444.0,11.0,0.0,0.0,,,,
10705,2016,4,12,15,4,DL,N860DN,555,,SEA,,ATL,800,804.0,4.0,0.0,1549,1519.0,-30.0,0.0,0.0,,,,
11195,2016,4,12,9,5,DL,N397DA,1457,,SEA,,JFK,740,750.0,10.0,0.0,1606,1608.0,2.0,0.0,0.0,,,,
10893,2016,4,12,21,3,DL,N324US,1476,,DTW,,MSP,1345,1350.0,5.0,0.0,1445,1445.0,0.0,0.0,0.0,,,,
10804,2016,4,12,19,1,DL,N590NW,1513,,DTW,,ATL,1658,1700.0,2.0,0.0,1911,1900.0,-11.0,0.0,0.0,,,,
11065,2016,4,12,27,2,DL,N590NW,1625,,ATL,,DTW,1355,1441.0,46.0,1.0,1553,1626.0,33.0,1.0,0.0,,,,
10242,2016,4,11,27,7,DL,N685DA,968,,SEA,,ATL,745,745.0,0.0,0.0,1533,1512.0,-21.0,0.0,0.0,,,,
10017,2016,4,11,25,5,DL,N1607B,1929,,ATL,,SEA,815,814.0,-1.0,0.0,1054,1043.0,-11.0,0.0,0.0,,,,
10363,2016,4,12,1,4,DL,N864DN,1991,,MSP,,ATL,520,515.0,-5.0,0.0,850,830.0,-20.0,0.0,0.0,,,,
11018,2016,4,12,26,1,DL,N978DL,603,,DTW,,MSP,2009,2129.0,80.0,1.0,2118,2222.0,64.0,1.0,0.0,,,,
10729,2016,4,12,15,4,DL,N859DN,1342,,MSP,,DTW,2012,2115.0,63.0,1.0,2257,2339.0,42.0,1.0,0.0,,,,
10638,2016,4,12,13,2,DL,N310NW,86,,MSP,,DTW,1345,1427.0,42.0,1.0,1625,1655.0,30.0,1.0,0.0,,,,
10207,2016,4,11,29,2,DL,N853DN,2237,,MSP,,SEA,1530,1527.0,-3.0,0.0,1719,1658.0,-21.0,0.0,0.0,,,,
10880,2016,4,12,21,3,DL,N3739P,256,,ATL,,DTW,2225,2226.0,1.0,0.0,20,23.0,3.0,0.0,0.0,,,,
11093,2016,4,12,26,1,DL,N987AT,2645,,JFK,,DTW,910,919.0,9.0,0.0,1130,1136.0,6.0,0.0,0.0,,,,
10675,2016,4,12,12,1,DL,N386DA,2515,,ATL,,JFK,1035,1049.0,14.0,0.0,1249,1256.0,7.0,0.0,0.0,,,,
10275,2016,4,11,1,2,DL,N925DL,2792,,JFK,,ATL,1720,1721.0,1.0,0.0,1955,1941.0,-14.0,0.0,0.0,,,,
10619,2016,4,12,11,7,DL,N838DN,1747,,DTW,,SEA,1545,,,,1754,,,,1.0,,,,
10345,2016,4,12,1,4,DL,N902DE,468,,ATL,,JFK,1759,1756.0,-3.0,0.0,2030,2001.0,-29.0,0.0,0.0,,,,
11115,2016,4,12,29,4,DL,N927AT,421,,DTW,,JFK,1955,1954.0,-1.0,0.0,2145,2153.0,8.0,0.0,0.0,,,,
11024,2016,4,12,26,1,DL,N6716C,1130,,DTW,,ATL,1918,1951.0,33.0,1.0,2127,2155.0,28.0,1.0,0.0,,,,
10493,2016,4,12,6,2,DL,N856DN,1339,,DTW,,MSP,700,658.0,-2.0,0.0,810,750.0,-20.0,0.0,0.0,,,,
10340,2016,4,12,1,4,DL,N364NW,86,,MSP,,DTW,1345,1343.0,-2.0,0.0,1625,1616.0,-9.0,0.0,0.0,,,,
10175,2016,4,11,30,3,DL,N862DN,2237,,MSP,,SEA,1530,1529.0,-1.0,0.0,1719,1652.0,-27.0,0.0,0.0,,,,
11009,2016,4,12,25,7,DL,N624AG,2641,,JFK,,ATL,605,618.0,13.0,0.0,844,829.0,-15.0,0.0,0.0,,,,
10320,2016,4,11,4,5,DL,N171DN,477,,JFK,,ATL,1720,1719.0,-1.0,0.0,1950,1925.0,-25.0,0.0,0.0,,,,
10791,2016,4,12,18,7,DL,N3735D,453,,JFK,,ATL,1335,1621.0,166.0,1.0,1615,1926.0,191.0,1.0,0.0,,,,
11025,2016,4,12,26,1,DL,N549US,1255,,ATL,,SEA,1745,1807.0,22.0,1.0,2024,2041.0,17.0,1.0,0.0,,,,
10478,2016,4,12,5,1,DL,N718TW,2350,,ATL,,JFK,810,826.0,16.0,1.0,1022,1026.0,4.0,0.0,0.0,,,,
10723,2016,4,12,15,4,DL,N389DA,2374,,SEA,,ATL,2255,2251.0,-4.0,0.0,634,555.0,-39.0,0.0,0.0,,,,
11066,2016,4,12,27,2,DL,N833DN,1747,,DTW,,SEA,1536,1534.0,-2.0,0.0,1740,1726.0,-14.0,0.0,0.0,,,,
10482,2016,4,12,6,2,DL,N963DN,2345,,MSP,,ATL,1010,1035.0,25.0,1.0,1345,1421.0,36.0,1.0,0.0,,,,
11105,2016,4,12,28,3,DL,N635DL,95,,ATL,,DTW,1210,1208.0,-2.0,0.0,1410,1401.0,-9.0,0.0,0.0,,,,
10525,2016,4,12,8,4,DL,N349NW,86,,MSP,,DTW,1345,1343.0,-2.0,0.0,1625,1624.0,-1.0,0.0,0.0,,,,
11230,2016,4,12,30,5,DL,N843DN,2005,,ATL,,DTW,725,723.0,-2.0,0.0,925,913.0,-12.0,0.0,0.0,,,,
10424,2016,4,12,4,7,DL,N678DL,632,,ATL,,MSP,1340,1404.0,24.0,1.0,1518,1550.0,32.0,1.0,0.0,,,,
10329,2016,4,11,5,6,DL,N6716C,1856,,MSP,,DTW,1530,1912.0,222.0,1.0,1809,2144.0,215.0,1.0,0.0,,,,
11146,2016,4,12,31,6,DL,N328NW,1260,,MSP,,DTW,848,906.0,18.0,1.0,1131,1135.0,4.0,0.0,0.0,,,,
10326,2016,4,11,4,5,DL,N689DL,945,,DTW,,MSP,700,654.0,-6.0,0.0,800,738.0,-22.0,0.0,0.0,,,,
10531,2016,4,12,8,4,DL,N3733Z,495,,JFK,,SEA,1940,1937.0,-3.0,0.0,2313,2328.0,15.0,1.0,0.0,,,,
10430,2016,4,12,5,1,DL,N937AT,649,,MSP,,JFK,1455,1454.0,-1.0,0.0,1845,1819.0,-26.0,0.0,0.0,,,,
11200,2016,4,12,9,5,DL,N323US,1819,,ATL,,DTW,2220,2220.0,0.0,0.0,22,5.0,-17.0,0.0,0.0,,,,
10059,2016,4,11,26,6,DL,N702TW,1410,,SEA,,JFK,1515,1511.0,-4.0,0.0,2334,2309.0,-25.0,0.0,0.0,,,,
10013,2016,4,11,26,6,DL,N818DA,1823,,DTW,,SEA,1955,1951.0,-4.0,0.0,2200,2156.0,-4.0,0.0,0.0,,,,
10844,2016,4,12,18,7,DL,N586NW,2638,,SEA,,DTW,2315,2315.0,0.0,0.0,635,615.0,-20.0,0.0,0.0,,,,
10439,2016,4,12,4,7,DL,N861DN,1768,,SEA,,MSP,845,842.0,-3.0,0.0,1410,1336.0,-34.0,0.0,0.0,,,,
11197,2016,4,12,9,5,DL,N6714Q,1563,,MSP,,ATL,730,755.0,25.0,1.0,1104,1124.0,20.0,1.0,0.0,,,,
10553,2016,4,12,8,4,DL,N858DZ,2308,,SEA,,MSP,1330,1347.0,17.0,1.0,1855,1856.0,1.0,0.0,0.0,,,,
10810,2016,4,12,18,7,DL,N544US,1255,,ATL,,SEA,1745,1749.0,4.0,0.0,2024,2037.0,13.0,0.0,0.0,,,,
10888,2016,4,12,21,3,DL,N845DN,1057,,ATL,,SEA,1110,1108.0,-2.0,0.0,1346,1348.0,2.0,0.0,0.0,,,,
10091,2016,4,11,27,7,DL,N3759,1549,,MSP,,ATL,1745,1814.0,29.0,1.0,2123,2132.0,9.0,0.0,0.0,,,,
10639,2016,4,12,13,2,DL,N843DN,200,,MSP,,ATL,1300,1259.0,-1.0,0.0,1634,1615.0,-19.0,0.0,0.0,,,,
10322,2016,4,11,4,5,DL,N688DL,629,,ATL,,DTW,905,904.0,-1.0,0.0,1103,1059.0,-4.0,0.0,0.0,,,,
10836,2016,4,12,20,2,DL,N937DN,2515,,ATL,,JFK,1030,1031.0,1.0,0.0,1243,1229.0,-14.0,0.0,0.0,,,,
10331,2016,4,11,5,6,DL,N590NW,2005,,ATL,,DTW,725,723.0,-2.0,0.0,921,912.0,-9.0,0.0,0.0,,,,
10659,2016,4,12,13,2,DL,N857DZ,1339,,DTW,,MSP,700,658.0,-2.0,0.0,810,810.0,0.0,0.0,0.0,,,,
11032,2016,4,12,26,1,DL,N832DN,1783,,DTW,,SEA,1225,1223.0,-2.0,0.0,1430,1417.0,-13.0,0.0,0.0,,,,
10053,2016,4,11,26,6,DL,N839DN,952,,SEA,,ATL,1215,1218.0,3.0,0.0,2010,1948.0,-22.0,0.0,0.0,,,,
11089,2016,4,12,26,1,DL,N823DN,2308,,MSP,,SEA,1944,1959.0,15.0,1.0,2145,2140.0,-5.0,0.0,0.0,,,,
10003,2016,4,11,25,5,DL,N822DN,967,,ATL,,SEA,1115,1113.0,-2.0,0.0,1343,1330.0,-13.0,0.0,0.0,,,,
10496,2016,4,12,6,2,DL,N913DE,1549,,MSP,,ATL,1745,1742.0,-3.0,0.0,2125,2103.0,-22.0,0.0,0.0,,,,
10512,2016,4,12,7,3,DL,N963DN,1260,,MSP,,DTW,849,903.0,14.0,0.0,1130,1147.0,17.0,1.0,0.0,,,,
10256,2016,4,11,1,2,DL,N856DN,2193,,MSP,,SEA,700,658.0,-2.0,0.0,845,841.0,-4.0,0.0,0.0,,,,
10048,2016,4,11,25,5,DL,N672DL,345,,MSP,,ATL,1630,1629.0,-1.0,0.0,2004,1938.0,-26.0,0.0,0.0,,,,
10979,2016,4,12,24,6,DL,N586NW,1823,,DTW,,SEA,2001,2001.0,0.0,0.0,2205,2146.0,-19.0,0.0,0.0,,,,
10464,2016,4,12,6,2,DL,N364NB,429,,JFK,,MSP,715,717.0,2.0,0.0,935,928.0,-7.0,0.0,0.0,,,,
10215,2016,4,11,18,5,DL,N3737C,2221,,MSP,,SEA,1120,1118.0,-2.0,0.0,1311,1302.0,-9.0,0.0,0.0,,,,
10572,2016,4,12,10,6,DL,N990AT,2645,,JFK,,DTW,914,907.0,-7.0,0.0,1127,1120.0,-7.0,0.0,0.0,,,,
10822,2016,4,12,19,1,DL,N850DN,2221,,MSP,,SEA,1119,1117.0,-2.0,0.0,1311,1314.0,3.0,0.0,0.0,,,,
10072,2016,4,11,27,7,DL,N857DZ,2193,,MSP,,SEA,700,659.0,-1.0,0.0,858,854.0,-4.0,0.0,0.0,,,,
10857,2016,4,12,20,2,DL,N951DL,603,,DTW,,MSP,2009,2008.0,-1.0,0.0,2118,2107.0,-11.0,0.0,0.0,,,,
11138,2016,4,12,29,4,DL,N552NW,1901,,ATL,,SEA,1530,1529.0,-1.0,0.0,1806,1817.0,11.0,0.0,0.0,,,,
10002,2016,4,11,25,5,DL,N690DL,902,,ATL,,DTW,1450,1448.0,-2.0,0.0,1654,1626.0,-28.0,0.0,0.0,,,,
11124,2016,4,12,29,4,DL,N823DX,1166,,ATL,,DTW,1628,1625.0,-3.0,0.0,1828,1819.0,-9.0,0.0,0.0,,,,
10912,2016,4,12,23,5,DL,N809DN,589,,MSP,,SEA,900,921.0,21.0,1.0,1055,1105.0,10.0,0.0,0.0,,,,
10241,2016,4,11,27,7,DL,N808DN,946,,ATL,,MSP,2220,2217.0,-3.0,0.0,2359,2344.0,-15.0,0.0,0.0,,,,
10860,2016,4,12,20,2,DL,N823DN,1057,,ATL,,SEA,1110,1111.0,1.0,0.0,1346,1359.0,13.0,0.0,0.0,,,,
10997,2016,4,12,25,7,DL,N834DN,715,,MSP,,SEA,1545,1646.0,61.0,1.0,1727,1802.0,35.0,1.0,0.0,,,,
11212,2016,4,12,16,5,DL,N383DN,1457,,SEA,,JFK,740,741.0,1.0,0.0,1606,1558.0,-8.0,0.0,0.0,,,,
11036,2016,4,12,27,2,DL,N323NB,2620,,MSP,,JFK,1950,2003.0,13.0,0.0,2338,2326.0,-12.0,0.0,0.0,,,,
10870,2016,4,12,20,2,DL,N913DL,42,,ATL,,JFK,1520,1519.0,-1.0,0.0,1743,1717.0,-26.0,0.0,0.0,,,,
10966,2016,4,12,24,6,DL,N3750D,1166,,ATL,,DTW,1628,1629.0,1.0,0.0,1826,1810.0,-16.0,0.0,0.0,,,,
10824,2016,4,12,19,1,DL,N923DN,2345,,MSP,,ATL,955,954.0,-1.0,0.0,1336,1311.0,-25.0,0.0,0.0,,,,
10428,2016,4,12,5,1,DL,N394DA,505,,SEA,,JFK,2235,2245.0,10.0,0.0,652,644.0,-8.0,0.0,0.0,,,,
10660,2016,4,12,13,2,DL,N814DN,1415,,ATL,,MSP,1725,1723.0,-2.0,0.0,1910,1902.0,-8.0,0.0,0.0,,,,
10908,2016,4,12,22,4,DL,N817DN,813,,MSP,,SEA,1438,1436.0,-2.0,0.0,1625,1607.0,-18.0,0.0,0.0,,,,
10073,2016,4,11,27,7,DL,N825DN,2237,,MSP,,SEA,1530,1524.0,-6.0,0.0,1719,1703.0,-16.0,0.0,0.0,,,,
10117,2016,4,11,29,2,DL,N925DN,946,,ATL,,MSP,2220,2219.0,-1.0,0.0,2359,2343.0,-16.0,0.0,0.0,,,,
