Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight Duration (mins),Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance (N.Mil)
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,AZO,BATTLE CREEK INTERNATIONAL AIRPORT,KALAMAZOO,UNITED STATES,NORTH AMERICA,KL,NW,KLM Royal Dutch Airlines,NORTHWEST AIRLINES INC.,YES,D9S,MCDONNELL-DOUGLAS,6498,20010301,20010330,21:05,21:57,52,M,,Y, 12345-7 ,AIR,6,,,94.0
PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,SHA,HONGQIAO INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,MU,MU,China Eastern Airlines,China Eastern Airlines,NO,M90,MCDONNELL-DOUGLAS,5112,20010301,20010331,02:50,04:45,115,,, , ----56- ,AIR,2,308.0,0.18,584.0
AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,QU,QU,Azur Air Ukraine Airlines LLC,Azur Air Ukraine Airlines LLC,NO,320,AIRBUS,602,20001101,20001130,23:15,23:50,35,,1, , --3--67 ,AIR,3,450.0,0.03,61.0
LUX,LUXEMBOURG AIRPORT,LUXEMBOURG,LUXEMBOURG,WESTERN EUROPE,LCY,CITY AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,VG,LG,VLM  AIRLINES N.V. (TRADING AS CITYJET),Luxair,NO,F50,FOKKER,491,20010301,20010331,07:05,07:30,85,,, , 12345-- ,AIR,5,250.0,0.07,260.0
HEL,HELSINKI-VANTAA AIRPORT,HELSINKI,FINLAND,WESTERN EUROPE,KAO,KUUSAMO AIRPORT,KUUSAMO,FINLAND,WESTERN EUROPE,AY,AY,Finnair Oyj,Finnair Oyj,NO,D95,MCDONNELL-DOUGLAS,391,20001101,20001130,9:55,11:15,80,1,, , 1------ ,AIR,1,122.0,0.04,360.0
OBU,KOBUK AIRPORT,KOBUK,UNITED STATES,NORTH AMERICA,OTZ,RALPH WIEN MEMORIAL AIRPORT,KOTZEBUE,UNITED STATES,NORTH AMERICA,8Q,8Q,Onur Air Tasimacilik A.S,Onur Air Tasimacilik A.S,NO,CNA,Cessna,424,20001101,20001130,13:10,14:25,75,,, ,1234567,AIR,7,42.0,0.01,136.0
OTP,OTOPENI INTERNATIONAL AIRPORT,BUCHAREST,ROMANIA,EASTERN EUROPE,CLJ,NAPOCA AIRPORT,CLUJ,ROMANIA,EASTERN EUROPE,RO,RO,Compania Nationala de Transporturi Aeriene Romane TAROM S.A.,Compania Nationala de Transporturi Aeriene Romane TAROM S.A.,NO,733,BOEING,1303,20001101,20001130,8:30,9:10,40,,, , -2-4--- ,AIR,2,264.0,0.04,166.0
GSP,GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT,GREENVILLE,UNITED STATES,NORTH AMERICA,CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,CINCINNATI,UNITED STATES,NORTH AMERICA,DL,OH,"Delta Air Lines, Inc.","PSA Airlines, Inc.  (US Airways Express)",NO,CRJ,Bombardier,5752,20010301,20010331,16:40,18:03,83,,3, , 1234567 ,AIR,7,350.0,0.1,280.0
NUE,NUREMBERG AIRPORT,NUREMBERG,GERMANY,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,737,BOEING,53,20001101,20001130,14:35,15:25,50,,1, , -2----- ,AIR,1,122.0,0.01,100.0
BNA,NASHVILLE INTERNATIONAL AIRPORT,NASHVILLE,UNITED STATES,NORTH AMERICA,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,WN,WN,Southwest Airlines Co,Southwest Airlines Co,NO,733,BOEING,986,20001101,20001130,12:15,14:55,100,,, ,1234567,AIR,7,959.0,0.52,538.0
ALP,ALEPPO INTERNATIONAL AIRPORT,ALEPPO,SYRIAN ARAB REPUBLIC,MIDDLE EAST,DAM,DAMASCUS INTERNATIONAL AIRPORT,DAMASCUS,SYRIAN ARAB REPUBLIC,MIDDLE EAST,RB,RB,Syrian Arab Airlines,Syrian Arab Airlines,NO,320,AIRBUS,440,20010301,20010331,21:15,21:15,0,,, , ---4--- ,AIR,1,150.0,0.03,173.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,CA,CA,Air China Limited,Air China Limited,NO,733,BOEING,1216,20010301,20010331,12:30,14:30,120,,, , 1234567 ,AIR,7,966.0,0.58,602.0
HNL,HONOLULU INTERNATIONAL AIRPORT,HONOLULU,UNITED STATES,NORTH AMERICA,LIH,LIHUE AIRPORT,KAUAI ISLAND,UNITED STATES,NORTH AMERICA,NW,HA,NORTHWEST AIRLINES INC.,Hawaiian Airlines Inc.,YES,DC9,MCDONNELL-DOUGLAS,9039,20010301,20010331,17:00,17:34,34,Z,, , 1234567 ,AIR,7,,,89.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,WHK,WHAKATANE AIRPORT,WHAKATANE,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,EMB,EMBRAER,2533,20010301,20010316,10:50,11:40,50,D,, , 12345-- ,AIR,5,75.0,0.01,117.0
BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,SXF,SCHOENEFELD AIRPORT,BERLIN,GERMANY,WESTERN EUROPE,TV,TV,Tibet Airlines Corporation Limited,Tibet Airlines Corporation Limited,NO,733,BOEING,842,20001101,20001130,10:15,11:45,90,,, ,1234567,AIR,7,1043.0,0.36,348.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,PMF,PARMA AIRPORT,MILAN,ITALY,WESTERN EUROPE,2D,2D,Eastern Airlines LLC,Eastern Airlines LLC,NO,D38,Dornier,210,20010301,20010331,08:45,09:30,45,,, , 12345-- ,AIR,5,150.0,0.01,87.0
IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,MZT,RAFAEL BUELNA INTL AIRPORT,MAZATLAN,MEXICO,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,ERJ,EMBRAER,4283,20001104,20001130,11:05,12:35,150,B,, , -----6- ,AIR,1,50.0,0.04,722.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,D9S,MCDONNELL-DOUGLAS,5124,20010301,20010330,08:00,09:20,80,M,2,Y, 12345-- ,AIR,5,,,292.0
HUH,FARE AIRPORT,HUAHINE,FRENCH POLYNESIA,PACIFIC,MOZ,TEMAE AIRPORT,MOOREA,FRENCH POLYNESIA,PACIFIC,VT,VT,Air Tahiti,Air Tahiti,NO,AT7,ATR,277,20001101,20001130,9:40,10:15,35,,, , -----6- ,AIR,1,66.0,0.01,85.0
BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,GOT,LANDVETTER AIRPORT,GOTHENBURG,SWEDEN,WESTERN EUROPE,SR,SN,SundAir Gmbh,Brussels Airlines,YES,320,AIRBUS,9283,20010301,20010323,14:30,16:10,100,,,Y, 12345-7 ,AIR,6,,,498.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,PSP,PALM SPRINGS INTERNATIONAL AIRPORT,PALM SPRINGS,UNITED STATES,NORTH AMERICA,AA,MQ,American Airlines,Envoy Air Inc.,NO,SF3,Saab,3053,20010301,20010331,16:35,17:30,55,4,, , 1234567 ,AIR,7,231.0,0.02,96.0
EBU,BOUTHEON AIRPORT,ST ETIENNE,FRANCE,WESTERN EUROPE,ORY,ORLY FIELD,PARIS,FRANCE,WESTERN EUROPE,YS,AF,Regional Compagnie Aerienne Europeenne,Air France,YES,F70,FOKKER,7393,20001101,20001130,11:05,12:05,60,,W, , 12345-- ,AIR,5,,,215.0
DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,NORTH AMERICA,TEX,TELLURIDE MUNICIPAL AIRPORT,TELLURIDE,UNITED STATES,NORTH AMERICA,UA,ZK,"United Airlines, Inc.","Great Lakes Aviation, Ltd.",NO,BE1,Beech,6461,20010301,20010331,08:10,09:19,69,,, , 1234567 ,AIR,7,133.0,0.03,191.0
CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,ZQN,QUEENSTOWN AIRPORT,QUEENSTOWN,NEW ZEALAND,PACIFIC,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,146,BAe,4607,20010301,20010304,10:40,11:25,45,ZQ,, , ------7 ,AIR,1,85.0,0.02,186.0
NAS,LYNDEN PINDLING INTL AIRPORT,NASSAU,BAHAMAS,CARIBBEAN,CLT,DOUGLAS INTERNATIONAL AIRPORT,CHARLOTTE,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,734,BOEING,641,20010301,20010331,12:10,14:25,135,,, , 1234567 ,AIR,7,1008.0,0.64,638.0
SBN,SOUTH BEND INTERNATIONAL AIRPORT,SOUTH BEND,UNITED STATES,NORTH AMERICA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,UA,ZW,"United Airlines, Inc.",Air Wisconsin Airlines Corporation (AWAC),NO,D38,Dornier,5863,20001101,20001130,20:30,20:05,35,,1, ,1234567,AIR,7,203.0,0.02,76.0
PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,734,BOEING,566,20001101,20001130,15:15,22:30,255,D,QF, ,1234567,AIR,7,959.0,1.7,1776.0
IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,LRD,LAREDO INTERNATIONAL AIRPORT,LAREDO,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,EM2,EMBRAER,2985,20001101,20001130,11:45,13:15,90,B,, , 12345-7 ,AIR,6,180.0,0.05,265.0
MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,AA,AA,American Airlines,American Airlines,NO,AB6,AIRBUS,2148,20001101,20001130,17:35,21:23,168,,, ,1234567,AIR,7,1869.0,2.08,1112.0
LYH,LYNCHBURG REGIONAL AIRPORT-PRESTON-GLENN FIELD,LYNCHBURG,UNITED STATES,NORTH AMERICA,IAD,DULLES INTERNATIONAL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,AC,DH,Air Canada,Norwegian Air Norway AS,YES,J31,BAe,4907,20010301,20010331,07:00,08:00,60,,,Y, 1234567 ,AIR,7,,,125.0
STL,LAMBERT-ST LOUIS INTERNATIONAL AIRPORT,ST LOUIS,UNITED STATES,NORTH AMERICA,LIT,B. AND H. CLINTON NATIONAL AIRPORT,LITTLE ROCK,UNITED STATES,NORTH AMERICA,TW,TW,T'Way Air Co. Ltd,T'Way Air Co. Ltd,NO,717,BOEING,279,20010301,20010331,14:12,15:23,71,M,, , 1234567 ,AIR,7,735.0,0.19,260.0
DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,767,BOEING,554,20001104,20001130,1:55,6:30,425,2,2, , -----6- ,AIR,1,210.0,0.5,2365.0
CUU,R. FIERRO VILLALOBOS AIRPORT,CHIHUAHUA,MEXICO,NORTH AMERICA,LMM,FED. VALLE DEL FUERTE,LOS MOCHIS,MEXICO,NORTH AMERICA,AM,5D,Aeromexico Aerovias de Mexico S.A. de C.V.,Aerolitoral S.A. de C.V.,NO,SF3,Saab,2129,20001101,20001130,7:45,9:00,75,,, , ------7 ,AIR,1,34.0,0.01,235.0
SDV,SDE-DOV AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,ETH,EILAT AIRPORT,EILAT,ISRAEL,MIDDLE EAST,IZ,IZ,Arkia - Israeli Airlines Ltd,Arkia - Israeli Airlines Ltd,NO,AT7,ATR,815,20010305,20010331,11:30,12:25,55,,, , 1------ ,AIR,1,72.0,0.01,155.0
BKX,BROOKINGS REGIONAL AIRPORT,BROOKINGS,UNITED STATES,NORTH AMERICA,MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,UA,ZK,"United Airlines, Inc.","Great Lakes Aviation, Ltd.",NO,BE1,Beech,6616,20001101,20001130,7:57,8:51,54,,M, , 123456- ,AIR,6,114.0,0.02,162.0
DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,NORTH AMERICA,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,HP,HP,Amapola Flyg AB,Amapola Flyg AB,NO,733,BOEING,2471,20001101,20001130,11:39,13:27,108,,4, , 12345-7 ,AIR,6,804.0,0.43,531.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,RSW,SOUTHWEST FLORIDA INTL AIRPORT,FORT MYERS,UNITED STATES,NORTH AMERICA,NW,NW,NORTHWEST AIRLINES INC.,NORTHWEST AIRLINES INC.,NO,757,BOEING,640,20010301,20010331,07:25,11:42,197,M,, , 1234567 ,AIR,7,1288.0,1.61,1249.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,SR,LX,SundAir Gmbh,SWISS International Air Lines Ltd,NO,AR1,Avro,3628,20001101,20001130,18:30,19:20,50,A,1, , ------7 ,AIR,1,82.0,0.01,112.0
CLE,HOPKINS INTERNATIONAL AIRPORT,CLEVELAND,UNITED STATES,NORTH AMERICA,ISP,LONG ISLAND MACARTHUR AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,ERJ,EMBRAER,4002,20001101,20001130,14:30,16:22,112,,, , 12345-7 ,AIR,6,300.0,0.12,403.0
ACK,NANTUCKET MEMORIAL AIRPORT,NANTUCKET,UNITED STATES,NORTH AMERICA,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,NORTH AMERICA,9K,9K,"Hyannis Air Service, Inc. dba Cape Air","Hyannis Air Service, Inc. dba Cape Air",NO,CNA,Cessna,504,20010301,20010326,08:15,08:55,40,M,A, , 1------ ,AIR,1,8.0,0.0,83.0
HAJ,HANNOVER AIRPORT,HANOVER,GERMANY,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,AC,LH,Air Canada,Deutsche Lufthansa AG,YES,320,AIRBUS,9234,20001102,20001130,9:55,11:00,65,,1,O, ---4--- ,AIR,1,,,155.0
CME,CIUDAD DEL CARMEN INTL AIRPORT,CIUDAD DEL CARMEN,MEXICO,NORTH AMERICA,MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,MX,MX,COMPANIA MEXICANA DE AVIACION,COMPANIA MEXICANA DE AVIACION,NO,72S,BOEING,680,20010301,20010308,12:05,13:35,90,,, , ---4--- ,AIR,1,156.0,0.07,420.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,OS,OS,Austrian Airlines AG dba Austrian,Austrian Airlines AG dba Austrian,NO,320,AIRBUS,413,20001106,20001129,7:20,9:30,130,,2D, , 123--67 ,AIR,2,286.0,0.16,556.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,WDH,HOSEA KUTAKO INTERNATIONAL AIRPORT,WINDHOEK,NAMIBIA,SOUTHERN AFRICA,BA,MN,British Airways p.l.c.,Comair Ltd.,NO,737,BOEING,6275,20010301,20010318,12:00,14:00,120,,, , ------7 ,AIR,1,122.0,0.08,635.0
CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,CINCINNATI,UNITED STATES,NORTH AMERICA,ROA,ROANOKE REGIONAL AIRPORT (WOODRUM FIELD),ROANOKE,UNITED STATES,NORTH AMERICA,DL,OH,"Delta Air Lines, Inc.","PSA Airlines, Inc.  (US Airways Express)",NO,CRJ,Bombardier,5895,20010301,20010330,19:15,20:27,72,3,, , 12345-7 ,AIR,6,300.0,0.07,244.0
ASB,ASHGABAT INTERNATIONAL AIRPORT,ASHGABAT,TURKMENISTAN,MIDDLE EAST,DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,T5,T5,Turkmenistan Airlines,Turkmenistan Airlines,NO,737,BOEING,453,20001102,20001130,22:00,1:40,190,,2, , ---4--- ,AIR,1,122.0,0.13,1096.0
BWN,BRUNEI INTERNATIONAL AIRPORT,BANDAR SERI BEGAWAN,BRUNEI,SOUTHEAST ASIA,BNE,BRISBANE INTERNATIONAL AIRPORT,BRISBANE,AUSTRALIA,AUSTRALIA,BI,BI,Royal Brunei Airlines,Royal Brunei Airlines,NO,763,BOEING,71,20010301,20010323,17:00,01:45,405,,I, , ----5-- ,AIR,1,209.0,0.62,2959.0
LBV,LEON M'BA INTERNATIONAL AIRPORT,LIBREVILLE,GABON,CENTRAL AFRICA,POG,PORT GENTIL INTERNATIONAL AIRPORT,PORT GENTIL,GABON,CENTRAL AFRICA,GN,GN,AIR GABON,AIR GABON,NO,DH8,De Havilland Canada,494,20001101,20001130,6:15,6:45,30,,,A, 1------ ,AIR,1,37.0,0.0,93.0
PDL,NORDELA AIRPORT,PONTA DELGADA,PORTUGAL,WESTERN EUROPE,SMA,VILA DO PORTO AIRPORT,SANTA MARIA,PORTUGAL,WESTERN EUROPE,SP,SP,SATA (Air Acores),SATA (Air Acores),NO,ATP,BAe,103,20001104,20001130,13:50,14:20,30,,, , -----6- ,AIR,1,64.0,0.0,60.0
IST,ISTANBUL AIRPORT,ISTANBUL,TURKEY,EASTERN EUROPE,BJV,MILAS AIRPORT,BODRUM,TURKEY,EASTERN EUROPE,TK,TK,Turkish Airlines Inc.,Turkish Airlines Inc.,NO,737,BOEING,286,20010305,20010317,08:00,09:10,70,,, , 123456- ,AIR,3,366.0,0.09,254.0
OSL,OSLO AIRPORT,OSLO,NORWAY,WESTERN EUROPE,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,735,BOEING,2075,20001101,20001130,12:50,15:10,140,,2B, ,1234567,AIR,7,735.0,0.54,736.0
PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,DLC,ZHOUSHUIZI INTL AIRPORT,DALIAN,CHINA,FAR EAST ASIA,CA,CA,Air China Limited,Air China Limited,NO,738,BOEING,151,20001104,20001130,9:35,10:50,75,,, , -----6- ,AIR,1,180.0,0.04,240.0
XNN,CAOJIABAO AIRPORT,XINING,CHINA,FAR EAST ASIA,SIA,XIGUAN AIRPORT,XI AN,CHINA,FAR EAST ASIA,2Z,2Z,Passaredo Transportes Aereos S.A.,Passaredo Transportes Aereos S.A.,NO,DC8,MCDONNELL-DOUGLAS,258,20010301,20010331,13:20,14:45,85,,, , -2---6- ,AIR,2,160.0,0.06,368.0
BKI,KOTA KINABALU INTERNATIONAL AIRPORT,KOTA KINABALU,MALAYSIA,SOUTHEAST ASIA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,EF,EF,Aerolinea del Caribe - Peru S.A.C.,Aerolinea del Caribe - Peru S.A.C.,NO,757,BOEING,26,20001101,20001130,15:30,18:45,195,,1, , ---4--7 ,AIR,2,414.0,0.5,1198.0
YUM,YUMA INTERNATIONAL AIRPORT,YUMA,UNITED STATES,NORTH AMERICA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,UA,OO,"United Airlines, Inc.",SkyWest Airlines,NO,EM2,EMBRAER,5328,20001101,20001130,18:23,18:34,71,,7, ,1234567,AIR,7,210.0,0.04,207.0
WAW,FREDERIC CHOPIN AIRPORT,WARSAW,POLAND,EASTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,735,BOEING,3567,20010302,20010324,06:40,08:45,125,1,1,Q, 123456- ,AIR,5,,,483.0
LBU,LABUAN AIRPORT,LABUAN,MALAYSIA,SOUTHEAST ASIA,BKI,KOTA KINABALU INTERNATIONAL AIRPORT,KOTA KINABALU,MALAYSIA,SOUTHEAST ASIA,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,734,BOEING,2608,20001101,20001130,12:00,12:30,30,,, ,1234567,AIR,7,1008.0,0.06,58.0
TZA,BELIZE CITY MUNICIPAL AIRPORT,BELIZE CITY,BELIZE,CENTRAL AMERICA,BZE,PHILIP S.W. GOLDSON INTERNATIONAL AIRPORT,BELIZE CITY,BELIZE,CENTRAL AMERICA,MW,MW,Mokulele Flight Service,Mokulele Flight Service,NO,BNI,Britten Norman,203,20010301,20010331,08:00,08:05,5,,, , 1234567 ,AIR,7,63.0,0.0,8.0
GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,CNF,TANCREDO NEVES INTERNATIONAL AIRPORT,BELO HORIZONTE,BRAZIL,SOUTH AMERICA,NW,CO,NORTHWEST AIRLINES INC.,Cobaltair Ltd,YES,764,BOEING,6033,20010301,20010302,10:45,11:55,70,1,,A, 1-3-56- ,AIR,1,,,198.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,OS,NG,Austrian Airlines AG dba Austrian,LAUDA AIR LUFTFAHRT AG,YES,CRJ,Bombardier,277,20001104,20001130,20:25,22:05,100,,B, , -----6- ,AIR,1,,,428.0
CGH,CONGONHAS AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,BSB,J. KUBITSCHECK INTL AIRPORT,BRASILIA,BRAZIL,SOUTH AMERICA,KK,KK,Atlasjet Havacilik A.S. AtlasGlobal,Atlasjet Havacilik A.S. AtlasGlobal,NO,320,AIRBUS,3640,20001101,20001130,20:28,22:09,101,,,A,1234567,AIR,7,1050.0,0.5,476.0
AUA,REINA BEATRIX AIRPORT,ARUBA,ARUBA,CARIBBEAN,CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,VH,VH,Fast Colombia SAS,Fast Colombia SAS,NO,D9S,MCDONNELL-DOUGLAS,821,20010301,20010331,18:50,19:40,50,,, , 12345-7 ,AIR,6,660.0,0.14,215.0
GZA,YASSER ARAFAT INTERNATIONAL,GAZA,PALESTINE,MIDDLE EAST,ADJ,MARKA INTERNATIONAL AIRPORT,AMMAN,JORDAN,MIDDLE EAST,PF,PF,Primera Air Scandinavia A/S,Primera Air Scandinavia A/S,NO,F50,FOKKER,152,20010301,20010331,09:00,10:30,90,,, , ----5-- ,AIR,1,48.0,,
ASP,ALICE SPRINGS AIRPORT,ALICE SPRINGS,AUSTRALIA,AUSTRALIA,ADL,ADELAIDE INTERNATIONAL AIRPORT,ADELAIDE,AUSTRALIA,AUSTRALIA,NZ,AN,Air New Zealand Limited,"Advanced Air, LLC",YES,737,BOEING,3242,20010301,20010324,10:50,13:45,115,,D,Q, -----6- ,AIR,1,,,723.0
IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,OKC,WILL ROGERS AIRPORT,OKLAHOMA CITY,UNITED STATES,NORTH AMERICA,CO,CO,Cobaltair Ltd,Cobaltair Ltd,NO,735,BOEING,394,20010304,20010325,09:20,10:40,80,C,, , ------7 ,AIR,1,114.0,0.04,347.0
NAP,CAPODICHINO AIRPORT,NAPLES,ITALY,WESTERN EUROPE,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M80,MCDONNELL-DOUGLAS,1284,20010301,20010331,07:40,09:05,85,,, , 1234567 ,AIR,7,1050.0,0.4,382.0
BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,NORTH AMERICA,BGR,BANGOR INTERNATIONAL AIRPORT,BANGOR,UNITED STATES,NORTH AMERICA,YX,HQ,"Republic Airline, Inc",Thomas Cook Airlines Belgium N.V.,YES,SF3,Saab,4798,20001101,20001123,11:30,12:35,65,B,,Y, 123456- ,AIR,6,,,172.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,UA,UA,"United Airlines, Inc.","United Airlines, Inc.",NO,763,BOEING,904,20001101,20001130,21:00,9:00,420,7,3, ,1234567,AIR,7,1281.0,3.85,3002.0
HAJ,HANNOVER AIRPORT,HANOVER,GERMANY,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,MX,LH,COMPANIA MEXICANA DE AVIACION,Deutsche Lufthansa AG,YES,321,AIRBUS,3411,20010301,20010307,11:00,12:05,65,,1,Y, 123-5-7 ,AIR,5,,,155.0
MYY,MIRI AIRPORT,MIRI,MALAYSIA,SOUTHEAST ASIA,LMN,LIMBANG AIRPORT,LIMBANG,MALAYSIA,SOUTHEAST ASIA,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,DHT,De Havilland Canada,3520,20010301,20010323,14:45,15:20,35,,, , ---45-- ,AIR,2,38.0,0.0,72.0
