,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED
6099,2016,3,7,25,1,DL,N590NW,588,SEA,MSP,1133,1132.0,-1.0,0.0,1653,1648.0,-5.0,0.0,0.0
9844,2016,4,11,19,6,DL,N932AT,43,JFK,ATL,1520,1513.0,-7.0,0.0,1806,1736.0,-30.0,0.0,0.0
8096,2016,3,9,20,2,DL,N671DN,991,ATL,DTW,1207,1207.0,0.0,0.0,1412,1354.0,-18.0,0.0,0.0
6428,2016,3,8,1,1,DL,N595NW,2283,DTW,ATL,600,559.0,-1.0,0.0,755,749.0,-6.0,0.0,0.0
5553,2016,3,7,8,5,DL,N960DN,356,ATL,MSP,2105,2114.0,9.0,0.0,2245,2243.0,-2.0,0.0,0.0
6324,2016,3,7,30,6,DL,N699DL,1750,SEA,ATL,1135,1142.0,7.0,0.0,1932,1905.0,-27.0,0.0,0.0
5321,2016,3,7,1,5,DL,N826DN,420,ATL,JFK,1344,1344.0,0.0,0.0,1618,1557.0,-21.0,0.0,0.0
5589,2016,3,7,8,5,DL,N689DL,2263,DTW,SEA,1750,1748.0,-2.0,0.0,1945,1934.0,-11.0,0.0,0.0
8672,2016,4,10,11,2,DL,N836DN,589,MSP,SEA,1120,1118.0,-2.0,0.0,1302,1252.0,-10.0,0.0,0.0
8762,2016,4,10,13,4,DL,N864DN,2795,SEA,ATL,1445,1445.0,0.0,0.0,2233,2204.0,-29.0,0.0,0.0
7443,2016,3,8,30,2,DL,N698DL,1108,MSP,ATL,1520,1521.0,1.0,0.0,1854,1844.0,-10.0,0.0,0.0
5220,2016,2,6,29,3,DL,N372DA,440,JFK,ATL,610,609.0,-1.0,0.0,839,820.0,-19.0,0.0,0.0
8084,2016,3,9,19,1,DL,N947AT,2032,MSP,JFK,708,708.0,0.0,0.0,1100,1055.0,-5.0,0.0,0.0
9924,2016,4,11,21,1,DL,N922DL,2359,DTW,MSP,1205,1204.0,-1.0,0.0,1304,1302.0,-2.0,0.0,0.0
8972,2016,4,10,20,4,DL,N1608,2039,ATL,SEA,945,941.0,-4.0,0.0,1213,1220.0,7.0,0.0,0.0
8889,2016,4,10,18,2,DL,N587NW,1055,DTW,MSP,2035,2033.0,-2.0,0.0,2130,2128.0,-2.0,0.0,0.0
8679,2016,4,10,11,2,DL,N3773D,1121,DTW,ATL,1925,1922.0,-3.0,0.0,2130,2111.0,-19.0,0.0,0.0
7284,2016,3,8,24,3,DL,N6701,1760,MSP,SEA,2244,2235.0,-9.0,0.0,25,2354.0,-31.0,0.0,0.0
8723,2016,4,10,12,3,DL,N818DA,902,ATL,DTW,1449,1447.0,-2.0,0.0,1655,1628.0,-27.0,0.0,0.0
9750,2016,4,11,15,2,DL,N815DN,1260,MSP,DTW,837,834.0,-3.0,0.0,1118,1109.0,-9.0,0.0,0.0
6257,2016,3,7,30,6,DL,N827DN,991,ATL,DTW,1239,1247.0,8.0,0.0,1444,1457.0,13.0,0.0,0.0
7352,2016,3,8,24,3,DL,N556NW,480,JFK,SEA,900,910.0,10.0,0.0,1224,1159.0,-25.0,0.0,0.0
5291,2016,2,6,30,4,DL,N127DL,1588,SEA,ATL,2240,2313.0,33.0,1.0,621,700.0,39.0,1.0,0.0
8852,2016,4,10,17,1,DL,N801DZ,1965,ATL,SEA,1655,1652.0,-3.0,0.0,1926,1904.0,-22.0,0.0,0.0
9206,2016,4,10,28,5,DL,N903DA,2826,ATL,MSP,1205,1204.0,-1.0,0.0,1345,1333.0,-12.0,0.0,0.0
8006,2016,3,9,16,5,DL,N924DL,1715,DTW,ATL,1000,1003.0,3.0,0.0,1159,1149.0,-10.0,0.0,0.0
9806,2016,4,11,18,5,DL,N707DN,477,JFK,ATL,1730,1730.0,0.0,0.0,2005,1937.0,-28.0,0.0,0.0
8037,2016,3,9,17,6,DL,N959DN,630,DTW,ATL,1800,1758.0,-2.0,0.0,2011,2001.0,-10.0,0.0,0.0
7298,2016,3,8,25,4,DL,N557NW,2193,MSP,SEA,657,656.0,-1.0,0.0,839,828.0,-11.0,0.0,0.0
5731,2016,3,7,13,3,DL,N322NB,2816,JFK,MSP,1555,1623.0,28.0,1.0,1815,1844.0,29.0,1.0,0.0
9483,2016,4,11,6,7,DL,N705TW,428,JFK,SEA,1600,1557.0,-3.0,0.0,1928,1900.0,-28.0,0.0,0.0
6332,2016,3,7,27,3,DL,N685DA,1760,MSP,SEA,2244,2258.0,14.0,0.0,25,26.0,1.0,0.0,0.0
8984,2016,4,10,21,5,DL,N820DN,2819,SEA,ATL,1215,1212.0,-3.0,0.0,2005,1920.0,-45.0,0.0,0.0
6450,2016,3,8,1,1,DL,N805DN,2800,SEA,DTW,23,18.0,-5.0,0.0,739,728.0,-11.0,0.0,0.0
8875,2016,4,10,18,2,DL,N863DN,52,DTW,MSP,852,903.0,11.0,0.0,955,950.0,-5.0,0.0,0.0
5392,2016,3,7,2,6,DL,N593NW,1453,SEA,MSP,645,647.0,2.0,0.0,1205,1153.0,-12.0,0.0,0.0
8518,2016,4,10,7,5,DL,N709TW,454,JFK,SEA,1600,1555.0,-5.0,0.0,1918,1856.0,-22.0,0.0,0.0
5828,2016,3,7,17,7,DL,N550NW,2263,DTW,SEA,1750,1747.0,-3.0,0.0,1945,1928.0,-17.0,0.0,0.0
7336,2016,3,8,26,5,DL,N963DL,447,JFK,ATL,1105,1116.0,11.0,0.0,1334,1323.0,-11.0,0.0,0.0
7309,2016,3,8,25,4,DL,N980AT,1126,MSP,JFK,1346,1342.0,-4.0,0.0,1745,1711.0,-34.0,0.0,0.0
9826,2016,4,11,17,4,DL,N804DN,2105,ATL,JFK,1240,1240.0,0.0,0.0,1501,1451.0,-10.0,0.0,0.0
8192,2016,3,9,22,4,DL,N960DL,1904,ATL,DTW,1900,1858.0,-2.0,0.0,2104,2056.0,-8.0,0.0,0.0
5219,2016,2,6,29,3,DL,N907DA,300,MSP,DTW,645,644.0,-1.0,0.0,930,918.0,-12.0,0.0,0.0
6906,2016,3,8,13,6,DL,N854DN,1291,SEA,ATL,902,904.0,2.0,0.0,1656,1646.0,-10.0,0.0,0.0
9858,2016,4,11,19,6,DL,N590NW,1381,ATL,DTW,1912,1911.0,-1.0,0.0,2116,2110.0,-6.0,0.0,0.0
5159,2016,2,6,23,4,DL,N363NW,841,DTW,MSP,1225,1236.0,11.0,0.0,1315,1320.0,5.0,0.0,0.0
6565,2016,3,8,5,5,DL,N548US,2830,MSP,DTW,844,844.0,0.0,0.0,1122,1116.0,-6.0,0.0,0.0
5709,2016,3,7,12,2,DL,N586NW,2440,SEA,MSP,50,125.0,35.0,1.0,602,621.0,19.0,1.0,0.0
6501,2016,3,8,3,3,DL,N551NW,2610,ATL,MSP,725,746.0,21.0,1.0,858,911.0,13.0,0.0,0.0
6433,2016,3,8,2,2,DL,N591NW,2210,SEA,DTW,2320,2325.0,5.0,0.0,635,626.0,-9.0,0.0,0.0
9630,2016,4,11,8,2,DL,N803DN,968,SEA,ATL,745,745.0,0.0,0.0,1534,1527.0,-7.0,0.0,0.0
8994,2016,4,10,22,6,DL,N865DN,783,MSP,ATL,620,617.0,-3.0,0.0,945,918.0,-27.0,0.0,0.0
6224,2016,3,7,29,5,DL,N582NW,53,MSP,DTW,1530,1528.0,-2.0,0.0,1812,1814.0,2.0,0.0,0.0
7206,2016,3,8,23,2,DL,N3762Y,752,ATL,JFK,1205,1204.0,-1.0,0.0,1429,1406.0,-23.0,0.0,0.0
7340,2016,3,8,26,5,DL,N813DN,733,DTW,SEA,1525,1522.0,-3.0,0.0,1721,1703.0,-18.0,0.0,0.0
9731,2016,4,11,12,6,DL,N928AT,1829,MSP,JFK,1025,1024.0,-1.0,0.0,1409,1359.0,-10.0,0.0,0.0
9190,2016,4,10,28,5,DL,N963AT,1096,DTW,MSP,1207,1211.0,4.0,0.0,1303,1307.0,4.0,0.0,0.0
9703,2016,4,11,14,1,DL,N823DN,952,SEA,ATL,1215,1211.0,-4.0,0.0,2010,1932.0,-38.0,0.0,0.0
6238,2016,3,7,30,6,DL,N588NW,17,DTW,SEA,1155,1155.0,0.0,0.0,1345,1337.0,-8.0,0.0,0.0
5766,2016,3,7,14,4,DL,N1610D,1336,ATL,SEA,1100,1053.0,-7.0,0.0,1318,1317.0,-1.0,0.0,0.0
7286,2016,3,8,24,3,DL,N823DN,1991,MSP,ATL,515,510.0,-5.0,0.0,839,834.0,-5.0,0.0,0.0
8067,2016,3,9,19,1,DL,N557NW,589,MSP,SEA,1115,1121.0,6.0,0.0,1254,1322.0,28.0,1.0,0.0
9030,2016,4,10,23,7,DL,N865DN,968,SEA,ATL,738,738.0,0.0,0.0,1526,1513.0,-13.0,0.0,0.0
8424,2016,3,9,29,4,DL,N863DN,2210,SEA,DTW,2326,2324.0,-2.0,0.0,645,640.0,-5.0,0.0,0.0
6903,2016,3,8,13,6,DL,N348NW,984,ATL,JFK,2115,2137.0,22.0,1.0,2343,2354.0,11.0,0.0,0.0
9682,2016,4,11,14,1,DL,N936DL,1513,DTW,ATL,1645,1654.0,9.0,0.0,1852,1857.0,5.0,0.0,0.0
9266,2016,4,10,30,7,DL,N903DA,1342,MSP,DTW,2005,1958.0,-7.0,0.0,2252,2228.0,-24.0,0.0,0.0
5770,2016,3,7,14,4,DL,N697DL,1760,MSP,SEA,2244,2241.0,-3.0,0.0,25,18.0,-7.0,0.0,0.0
6694,2016,3,8,8,1,DL,N936DL,843,ATL,JFK,1030,1223.0,113.0,1.0,1255,1427.0,92.0,1.0,0.0
5010,2016,2,6,20,1,DL,N860NW,1608,ATL,DTW,1355,1407.0,12.0,0.0,1602,1614.0,12.0,0.0,0.0
8920,2016,4,10,19,3,DL,N341NW,356,ATL,MSP,2120,2114.0,-6.0,0.0,2307,2249.0,-18.0,0.0,0.0
7946,2016,3,9,15,4,DL,N803DN,595,SEA,ATL,1457,1454.0,-3.0,0.0,2245,2249.0,4.0,0.0,0.0
5408,2016,3,7,4,1,DL,N171DN,446,ATL,JFK,1718,1723.0,5.0,0.0,1955,1928.0,-27.0,0.0,0.0
9497,2016,4,11,6,7,DL,N861DN,2597,MSP,ATL,630,630.0,0.0,0.0,1002,942.0,-20.0,0.0,0.0
8843,2016,4,10,16,7,DL,N827DN,1727,MSP,DTW,1330,1326.0,-4.0,0.0,1616,1555.0,-21.0,0.0,0.0
8448,2016,3,9,16,5,DL,N352NW,1476,DTW,MSP,1349,1347.0,-2.0,0.0,1443,1427.0,-16.0,0.0,0.0
7688,2016,3,9,6,2,DL,N935DN,1893,DTW,ATL,835,828.0,-7.0,0.0,1040,1025.0,-15.0,0.0,0.0
6289,2016,3,7,29,5,DL,N981AT,2032,MSP,JFK,700,812.0,72.0,1.0,1051,1157.0,66.0,1.0,0.0
5956,2016,3,7,20,3,DL,N582NW,2536,SEA,MSP,1320,1453.0,93.0,1.0,1840,1944.0,64.0,1.0,0.0
5994,2016,3,7,20,3,DL,N915DN,2005,ATL,DTW,710,707.0,-3.0,0.0,911,901.0,-10.0,0.0,0.0
6934,2016,3,8,16,2,DL,N169DZ,43,JFK,ATL,1525,1523.0,-2.0,0.0,1813,1820.0,7.0,0.0,0.0
7955,2016,3,9,15,4,DL,N855DN,1444,SEA,DTW,554,552.0,-2.0,0.0,1309,1311.0,2.0,0.0,0.0
8101,2016,3,9,20,2,DL,N806NW,1640,DTW,ATL,720,717.0,-3.0,0.0,921,911.0,-10.0,0.0,0.0
6618,2016,3,8,7,7,DL,N971AT,1476,DTW,MSP,1348,1347.0,-1.0,0.0,1440,1430.0,-10.0,0.0,0.0
5151,2016,2,6,22,3,DL,N323US,87,DTW,MSP,1545,1543.0,-2.0,0.0,1645,1649.0,4.0,0.0,0.0
9835,2016,4,11,18,5,DL,N587NW,53,MSP,DTW,1605,1606.0,1.0,0.0,1848,1917.0,29.0,1.0,0.0
8180,2016,3,9,23,5,DL,N3748Y,421,SEA,JFK,1210,1212.0,2.0,0.0,2039,2045.0,6.0,0.0,0.0
8285,2016,3,9,28,3,DL,N311US,23,DTW,MSP,1545,1544.0,-1.0,0.0,1648,1625.0,-23.0,0.0,0.0
5249,2016,2,6,28,2,DL,N588NW,2221,MSP,SEA,900,859.0,-1.0,0.0,1045,1041.0,-4.0,0.0,0.0
6821,2016,3,8,11,4,DL,N585NW,1823,DTW,SEA,2019,2032.0,13.0,0.0,2215,2211.0,-4.0,0.0,0.0
9166,2016,4,10,27,4,DL,N865DN,815,SEA,DTW,940,954.0,14.0,0.0,1700,1649.0,-11.0,0.0,0.0
5208,2016,2,6,28,2,DL,N962DL,551,ATL,DTW,1735,1805.0,30.0,1.0,1944,2015.0,31.0,1.0,0.0
7597,2016,3,9,3,6,DL,N349NW,325,DTW,ATL,1206,1205.0,-1.0,0.0,1411,1401.0,-10.0,0.0,0.0
8828,2016,4,10,16,7,DL,N804DN,902,ATL,DTW,1449,1446.0,-3.0,0.0,1655,1632.0,-23.0,0.0,0.0
5702,2016,3,7,12,2,DL,N591NW,1715,ATL,MSP,1210,1210.0,0.0,0.0,1346,1333.0,-13.0,0.0,0.0
7163,2016,3,8,21,7,DL,N345NB,2214,MSP,JFK,1735,1906.0,91.0,1.0,2132,2247.0,75.0,1.0,0.0
6838,2016,3,8,13,6,DL,N589NW,1453,SEA,MSP,645,642.0,-3.0,0.0,1205,1144.0,-21.0,0.0,0.0
5916,2016,3,7,18,1,DL,N6713Y,2590,SEA,JFK,2149,2204.0,15.0,1.0,611,550.0,-21.0,0.0,0.0
8079,2016,3,9,18,7,DL,N972AT,2032,MSP,JFK,708,703.0,-5.0,0.0,1100,1034.0,-26.0,0.0,0.0
6551,2016,3,8,5,5,DL,N591NW,1453,SEA,MSP,648,644.0,-4.0,0.0,1210,1143.0,-27.0,0.0,0.0
5355,2016,3,7,2,6,DL,N808DN,491,JFK,ATL,820,852.0,32.0,1.0,1049,1112.0,23.0,1.0,0.0
7567,2016,3,9,2,5,DL,N587NW,902,ATL,DTW,1449,1505.0,16.0,1.0,1655,1647.0,-8.0,0.0,0.0
7973,2016,3,9,15,4,DL,N624AG,435,JFK,SEA,805,805.0,0.0,0.0,1117,1045.0,-32.0,0.0,0.0
5564,2016,3,7,9,6,DL,N594NW,108,MSP,ATL,1317,1315.0,-2.0,0.0,1650,1632.0,-18.0,0.0,0.0
8440,2016,3,9,12,1,DL,N955AT,478,MSP,JFK,1446,1441.0,-5.0,0.0,1845,1820.0,-25.0,0.0,0.0
6636,2016,3,8,6,6,DL,N811DZ,744,MSP,ATL,955,953.0,-2.0,0.0,1323,1259.0,-24.0,0.0,0.0
7359,2016,3,8,27,6,DL,N353NB,2214,MSP,JFK,1940,1940.0,0.0,0.0,2332,2315.0,-17.0,0.0,0.0
7936,2016,3,9,13,2,DL,N387DA,440,JFK,ATL,615,609.0,-6.0,0.0,845,822.0,-23.0,0.0,0.0
6344,2016,3,7,11,1,DL,N355NW,786,DTW,ATL,1400,1427.0,27.0,1.0,1603,1604.0,1.0,0.0,0.0
6472,2016,3,8,3,3,DL,N992DL,1306,DTW,ATL,1000,1002.0,2.0,0.0,1156,1143.0,-13.0,0.0,0.0
7637,2016,3,9,5,1,DL,N583NW,1290,ATL,DTW,2215,2213.0,-2.0,0.0,15,2358.0,-17.0,0.0,0.0
8825,2016,4,10,16,7,DL,N368NW,677,MSP,DTW,1016,1017.0,1.0,0.0,1303,1251.0,-12.0,0.0,0.0
5247,2016,2,6,29,3,DL,N535US,1650,DTW,MSP,700,700.0,0.0,0.0,750,742.0,-8.0,0.0,0.0
5859,2016,3,7,17,7,DL,N550NW,2547,SEA,MSP,1900,2016.0,76.0,1.0,18,115.0,57.0,1.0,0.0
8533,2016,4,10,6,4,DL,N554NW,2221,DTW,SEA,1740,1749.0,9.0,0.0,1940,1923.0,-17.0,0.0,0.0
9629,2016,4,11,8,2,DL,N593NW,902,ATL,DTW,1450,1528.0,38.0,1.0,1655,1709.0,14.0,0.0,0.0
5386,2016,3,7,2,6,DL,N959AT,874,DTW,JFK,1204,1209.0,5.0,0.0,1358,1349.0,-9.0,0.0,0.0
6454,2016,3,8,2,2,DL,N582NW,53,MSP,DTW,1530,1540.0,10.0,0.0,1812,1812.0,0.0,0.0,0.0
6131,2016,3,7,26,2,DL,N936DN,2005,ATL,DTW,710,747.0,37.0,1.0,911,921.0,10.0,0.0,0.0
9948,2016,4,11,22,2,DL,N692DL,1250,SEA,JFK,740,735.0,-5.0,0.0,1604,1525.0,-39.0,0.0,0.0
5435,2016,3,7,3,7,DL,N828DN,744,MSP,ATL,950,949.0,-1.0,0.0,1318,1258.0,-20.0,0.0,0.0
9992,2016,4,11,23,3,DL,N319NB,473,JFK,MSP,715,707.0,-8.0,0.0,936,913.0,-23.0,0.0,0.0
8338,2016,3,9,27,2,DL,N6708D,1397,MSP,SEA,900,855.0,-5.0,0.0,1042,1044.0,2.0,0.0,0.0
6150,2016,3,7,26,2,DL,N955AT,896,DTW,JFK,2003,2000.0,-3.0,0.0,2205,2217.0,12.0,0.0,0.0
9567,2016,4,11,9,3,DL,N951DL,2359,DTW,MSP,1205,1203.0,-2.0,0.0,1304,1243.0,-21.0,0.0,0.0
8159,2016,3,9,21,3,DL,N855DN,2547,SEA,MSP,1810,1807.0,-3.0,0.0,2322,2315.0,-7.0,0.0,0.0
9964,2016,4,11,23,3,DL,N857DZ,1495,MSP,SEA,1950,1948.0,-2.0,0.0,2145,2125.0,-20.0,0.0,0.0
6312,2016,3,7,31,7,DL,N940DN,1893,DTW,ATL,841,837.0,-4.0,0.0,1041,1028.0,-13.0,0.0,0.0
7543,2016,3,9,1,4,DL,N981AT,220,JFK,ATL,1925,1951.0,26.0,1.0,2208,2310.0,62.0,1.0,0.0
6411,2016,3,8,2,2,DL,N695DL,1232,SEA,ATL,1315,1318.0,3.0,0.0,2108,2109.0,1.0,0.0,0.0
6806,2016,3,8,12,5,DL,N914DL,220,JFK,ATL,1925,1930.0,5.0,0.0,2215,2219.0,4.0,0.0,0.0
5941,2016,3,7,20,3,DL,N588NW,108,MSP,ATL,1315,1315.0,0.0,0.0,1651,1633.0,-18.0,0.0,0.0
5519,2016,3,7,7,4,DL,N596NW,967,ATL,SEA,934,1002.0,28.0,1.0,1155,1228.0,33.0,1.0,0.0
9640,2016,4,11,9,3,DL,N321US,356,ATL,MSP,2110,2106.0,-4.0,0.0,2253,2226.0,-27.0,0.0,0.0
7266,2016,3,8,24,3,DL,N821DN,2580,ATL,SEA,1205,1204.0,-1.0,0.0,1420,1408.0,-12.0,0.0,0.0
7582,2016,3,9,4,7,DL,N864DN,595,SEA,ATL,1457,1454.0,-3.0,0.0,2242,2236.0,-6.0,0.0,0.0
5496,2016,3,7,4,1,DL,N595NW,1715,ATL,MSP,1210,1236.0,26.0,1.0,1343,1404.0,21.0,1.0,0.0
7522,2016,3,8,15,1,DL,N838DN,1943,DTW,ATL,1200,1159.0,-1.0,0.0,1404,1357.0,-7.0,0.0,0.0
5959,2016,3,7,20,3,DL,N322NB,2816,JFK,MSP,1555,1557.0,2.0,0.0,1815,1800.0,-15.0,0.0,0.0
7654,2016,3,9,5,1,DL,N3747D,2806,JFK,DTW,1825,1820.0,-5.0,0.0,2038,2008.0,-30.0,0.0,0.0
8458,2016,3,9,18,7,DL,N3751B,440,JFK,ATL,615,615.0,0.0,0.0,845,822.0,-23.0,0.0,0.0
7988,2016,3,9,16,5,DL,N3744F,453,JFK,SEA,1920,1919.0,-1.0,0.0,2239,2258.0,19.0,1.0,0.0
8537,2016,4,10,6,4,DL,N362NW,2577,ATL,MSP,1350,1349.0,-1.0,0.0,1535,1513.0,-22.0,0.0,0.0
5411,2016,3,7,4,1,DL,N596NW,668,ATL,SEA,2110,2106.0,-4.0,0.0,2331,2319.0,-12.0,0.0,0.0
8219,2016,3,9,25,7,DL,N855DN,281,DTW,SEA,836,830.0,-6.0,0.0,1035,1013.0,-22.0,0.0,0.0
8021,2016,3,9,16,5,DL,N987DL,551,ATL,DTW,2046,2044.0,-2.0,0.0,2255,2231.0,-24.0,0.0,0.0
8695,2016,4,10,10,1,DL,N854DN,1998,DTW,MSP,852,850.0,-2.0,0.0,955,930.0,-25.0,0.0,0.0
5484,2016,3,7,5,2,DL,N997AT,971,MSP,DTW,1000,955.0,-5.0,0.0,1248,1235.0,-13.0,0.0,0.0
5182,2016,2,6,27,1,DL,N6706Q,2218,SEA,DTW,940,944.0,4.0,0.0,1659,1646.0,-13.0,0.0,0.0
6418,2016,3,8,2,2,DL,N900PC,2812,ATL,MSP,1503,1554.0,51.0,1.0,1646,1813.0,87.0,1.0,0.0
5153,2016,2,6,23,4,DL,N3735D,491,JFK,ATL,835,831.0,-4.0,0.0,1117,1141.0,24.0,1.0,0.0
5480,2016,3,7,5,2,DL,N326US,783,MSP,ATL,620,621.0,1.0,0.0,940,942.0,2.0,0.0,0.0
8830,2016,4,10,13,4,DL,N3772H,1823,DTW,SEA,2025,2021.0,-4.0,0.0,2229,2228.0,-1.0,0.0,0.0
7790,2016,3,9,10,6,DL,N711ZX,455,JFK,SEA,805,801.0,-4.0,0.0,1117,1101.0,-16.0,0.0,0.0
8209,2016,3,9,23,5,DL,N686DA,1122,MSP,ATL,715,709.0,-6.0,0.0,1039,1034.0,-5.0,0.0,0.0
8936,2016,4,10,17,1,DL,N852DN,1107,ATL,SEA,1900,1858.0,-2.0,0.0,2131,2122.0,-9.0,0.0,0.0
7279,2016,3,8,23,2,DL,N545US,1768,SEA,MSP,813,810.0,-3.0,0.0,1334,1317.0,-17.0,0.0,0.0
9113,2016,4,10,26,3,DL,N821DN,1715,DTW,ATL,955,952.0,-3.0,0.0,1155,1135.0,-20.0,0.0,0.0
5061,2016,2,6,24,5,DL,N987DL,888,ATL,MSP,1415,1413.0,-2.0,0.0,1601,1543.0,-18.0,0.0,0.0
5719,2016,3,7,13,3,DL,N624AG,421,SEA,JFK,1115,1110.0,-5.0,0.0,1952,1944.0,-8.0,0.0,0.0
8397,2016,3,9,29,4,DL,N891AT,213,JFK,MSP,1840,1854.0,14.0,0.0,2102,2054.0,-8.0,0.0,0.0
5815,2016,3,7,15,5,DL,N555NW,2263,DTW,SEA,1750,1745.0,-5.0,0.0,1945,1921.0,-24.0,0.0,0.0
6532,2016,3,8,5,5,DL,N707TW,1109,SEA,JFK,1450,1442.0,-8.0,0.0,2314,2307.0,-7.0,0.0,0.0
7719,2016,3,9,7,3,DL,N332NB,1267,ATL,DTW,1737,1734.0,-3.0,0.0,1940,1933.0,-7.0,0.0,0.0
7144,2016,3,8,20,6,DL,N538US,1397,MSP,SEA,1505,1600.0,55.0,1.0,1641,1728.0,47.0,1.0,0.0
5532,2016,3,7,7,4,DL,N952DN,1893,DTW,ATL,841,833.0,-8.0,0.0,1041,1038.0,-3.0,0.0,0.0
9260,2016,4,10,30,7,DL,N864DN,2308,SEA,MSP,1310,1303.0,-7.0,0.0,1833,1752.0,-41.0,0.0,0.0
8863,2016,4,10,17,1,DL,N385DN,420,ATL,JFK,1413,1412.0,-1.0,0.0,1634,1625.0,-9.0,0.0,0.0
6416,2016,3,8,2,2,DL,N1604R,1750,SEA,ATL,1140,1149.0,9.0,0.0,1941,1954.0,13.0,0.0,0.0
9055,2016,4,10,23,7,DL,N964DN,2826,ATL,MSP,1205,1201.0,-4.0,0.0,1345,1342.0,-3.0,0.0,0.0
7222,2016,3,8,24,3,DL,N945DN,22,MSP,DTW,1330,1325.0,-5.0,0.0,1616,1600.0,-16.0,0.0,0.0
9954,2016,4,11,23,3,DL,N3756,2105,ATL,JFK,1240,1238.0,-2.0,0.0,1501,1436.0,-25.0,0.0,0.0
6601,2016,3,8,7,7,DL,N682DA,852,DTW,ATL,2219,2242.0,23.0,1.0,14,27.0,13.0,0.0,0.0
9689,2016,4,11,13,7,DL,N535US,1470,ATL,MSP,1350,1349.0,-1.0,0.0,1530,1508.0,-22.0,0.0,0.0
7674,2016,3,9,4,7,DL,N966DL,2350,ATL,JFK,810,814.0,4.0,0.0,1027,1016.0,-11.0,0.0,0.0
7824,2016,3,9,11,7,DL,N955DL,426,JFK,ATL,830,830.0,0.0,0.0,1110,1036.0,-34.0,0.0,0.0
6811,2016,3,8,12,5,DL,N3743H,491,JFK,ATL,820,817.0,-3.0,0.0,1051,1033.0,-18.0,0.0,0.0
9414,2016,4,10,4,2,DL,N366NB,213,JFK,MSP,1840,1840.0,0.0,0.0,2058,2037.0,-21.0,0.0,0.0
7232,2016,3,8,22,1,DL,N688DL,211,JFK,SEA,1856,1854.0,-2.0,0.0,2222,2217.0,-5.0,0.0,0.0
5310,2016,2,6,9,4,DL,N952DN,1668,MSP,DTW,1330,1322.0,-8.0,0.0,1616,1549.0,-27.0,0.0,0.0
7889,2016,3,9,14,3,DL,N136DL,453,JFK,SEA,1659,1750.0,51.0,1.0,2011,2134.0,83.0,1.0,0.0
5786,2016,3,7,15,5,DL,N586NW,588,SEA,MSP,1133,1130.0,-3.0,0.0,1653,1649.0,-4.0,0.0,0.0
8483,2016,3,9,24,6,DL,N549US,968,SEA,ATL,738,742.0,4.0,0.0,1522,1521.0,-1.0,0.0,0.0
8625,2016,4,10,5,3,DL,N706TW,439,JFK,ATL,1125,1124.0,-1.0,0.0,1352,1334.0,-18.0,0.0,0.0
9364,2016,4,10,2,7,DL,N857DZ,2348,ATL,SEA,2115,2115.0,0.0,0.0,2350,2318.0,-32.0,0.0,0.0
6487,2016,3,8,27,6,DL,N822DN,478,MSP,JFK,1449,1449.0,0.0,0.0,1845,1827.0,-18.0,0.0,0.0
9302,2016,4,10,7,5,DL,N862DN,1998,DTW,MSP,852,848.0,-4.0,0.0,955,940.0,-15.0,0.0,0.0
9698,2016,4,11,14,1,DL,N727TW,428,JFK,SEA,1600,1603.0,3.0,0.0,1928,1907.0,-21.0,0.0,0.0
9422,2016,4,10,4,2,DL,N832DN,2819,SEA,ATL,1215,1215.0,0.0,0.0,2005,1959.0,-6.0,0.0,0.0
8638,2016,4,10,6,4,DL,N582NW,176,MSP,ATL,1505,1506.0,1.0,0.0,1837,1828.0,-9.0,0.0,0.0
5336,2016,3,7,1,5,DL,N171DN,43,JFK,ATL,1525,2100.0,335.0,1.0,1813,27.0,374.0,1.0,0.0
6266,2016,3,7,30,6,DL,N727TW,486,JFK,SEA,1045,1043.0,-2.0,0.0,1345,1326.0,-19.0,0.0,0.0
6270,2016,3,7,30,6,DL,N723TW,752,ATL,JFK,1205,1201.0,-4.0,0.0,1429,1410.0,-19.0,0.0,0.0
6101,2016,3,7,25,1,DL,N851DN,733,DTW,SEA,1525,1522.0,-3.0,0.0,1721,1657.0,-24.0,0.0,0.0
8257,2016,3,9,25,7,DL,N845DN,2460,SEA,ATL,1215,1219.0,4.0,0.0,2006,1945.0,-21.0,0.0,0.0
5134,2016,2,6,25,6,DL,N582NW,1187,MSP,SEA,1759,1828.0,29.0,1.0,1945,2019.0,34.0,1.0,0.0
9323,2016,4,10,20,4,DL,N301NB,213,JFK,MSP,1840,1839.0,-1.0,0.0,2058,2036.0,-22.0,0.0,0.0
7285,2016,3,8,24,3,DL,N596NW,1823,DTW,SEA,2019,2014.0,-5.0,0.0,2215,2231.0,16.0,1.0,0.0
8569,2016,4,10,8,6,DL,N3769L,2559,JFK,ATL,840,841.0,1.0,0.0,1114,1042.0,-32.0,0.0,0.0
6641,2016,3,8,6,6,DL,N809DN,1081,DTW,ATL,1525,1522.0,-3.0,0.0,1732,1704.0,-28.0,0.0,0.0
