,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
11001,36373,Male,Loyal Customer,35,Business travel,Eco,200,3,1,1,1,3,3,3,3,4,5,5,2,2,3,22,16,satisfied
11002,25333,Male,Loyal Customer,10,Personal Travel,Eco,837,4,4,4,4,3,4,3,3,4,5,4,2,4,3,0,0,satisfied
11003,61252,Female,Loyal Customer,20,Personal Travel,Eco,853,0,4,0,4,5,4,5,5,5,2,4,3,4,5,0,8,satisfied
11004,32054,Female,disloyal Customer,56,Business travel,Eco,102,3,4,3,4,5,3,5,5,5,2,2,1,3,5,0,0,neutral or dissatisfied
11005,86981,Female,Loyal Customer,42,Business travel,Business,2381,1,1,2,1,2,5,3,5,5,5,5,2,5,2,9,6,satisfied
11006,128073,Male,Loyal Customer,56,Business travel,Business,2845,2,2,2,2,5,5,5,4,3,4,4,5,3,5,5,1,satisfied
11007,46101,Female,disloyal Customer,21,Business travel,Business,1154,5,4,5,2,3,5,3,3,5,4,5,3,5,3,10,3,satisfied
11008,71063,Female,Loyal Customer,16,Personal Travel,Eco,802,2,3,3,3,1,3,5,1,3,3,3,4,5,1,106,92,neutral or dissatisfied
11009,99780,Male,Loyal Customer,21,Business travel,Business,1900,4,2,2,2,4,4,4,4,2,4,4,3,4,4,0,2,neutral or dissatisfied
11010,40340,Male,Loyal Customer,62,Personal Travel,Eco Plus,347,3,4,3,2,3,3,3,3,5,3,4,5,4,3,0,0,neutral or dissatisfied
11011,12368,Female,Loyal Customer,35,Business travel,Eco,253,3,5,5,5,3,4,3,3,4,5,3,1,5,3,0,0,satisfied
11012,47501,Male,Loyal Customer,12,Personal Travel,Eco,599,3,4,3,2,5,3,5,5,1,5,5,5,5,5,21,5,neutral or dissatisfied
11013,129428,Female,Loyal Customer,69,Business travel,Business,414,2,2,2,2,2,4,4,2,2,2,2,3,2,2,13,6,neutral or dissatisfied
11014,117036,Female,disloyal Customer,24,Business travel,Business,304,4,2,4,3,3,4,3,3,2,2,4,4,4,3,4,2,neutral or dissatisfied
11015,86285,Male,Loyal Customer,28,Personal Travel,Eco,356,3,4,5,4,2,5,2,2,2,5,4,1,4,2,42,32,neutral or dissatisfied
11016,39506,Female,disloyal Customer,26,Business travel,Eco,852,4,4,4,2,2,4,2,2,4,4,5,4,4,2,0,0,satisfied
11017,122885,Male,Loyal Customer,16,Personal Travel,Eco,226,3,4,3,1,3,3,3,3,4,5,4,4,5,3,0,0,neutral or dissatisfied
11018,96051,Male,disloyal Customer,35,Business travel,Business,1069,4,3,3,5,2,3,3,2,4,4,5,5,5,2,0,0,neutral or dissatisfied
11019,83677,Male,disloyal Customer,43,Business travel,Eco,577,3,2,3,3,1,3,1,1,3,2,3,2,3,1,0,0,neutral or dissatisfied
11020,66910,Female,disloyal Customer,23,Business travel,Business,1017,0,0,1,5,4,1,4,4,5,3,4,4,5,4,85,79,satisfied
11021,41609,Female,Loyal Customer,46,Personal Travel,Eco,1242,2,5,3,4,3,5,5,3,3,3,5,4,3,5,0,0,neutral or dissatisfied
11022,68903,Female,Loyal Customer,58,Personal Travel,Eco,936,1,5,1,2,1,5,4,5,5,1,2,2,5,5,53,42,neutral or dissatisfied
11023,40038,Male,Loyal Customer,29,Business travel,Eco Plus,618,4,2,2,2,4,4,4,4,4,5,3,2,4,4,0,5,neutral or dissatisfied
11024,50749,Male,Loyal Customer,35,Personal Travel,Eco,421,2,2,2,3,1,2,1,1,3,3,2,2,2,1,51,58,neutral or dissatisfied
11025,15760,Male,Loyal Customer,18,Personal Travel,Eco,544,2,5,4,2,4,4,4,4,4,4,2,2,2,4,58,30,neutral or dissatisfied
11026,74733,Female,Loyal Customer,18,Personal Travel,Eco,1126,1,3,1,4,5,1,1,5,3,3,3,4,3,5,2,0,neutral or dissatisfied
11027,122258,Male,Loyal Customer,16,Personal Travel,Eco,546,3,3,3,3,4,3,4,4,2,3,3,3,1,4,0,0,neutral or dissatisfied
11028,88325,Female,Loyal Customer,38,Business travel,Business,406,3,3,3,3,3,4,4,3,3,3,3,3,3,2,1,0,neutral or dissatisfied
11029,58507,Female,Loyal Customer,48,Personal Travel,Eco,719,2,4,2,3,2,4,5,2,2,2,2,4,2,4,4,0,neutral or dissatisfied
11030,20722,Female,Loyal Customer,63,Personal Travel,Eco,765,3,2,3,3,3,3,4,4,4,3,4,3,4,2,0,10,neutral or dissatisfied
11031,123367,Male,Loyal Customer,30,Business travel,Business,1615,1,1,1,1,3,4,3,3,4,5,5,3,5,3,1,0,satisfied
11032,108601,Male,Loyal Customer,60,Business travel,Business,3088,5,3,5,5,3,4,5,4,4,4,4,5,4,4,8,0,satisfied
11033,101266,Male,Loyal Customer,59,Personal Travel,Eco,2176,4,3,4,3,4,4,4,4,1,1,3,2,3,4,0,2,neutral or dissatisfied
11034,6206,Female,Loyal Customer,45,Business travel,Business,462,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0,satisfied
11035,9091,Female,Loyal Customer,45,Personal Travel,Eco,160,1,4,1,2,3,4,4,1,1,1,1,3,1,3,0,0,neutral or dissatisfied
11036,51632,Female,Loyal Customer,18,Business travel,Business,2420,1,0,0,4,3,0,2,3,4,1,4,3,3,3,1,0,neutral or dissatisfied
11037,19235,Female,Loyal Customer,28,Business travel,Business,2773,1,1,1,1,5,5,5,5,3,2,4,1,4,5,0,0,satisfied
11038,36686,Female,Loyal Customer,12,Personal Travel,Eco,1091,1,5,1,3,1,1,1,1,5,5,4,4,3,1,0,1,neutral or dissatisfied
11039,24751,Male,disloyal Customer,38,Business travel,Eco,447,5,5,5,3,4,5,4,4,4,3,5,5,4,4,0,0,satisfied
11040,16738,Female,Loyal Customer,46,Personal Travel,Eco,1167,3,5,3,2,5,4,1,5,5,3,5,1,5,4,6,27,neutral or dissatisfied
11041,29747,Male,disloyal Customer,28,Business travel,Business,571,4,4,4,1,5,4,3,5,3,4,5,4,4,5,86,76,satisfied
11042,23844,Female,disloyal Customer,34,Business travel,Business,552,3,3,3,4,1,3,1,1,5,2,4,5,5,1,0,0,neutral or dissatisfied
11043,115769,Female,Loyal Customer,30,Business travel,Business,3156,3,5,1,1,3,3,3,3,1,5,3,2,3,3,0,0,neutral or dissatisfied
11044,26323,Male,Loyal Customer,24,Personal Travel,Eco,892,3,5,3,4,2,3,1,2,5,2,4,4,4,2,6,11,neutral or dissatisfied
11045,93926,Female,Loyal Customer,26,Business travel,Business,507,1,1,1,1,4,4,4,4,3,2,4,5,4,4,0,0,satisfied
11046,38130,Male,Loyal Customer,31,Business travel,Business,1237,5,5,5,5,2,2,2,2,3,3,5,4,4,2,3,0,satisfied
11047,92324,Female,Loyal Customer,45,Business travel,Business,2486,5,5,5,5,4,4,4,5,5,3,4,4,3,4,6,40,satisfied
11048,60391,Female,Loyal Customer,59,Business travel,Business,1076,1,1,1,1,5,1,1,1,1,1,1,2,1,4,0,0,neutral or dissatisfied
11049,12067,Male,Loyal Customer,40,Personal Travel,Eco,351,4,4,3,3,5,3,5,5,4,4,4,5,5,5,59,56,neutral or dissatisfied
11050,100731,Male,disloyal Customer,20,Business travel,Eco,328,1,3,1,4,1,1,1,1,1,3,4,4,4,1,25,21,neutral or dissatisfied
11051,81208,Female,Loyal Customer,35,Business travel,Business,1426,5,5,3,5,5,5,4,2,2,2,2,5,2,3,1,0,satisfied
11052,29905,Female,disloyal Customer,25,Business travel,Eco,503,2,4,2,2,3,2,3,3,3,3,4,2,4,3,7,17,neutral or dissatisfied
11053,50664,Female,Loyal Customer,48,Personal Travel,Eco,89,3,2,3,3,3,3,3,5,5,3,5,1,5,2,103,104,neutral or dissatisfied
11054,7392,Female,Loyal Customer,34,Business travel,Business,522,3,3,5,3,2,4,4,2,2,2,2,5,2,4,0,0,satisfied
11055,88289,Male,Loyal Customer,45,Business travel,Business,3759,3,3,3,3,5,4,4,4,4,4,4,3,4,4,1,0,satisfied
11056,60424,Male,disloyal Customer,25,Business travel,Business,862,2,0,2,2,3,2,3,3,4,2,5,3,5,3,2,0,neutral or dissatisfied
11057,56818,Male,disloyal Customer,35,Business travel,Eco,1605,2,2,2,2,3,2,4,3,1,1,2,4,3,3,114,104,neutral or dissatisfied
11058,105193,Male,Loyal Customer,36,Business travel,Business,1858,1,1,1,1,2,4,4,5,5,5,5,3,5,4,14,0,satisfied
11059,52755,Female,Loyal Customer,55,Business travel,Business,1874,2,2,2,2,5,5,4,5,5,5,5,3,5,5,10,0,satisfied
11060,90491,Female,Loyal Customer,42,Business travel,Business,250,2,2,2,2,5,5,4,4,4,4,4,5,4,5,0,4,satisfied
11061,29685,Male,Loyal Customer,40,Personal Travel,Eco Plus,1448,3,3,3,3,4,3,4,4,1,4,3,1,4,4,1,0,neutral or dissatisfied
11062,43920,Male,Loyal Customer,37,Personal Travel,Eco,174,4,3,4,3,2,4,2,2,2,3,3,1,3,2,0,0,neutral or dissatisfied
11063,59481,Male,Loyal Customer,29,Business travel,Business,2831,2,3,3,3,2,2,2,2,1,5,2,3,2,2,0,0,neutral or dissatisfied
11064,78161,Male,disloyal Customer,40,Business travel,Business,259,4,4,4,2,2,4,2,2,5,2,4,3,5,2,0,0,neutral or dissatisfied
11065,121832,Male,Loyal Customer,43,Business travel,Business,1570,3,3,3,3,5,4,4,5,5,5,5,4,5,3,0,0,satisfied
11066,41237,Male,Loyal Customer,52,Business travel,Eco,1530,4,3,3,3,3,4,3,3,5,2,2,1,4,3,25,18,satisfied
11067,105175,Male,Loyal Customer,25,Personal Travel,Eco,277,4,1,4,3,2,4,2,2,4,2,3,1,4,2,3,0,neutral or dissatisfied
11068,63195,Male,disloyal Customer,65,Business travel,Business,337,4,4,4,5,4,4,4,4,5,4,5,5,5,4,0,1,satisfied
11069,73115,Female,Loyal Customer,8,Personal Travel,Eco,2174,0,1,0,4,4,0,4,4,2,1,3,3,4,4,1,0,satisfied
11070,10140,Male,Loyal Customer,14,Business travel,Business,1201,2,2,2,2,4,4,4,4,4,2,5,4,5,4,5,1,satisfied
11071,20140,Male,Loyal Customer,45,Personal Travel,Eco Plus,416,3,4,3,1,3,3,3,3,4,5,1,1,5,3,23,35,neutral or dissatisfied
11072,6159,Male,Loyal Customer,72,Business travel,Eco,501,1,1,1,1,1,1,1,1,3,4,3,1,3,1,10,10,neutral or dissatisfied
11073,76729,Male,disloyal Customer,38,Business travel,Eco Plus,116,2,2,2,4,3,2,3,3,2,3,4,2,3,3,8,6,neutral or dissatisfied
11074,120243,Male,Loyal Customer,61,Personal Travel,Eco,1496,3,2,3,4,3,3,3,3,4,1,4,1,3,3,0,0,neutral or dissatisfied
11075,49453,Female,Loyal Customer,45,Business travel,Business,250,1,1,1,1,2,2,4,5,5,5,5,2,5,2,0,0,satisfied
11076,15902,Female,Loyal Customer,23,Business travel,Eco Plus,378,4,4,4,4,4,4,5,4,1,1,4,1,3,4,2,0,satisfied
11077,74082,Male,Loyal Customer,24,Business travel,Business,592,5,5,5,5,5,5,5,5,3,4,4,4,5,5,0,0,satisfied
11078,48138,Male,disloyal Customer,36,Business travel,Business,236,2,2,2,2,3,2,3,3,4,2,4,4,4,3,0,0,neutral or dissatisfied
11079,51276,Female,disloyal Customer,24,Business travel,Eco,109,3,1,3,3,2,3,2,2,2,2,3,3,4,2,0,5,neutral or dissatisfied
11080,90836,Female,disloyal Customer,32,Business travel,Eco,442,3,3,3,4,3,3,3,3,4,3,3,4,3,3,26,30,neutral or dissatisfied
11081,103205,Male,Loyal Customer,63,Business travel,Business,1482,4,1,2,1,1,3,3,4,4,4,4,1,4,4,83,96,neutral or dissatisfied
11082,62011,Female,Loyal Customer,33,Business travel,Business,2475,1,1,1,1,2,4,5,5,5,5,5,3,5,3,3,0,satisfied
11083,27920,Female,Loyal Customer,65,Personal Travel,Eco,689,2,5,2,2,1,4,1,3,3,2,3,5,3,1,0,0,neutral or dissatisfied
11084,104065,Female,Loyal Customer,72,Business travel,Business,3325,2,2,4,2,3,5,4,5,5,5,5,4,5,3,0,0,satisfied
11085,30763,Male,Loyal Customer,23,Personal Travel,Eco,683,5,5,5,2,4,5,4,4,3,5,5,3,4,4,9,6,satisfied
11086,28098,Male,Loyal Customer,31,Business travel,Business,569,5,5,5,5,4,4,4,4,2,3,4,2,4,4,16,5,satisfied
11087,19779,Female,Loyal Customer,35,Business travel,Eco,578,5,4,4,4,5,5,5,5,3,5,3,1,5,5,0,1,satisfied
11088,2736,Male,Loyal Customer,32,Business travel,Business,2613,2,2,2,2,5,5,5,5,4,4,4,5,4,5,1,0,satisfied
11089,99085,Female,Loyal Customer,46,Business travel,Eco,453,2,4,1,4,2,3,4,2,2,2,2,4,2,4,73,60,neutral or dissatisfied
11090,10013,Female,Loyal Customer,41,Business travel,Business,3946,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0,satisfied
11091,89207,Male,Loyal Customer,14,Personal Travel,Eco,2139,2,5,2,1,1,2,1,1,5,2,5,3,4,1,16,7,neutral or dissatisfied
11092,119215,Male,Loyal Customer,26,Personal Travel,Eco,331,4,2,4,3,3,4,3,3,3,1,4,2,3,3,0,0,satisfied
11093,110272,Female,Loyal Customer,41,Business travel,Business,798,3,4,4,4,4,4,4,3,3,3,3,2,3,2,17,13,neutral or dissatisfied
11094,67108,Female,Loyal Customer,44,Business travel,Eco,1121,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
11095,70054,Male,Loyal Customer,19,Personal Travel,Eco,583,4,5,4,3,3,4,3,3,3,5,4,5,5,3,0,0,neutral or dissatisfied
11096,118153,Female,Loyal Customer,33,Business travel,Business,1440,3,3,3,3,4,4,5,5,5,5,5,5,5,5,15,5,satisfied
11097,52658,Male,Loyal Customer,64,Personal Travel,Eco,119,5,1,5,3,1,5,3,1,4,1,4,4,4,1,0,0,satisfied
11098,45569,Female,disloyal Customer,21,Business travel,Eco,556,3,0,3,1,3,3,3,3,3,2,2,5,5,3,58,70,neutral or dissatisfied
11099,12862,Male,Loyal Customer,46,Business travel,Eco Plus,489,3,3,3,3,3,3,3,3,1,3,4,2,4,3,12,6,neutral or dissatisfied
11100,57201,Female,Loyal Customer,39,Business travel,Business,1514,2,2,2,2,5,4,5,4,4,4,4,4,4,3,14,3,satisfied
11101,3477,Female,Loyal Customer,52,Business travel,Business,990,3,3,3,3,5,4,5,5,5,5,5,5,5,5,0,0,satisfied
11102,107208,Male,Loyal Customer,20,Personal Travel,Eco,668,4,4,4,3,1,4,1,1,4,4,5,5,4,1,5,0,satisfied
11103,79857,Male,Loyal Customer,43,Business travel,Eco,1035,3,2,2,2,3,3,3,3,2,1,3,2,4,3,54,53,neutral or dissatisfied
11104,36856,Male,Loyal Customer,37,Business travel,Business,3110,4,4,2,4,2,3,3,4,4,4,4,2,4,5,5,22,satisfied
11105,92945,Female,Loyal Customer,12,Personal Travel,Eco,151,4,5,4,1,2,4,4,2,4,2,4,5,5,2,4,0,neutral or dissatisfied
11106,74450,Male,Loyal Customer,40,Business travel,Business,1548,2,2,2,2,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
11107,76937,Male,Loyal Customer,40,Personal Travel,Eco,1823,2,5,2,2,5,2,5,5,3,4,4,5,5,5,0,0,neutral or dissatisfied
11108,17331,Female,disloyal Customer,36,Business travel,Eco Plus,403,2,1,1,3,1,1,1,1,1,1,3,3,3,1,37,58,neutral or dissatisfied
11109,122056,Female,Loyal Customer,39,Business travel,Eco,130,2,1,1,1,2,3,2,2,4,1,4,4,3,2,9,5,neutral or dissatisfied
11110,42192,Female,Loyal Customer,43,Business travel,Eco,748,4,5,5,5,3,4,4,4,4,4,4,5,4,1,0,6,satisfied
11111,13637,Male,Loyal Customer,60,Business travel,Business,835,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,0,satisfied
11112,5640,Female,disloyal Customer,24,Business travel,Business,299,4,0,4,4,2,4,2,2,3,5,4,4,5,2,0,0,satisfied
11113,79636,Female,disloyal Customer,26,Business travel,Business,760,4,4,4,3,1,4,1,1,4,2,4,5,5,1,0,0,neutral or dissatisfied
11114,66031,Female,Loyal Customer,42,Business travel,Business,1345,3,3,3,3,4,5,5,5,5,5,5,4,5,3,0,3,satisfied
11115,123888,Male,Loyal Customer,70,Personal Travel,Eco,544,2,3,3,3,3,3,3,3,3,1,2,2,2,3,0,20,neutral or dissatisfied
11116,74879,Male,Loyal Customer,58,Business travel,Business,2475,5,5,2,5,4,4,5,5,5,5,5,5,5,4,0,0,satisfied
11117,49066,Female,Loyal Customer,47,Business travel,Business,3070,1,1,1,1,2,5,3,4,4,5,4,4,4,5,6,1,satisfied
11118,39364,Female,disloyal Customer,35,Business travel,Eco,896,1,1,1,3,4,1,4,4,1,3,3,1,3,4,0,0,neutral or dissatisfied
11119,49275,Female,disloyal Customer,25,Business travel,Eco,86,2,0,1,3,1,1,1,1,5,1,4,4,2,1,0,0,neutral or dissatisfied
11120,90793,Male,Loyal Customer,50,Business travel,Business,271,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0,satisfied
11121,90877,Female,Loyal Customer,65,Business travel,Eco,581,4,1,1,1,4,4,4,3,3,4,3,2,3,1,0,0,neutral or dissatisfied
11122,87348,Male,Loyal Customer,50,Business travel,Business,3973,1,1,1,1,3,4,5,3,3,3,3,5,3,5,31,17,satisfied
11123,34774,Male,disloyal Customer,55,Business travel,Eco,301,4,0,5,2,5,5,5,5,5,1,5,1,4,5,0,10,satisfied
11124,33195,Female,Loyal Customer,47,Business travel,Eco Plus,163,5,2,5,2,1,2,1,5,5,5,5,4,5,5,0,0,satisfied
11125,28409,Female,disloyal Customer,29,Business travel,Eco Plus,1489,2,2,2,4,4,2,4,4,3,1,3,2,3,4,0,47,neutral or dissatisfied
11126,13771,Male,Loyal Customer,29,Business travel,Business,2898,2,2,2,2,4,4,4,4,5,5,4,4,3,4,0,0,satisfied
11127,116199,Female,Loyal Customer,31,Personal Travel,Eco,417,3,1,3,2,1,3,1,1,1,4,2,4,3,1,38,28,neutral or dissatisfied
11128,27942,Female,Loyal Customer,44,Business travel,Eco,1774,4,5,5,5,1,3,2,4,4,4,4,5,4,3,0,2,satisfied
11129,188,Male,disloyal Customer,20,Business travel,Business,213,4,2,4,1,5,4,5,5,4,4,5,5,5,5,0,0,satisfied
11130,109598,Female,disloyal Customer,16,Business travel,Eco,861,3,3,3,3,1,3,1,1,4,5,4,4,4,1,48,56,neutral or dissatisfied
11131,112611,Female,Loyal Customer,19,Business travel,Business,1632,3,3,3,3,4,4,4,4,1,1,4,3,4,4,1,0,satisfied
11132,128933,Male,Loyal Customer,54,Business travel,Business,3808,1,1,3,1,3,4,4,5,5,5,5,3,5,5,0,0,satisfied
11133,39024,Male,Loyal Customer,48,Personal Travel,Eco,230,0,5,0,2,4,0,4,4,4,2,5,4,4,4,0,12,satisfied
11134,6739,Female,Loyal Customer,8,Personal Travel,Eco Plus,268,2,4,2,1,2,2,2,2,3,5,4,3,4,2,33,28,neutral or dissatisfied
11135,129146,Female,disloyal Customer,28,Business travel,Business,679,2,2,2,1,1,2,1,1,3,3,5,3,5,1,0,0,neutral or dissatisfied
11136,98426,Male,Loyal Customer,11,Personal Travel,Eco,1910,4,5,4,3,2,4,2,2,4,5,4,3,5,2,6,5,satisfied
11137,9546,Male,Loyal Customer,60,Business travel,Business,228,3,3,3,3,5,4,4,4,4,4,4,3,4,3,35,24,satisfied
11138,35804,Female,disloyal Customer,37,Business travel,Business,937,1,1,1,4,1,1,1,1,1,4,4,2,3,1,0,29,neutral or dissatisfied
11139,79115,Male,Loyal Customer,19,Personal Travel,Eco,356,3,4,3,3,4,3,4,4,3,4,5,5,4,4,0,0,neutral or dissatisfied
11140,1586,Male,Loyal Customer,32,Business travel,Business,2858,2,2,2,2,2,2,2,2,4,3,2,1,3,2,34,31,neutral or dissatisfied
11141,56618,Male,Loyal Customer,44,Business travel,Business,997,1,1,1,1,5,4,5,5,5,5,5,5,5,5,0,2,satisfied
11142,44941,Female,Loyal Customer,53,Business travel,Eco,397,5,1,1,1,4,3,2,5,5,5,5,5,5,1,0,0,satisfied
11143,92787,Male,Loyal Customer,56,Business travel,Business,1671,1,1,1,1,3,4,5,3,3,2,3,4,3,5,0,0,satisfied
11144,1194,Female,Loyal Customer,51,Personal Travel,Eco,158,3,5,3,2,4,4,5,4,4,3,1,3,4,3,0,0,neutral or dissatisfied
11145,99808,Male,Loyal Customer,9,Personal Travel,Eco,584,3,5,3,1,1,3,2,1,5,4,2,3,1,1,0,0,neutral or dissatisfied
11146,4340,Female,Loyal Customer,33,Business travel,Business,1532,3,4,4,4,4,4,3,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
11147,120128,Male,Loyal Customer,44,Business travel,Business,1576,1,1,1,1,2,4,4,4,4,4,4,3,4,5,53,45,satisfied
11148,60706,Male,Loyal Customer,38,Business travel,Business,1605,5,5,5,5,2,3,4,5,5,5,5,3,5,4,1,0,satisfied
11149,105753,Female,Loyal Customer,57,Business travel,Eco,842,5,2,2,2,3,3,4,5,5,5,5,2,5,4,16,1,satisfied
11150,100231,Female,Loyal Customer,60,Business travel,Business,3794,3,3,3,3,1,3,2,3,3,3,3,3,3,3,10,1,neutral or dissatisfied
11151,112495,Male,Loyal Customer,30,Personal Travel,Eco,967,4,5,4,2,5,4,5,5,4,4,4,4,4,5,58,56,neutral or dissatisfied
11152,2405,Male,Loyal Customer,47,Business travel,Business,2367,2,5,3,5,3,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
11153,63769,Male,Loyal Customer,40,Business travel,Business,1721,1,1,1,1,2,5,5,4,4,5,4,3,4,4,0,0,satisfied
11154,28289,Male,Loyal Customer,51,Business travel,Business,954,1,5,1,1,4,5,5,5,5,5,5,3,5,5,0,0,satisfied
11155,122007,Female,Loyal Customer,33,Business travel,Business,1820,2,4,4,4,1,4,3,1,1,1,2,3,1,1,23,19,neutral or dissatisfied
11156,80008,Male,Loyal Customer,42,Personal Travel,Eco,1010,2,3,2,2,5,2,5,5,4,2,4,3,5,5,0,0,neutral or dissatisfied
11157,95889,Male,Loyal Customer,44,Personal Travel,Eco,580,2,5,2,4,2,2,2,2,4,1,4,2,5,2,38,24,neutral or dissatisfied
11158,84362,Female,Loyal Customer,46,Business travel,Business,3704,2,4,5,5,5,4,3,2,2,2,2,4,2,3,0,0,neutral or dissatisfied
11159,113767,Male,Loyal Customer,67,Personal Travel,Eco,488,2,0,5,2,3,5,3,3,3,5,5,4,4,3,13,19,neutral or dissatisfied
11160,126845,Female,Loyal Customer,57,Business travel,Business,2077,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0,satisfied
11161,125803,Male,disloyal Customer,34,Business travel,Business,861,1,0,0,3,1,0,1,1,4,3,5,4,4,1,0,0,neutral or dissatisfied
11162,53272,Female,disloyal Customer,25,Business travel,Eco,921,5,5,5,2,5,5,5,5,4,4,4,2,3,5,8,13,satisfied
11163,28606,Male,Loyal Customer,27,Business travel,Business,2349,1,1,5,1,4,4,4,4,2,1,3,1,5,4,0,0,satisfied
11164,98512,Male,Loyal Customer,47,Business travel,Eco,402,2,4,4,4,2,2,2,2,2,1,4,2,3,2,2,0,neutral or dissatisfied
11165,51128,Female,Loyal Customer,39,Personal Travel,Eco,78,3,1,3,4,4,3,4,4,4,4,4,4,3,4,5,2,neutral or dissatisfied
11166,6207,Female,Loyal Customer,30,Business travel,Business,462,5,5,5,5,2,2,2,2,5,2,4,3,4,2,24,29,satisfied
11167,30988,Male,Loyal Customer,39,Business travel,Eco Plus,1476,4,1,1,1,4,4,4,4,1,4,3,5,5,4,0,0,satisfied
11168,30666,Female,disloyal Customer,29,Business travel,Eco Plus,770,1,0,0,3,3,0,3,3,4,5,4,2,3,3,42,41,neutral or dissatisfied
11169,61868,Male,Loyal Customer,43,Business travel,Business,2254,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
11170,121282,Female,Loyal Customer,31,Personal Travel,Eco Plus,2075,2,3,3,3,3,3,3,3,1,3,3,2,4,3,0,0,neutral or dissatisfied
11171,107321,Female,disloyal Customer,20,Business travel,Eco Plus,307,3,2,3,1,3,4,4,1,2,2,1,4,4,4,71,138,neutral or dissatisfied
11172,6782,Male,Loyal Customer,58,Business travel,Business,235,4,4,4,4,2,5,4,5,5,4,5,4,5,5,106,92,satisfied
11173,43667,Male,Loyal Customer,68,Business travel,Eco,695,1,3,3,3,1,1,1,1,3,4,2,1,2,1,0,0,neutral or dissatisfied
11174,92490,Male,Loyal Customer,35,Business travel,Eco,1947,4,4,4,4,4,5,4,4,3,3,3,1,4,4,0,0,satisfied
11175,5573,Female,disloyal Customer,21,Personal Travel,Eco,501,3,5,3,3,1,3,1,1,5,2,5,5,4,1,0,0,neutral or dissatisfied
11176,99260,Male,disloyal Customer,25,Business travel,Business,833,0,0,0,1,3,0,3,3,5,3,5,5,5,3,33,33,satisfied
11177,82748,Female,disloyal Customer,34,Business travel,Business,409,3,3,3,1,2,3,2,2,5,4,5,3,4,2,0,0,neutral or dissatisfied
11178,89135,Male,Loyal Customer,19,Business travel,Business,1947,2,5,5,5,2,2,2,2,2,3,4,2,4,2,0,10,neutral or dissatisfied
11179,72729,Female,Loyal Customer,17,Business travel,Eco Plus,1121,5,5,5,5,5,5,4,5,5,4,5,1,5,5,0,0,satisfied
11180,70774,Male,Loyal Customer,48,Business travel,Business,3510,3,3,3,3,5,5,4,5,5,5,5,4,5,4,0,6,satisfied
11181,109963,Female,Loyal Customer,23,Personal Travel,Eco,1053,3,1,3,4,2,3,2,2,3,5,4,3,4,2,1,0,neutral or dissatisfied
11182,40952,Female,Loyal Customer,48,Business travel,Business,1846,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
11183,94267,Male,Loyal Customer,48,Business travel,Business,2121,3,3,3,3,4,4,4,4,4,4,4,3,4,4,8,8,satisfied
11184,57268,Female,Loyal Customer,47,Business travel,Eco,628,2,2,2,2,3,3,3,2,2,2,2,2,2,1,53,33,neutral or dissatisfied
11185,129485,Female,Loyal Customer,37,Business travel,Business,2004,2,1,1,1,3,3,3,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
11186,47289,Female,Loyal Customer,26,Business travel,Business,3374,3,3,3,3,5,5,5,5,3,4,3,1,3,5,0,6,satisfied
11187,128687,Female,Loyal Customer,28,Personal Travel,Eco,2442,2,5,2,1,2,3,3,5,4,3,4,3,4,3,116,127,neutral or dissatisfied
11188,9207,Female,Loyal Customer,46,Business travel,Business,2103,1,5,4,5,1,2,2,3,3,3,1,1,3,3,12,2,neutral or dissatisfied
11189,101897,Female,Loyal Customer,41,Business travel,Business,2173,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,8,neutral or dissatisfied
11190,79989,Female,Loyal Customer,54,Personal Travel,Eco,950,2,2,2,3,3,3,3,4,4,2,4,1,4,3,0,20,neutral or dissatisfied
11191,67173,Male,Loyal Customer,31,Personal Travel,Eco,964,2,4,2,4,3,2,5,3,5,3,4,5,4,3,94,86,neutral or dissatisfied
11192,12802,Male,Loyal Customer,23,Business travel,Business,3111,2,2,2,2,4,4,4,4,2,5,3,5,1,4,8,5,satisfied
11193,119309,Female,Loyal Customer,38,Business travel,Business,214,4,4,4,4,4,5,4,4,4,4,5,3,4,4,0,0,satisfied
11194,129307,Female,Loyal Customer,67,Personal Travel,Business,2475,3,4,3,2,3,4,2,3,3,3,3,3,3,2,0,0,neutral or dissatisfied
