flight_id,airline,aircraft_model,manufacture_year,flight_hours,cycles,passengers_capacity,actual_passengers,crew_count,fuel_capacity_gallons,fuel_used_gallons,distance_miles,incident_type,maintenance_score,delay_minutes,revenue_usd
FL01627,Allegiant,Boeing 787,2017,29060,19196,300,87,8,6000,3900.8,2196.3,None,83.6,-10,224512.43
FL01628,United,Airbus A350,2012,22885,12279,250,250,11,8000,6589.0,3986.6,None,91.5,-10,100538.68
FL01629,United,Boeing 757,2014,12917,17006,200,200,4,25000,12087.8,884.7,None,77.8,-10,49851.98
FL01630,Allegiant,Boeing 777,2006,31506,7755,180,180,5,10000,9500.0,4099.3,None,99.8,20,99637.19
FL01631,Spirit,Boeing 757,2017,23556,13944,180,180,10,8000,7600.0,4328.7,None,87.0,40,185769.5
FL01632,Delta,Boeing 737,1998,23877,12330,150,150,4,20000,19000.0,3634.3,None,91.0,7,343120.1
FL01633,Frontier,Embraer E175,2017,21014,664,180,180,4,15000,14250.0,4535.4,None,96.9,-10,36335.23
FL01634,American,Boeing 777,2010,29653,4100,180,180,7,20000,8222.0,1002.5,None,75.0,13,82024.12
FL01635,Alaska,Boeing 777,2017,23648,16759,200,200,8,8000,7600.0,2487.1,None,99.4,27,225138.62
FL01636,Hawaiian,Airbus A320,2010,37365,15772,200,200,4,6000,5700.0,3176.5,None,84.0,43,116962.07
FL01637,Alaska,Boeing 757,1995,40801,20174,250,248,9,15000,8750.2,3061.7,None,83.5,30,302598.94
FL01638,Hawaiian,Airbus A350,2016,6827,15260,150,150,10,15000,14250.0,4333.0,None,78.6,9,61704.69
FL01639,Spirit,Airbus A320,2019,45024,16792,180,180,11,8000,7600.0,1235.3,None,96.5,17,337657.77
FL01640,Hawaiian,Boeing 777,1996,32527,3827,250,179,11,25000,23750.0,1043.1,None,96.8,-9,320645.59
FL01641,United,Boeing 777,1997,16792,5956,150,150,4,25000,6532.0,1416.2,None,75.5,21,312322.23
FL01642,Frontier,Boeing 777,2020,31725,1771,350,171,5,20000,6020.7,4479.4,None,76.4,24,72978.13
FL01643,Frontier,Airbus A330,2015,25018,17783,180,93,8,8000,7600.0,4716.9,None,98.0,-10,125381.2
FL01644,United,Boeing 757,2019,41495,20130,180,180,8,15000,14250.0,2934.2,None,78.1,8,284372.44
FL01645,Southwest,Embraer E175,2014,41236,3946,200,200,11,8000,6592.3,2606.6,None,90.5,35,285615.7
FL01646,Spirit,Embraer E175,2011,49390,20694,300,300,4,15000,14250.0,3105.9,None,90.5,-8,251233.76
FL01647,Southwest,Airbus A320,2014,49445,6991,150,66,8,20000,14172.3,3158.3,None,96.7,-10,165097.05
FL01648,Southwest,Boeing 777,2016,15677,13514,180,180,5,6000,5700.0,1017.5,None,89.3,4,119382.41
FL01649,Alaska,Embraer E175,2015,19719,20242,150,58,11,6000,5700.0,3494.8,None,85.9,27,337590.91
FL01650,Allegiant,Boeing 787,2023,46340,5296,250,250,10,8000,7600.0,2371.3,None,99.4,13,61652.86
FL01651,Alaska,Boeing 757,1995,33810,8434,250,250,5,15000,3898.4,2683.4,Bird Strike,80.7,6,29657.61
FL01652,Allegiant,Embraer E175,2014,37488,20279,300,108,5,6000,5700.0,345.5,None,81.6,-10,18058.72
FL01653,American,Airbus A350,2000,16295,19011,180,180,9,15000,10642.3,3869.9,None,77.1,-10,274634.01
FL01654,Hawaiian,Boeing 757,2023,27789,15419,200,168,7,20000,4292.4,4210.1,None,99.4,9,33996.22
FL01655,Allegiant,Airbus A350,2009,11254,16525,180,90,4,8000,7600.0,3173.2,Technical,92.7,4,195445.61
FL01656,United,Embraer E175,2020,39221,20668,150,150,10,15000,14250.0,3793.9,None,75.3,22,138042.97
FL01657,Alaska,Boeing 787,2020,29512,23026,350,57,11,8000,7600.0,2709.0,None,92.6,14,64214.14
FL01658,Spirit,Airbus A350,2008,21441,13694,250,232,8,15000,14250.0,3168.1,None,85.1,-10,263099.49
FL01659,Hawaiian,Airbus A330,2014,32118,11158,150,150,5,25000,16144.6,2093.9,None,99.2,10,33427.29
FL01660,American,Embraer E175,2009,9245,8178,300,230,11,25000,22368.8,4001.0,None,81.9,7,121661.94
FL01661,Allegiant,Airbus A330,2008,42362,17509,250,121,4,15000,3750.5,2447.7,None,92.8,-10,203334.06
FL01662,American,Embraer E175,2019,46430,18947,200,162,10,20000,19000.0,3465.0,None,90.7,-3,149809.27
FL01663,Spirit,Boeing 737,2015,22323,8218,250,156,10,8000,7600.0,3182.9,None,75.3,6,101814.65
FL01664,Southwest,Boeing 737,2018,2980,6911,350,339,4,10000,4041.3,3571.1,None,97.1,3,325210.34
FL01665,Frontier,Boeing 737,2019,21371,9040,180,166,7,15000,14250.0,3969.0,None,78.5,11,326875.08
FL01666,Spirit,Airbus A350,2020,33413,13800,350,169,9,15000,13816.3,2661.0,None,91.6,7,154391.67
FL01667,JetBlue,Airbus A330,1999,47000,17038,350,196,8,25000,17522.2,4102.7,None,94.4,12,146904.38
FL01668,Spirit,Airbus A330,2000,13404,3029,180,180,9,6000,4628.2,2586.8,None,90.8,8,117973.99
FL01669,American,Airbus A330,2011,34795,23574,250,250,10,25000,19910.9,4791.8,None,77.4,5,301678.32
FL01670,United,Boeing 787,2005,30325,7115,300,152,8,8000,5927.5,3812.8,None,99.4,8,205251.62
FL01671,Alaska,Airbus A330,2010,20636,4966,180,173,10,25000,11792.0,1021.5,None,80.9,-2,44989.94
FL01672,United,Boeing 787,2006,30931,23234,180,180,5,10000,9500.0,4182.0,None,90.7,-3,300862.44
FL01673,American,Boeing 737,2009,49256,647,200,200,5,20000,14771.2,2847.6,None,94.9,7,194186.9
FL01674,Alaska,Boeing 737,2017,11773,23754,250,158,4,10000,9500.0,4925.4,None,98.5,-10,154223.25
FL01675,JetBlue,Airbus A350,1998,22017,5672,180,99,8,20000,4012.2,3650.3,None,90.1,-2,128184.76
FL01676,Frontier,Embraer E175,2021,27929,18311,300,154,8,10000,9500.0,605.1,None,81.5,-9,48307.91
FL01677,Hawaiian,Boeing 737,2012,15472,12214,150,76,10,25000,23717.5,2095.8,None,95.9,-10,335495.22
FL01678,American,Embraer E175,2015,26038,1749,250,250,9,10000,9500.0,2682.9,None,79.1,-1,263316.58
FL01679,Allegiant,Embraer E175,2022,2763,22214,200,200,5,25000,18063.2,4227.3,None,75.6,-10,59145.48
FL01680,American,Boeing 757,1997,47901,17150,350,322,6,25000,5211.2,3700.9,None,97.7,-1,186275.05
FL01681,American,Airbus A350,2016,9565,13479,180,180,4,8000,7600.0,1972.9,None,89.4,10,201117.69
FL01682,Alaska,Boeing 777,2002,3426,13846,300,81,11,25000,6923.8,3336.5,None,76.7,26,71242.73
FL01683,Delta,Boeing 777,2017,3759,4136,250,94,8,6000,5700.0,2969.2,None,89.5,49,158119.21
FL01684,Spirit,Airbus A320,1997,27694,715,300,300,7,10000,7945.9,805.1,None,78.6,-10,231324.95
FL01685,Delta,Boeing 757,2002,4863,24280,300,79,7,15000,8133.2,1327.3,None,75.8,-10,110143.54
FL01686,JetBlue,Airbus A350,2012,23221,23045,350,133,6,15000,14250.0,1837.4,None,77.9,-1,126089.0
FL01687,Allegiant,Airbus A320,2004,10928,14655,200,200,5,15000,9692.8,1138.3,None,94.4,8,55879.54
FL01688,Frontier,Airbus A320,2019,47688,17513,250,50,5,6000,5700.0,920.6,None,93.9,12,153435.62
FL01689,Southwest,Boeing 757,2014,11321,8469,180,180,5,25000,22905.7,479.3,None,90.1,-7,210592.19
FL01690,JetBlue,Boeing 777,2011,11311,15234,200,200,9,10000,9500.0,4390.9,None,80.2,-10,54036.06
FL01691,Southwest,Airbus A350,2002,13669,24774,180,112,10,20000,18784.8,1586.9,None,93.5,26,220952.76
FL01692,Southwest,Boeing 777,2017,31458,1119,150,150,7,20000,18783.2,1593.5,None,85.2,15,148260.73
FL01693,Frontier,Airbus A320,2005,37960,5313,300,250,5,8000,7600.0,1189.9,None,87.8,19,242191.06
FL01694,United,Airbus A350,2023,6122,16159,150,150,7,6000,3314.1,2481.9,None,97.4,1,120470.39
FL01695,Delta,Airbus A320,1999,45437,8001,300,201,6,10000,4156.0,2668.4,None,86.4,12,205447.24
FL01696,American,Airbus A330,2020,13615,12969,350,181,4,25000,8923.3,1199.8,None,90.7,-10,220288.95
FL01697,Hawaiian,Boeing 757,2007,6259,1413,200,163,10,15000,14250.0,3121.1,None,99.0,-10,246319.98
FL01698,Southwest,Embraer E175,2015,46091,4558,180,180,9,6000,5700.0,3670.4,Bird Strike,86.3,29,268574.56
FL01699,Allegiant,Airbus A350,2017,41313,1805,350,245,8,6000,5700.0,1994.4,None,89.0,6,60677.82
FL01700,JetBlue,Airbus A350,1999,21791,569,180,180,6,10000,3542.8,3010.2,None,89.6,42,338356.32
FL01701,United,Embraer E175,2018,25004,21897,200,200,10,25000,23750.0,2611.0,None,81.0,-10,297621.21
FL01702,Southwest,Airbus A320,2021,43890,11786,250,184,7,8000,7600.0,1138.6,None,93.4,56,203376.79
FL01703,United,Airbus A330,2007,3144,10564,150,150,6,25000,20702.1,3704.1,None,93.2,59,313270.22
FL01704,United,Boeing 787,2000,9712,14738,150,150,8,8000,6786.2,4047.0,None,80.3,-8,143115.04
FL01705,Southwest,Embraer E175,2023,5736,7283,180,180,10,8000,4320.9,3314.2,None,75.3,-4,26485.99
FL01706,Alaska,Boeing 757,1999,11693,1152,180,92,9,15000,10945.5,1754.7,None,100.0,30,258555.51
FL01707,Spirit,Boeing 777,2003,49047,647,180,106,11,15000,14250.0,4648.6,None,89.5,-6,331020.29
FL01708,Allegiant,Airbus A320,2021,2992,13997,200,191,4,10000,7637.3,2385.7,None,79.5,0,69221.31
FL01709,American,Embraer E175,2010,21772,19707,250,250,8,25000,6233.1,1476.2,None,82.1,-10,230697.77
FL01710,American,Embraer E175,1996,5912,12291,150,121,10,8000,7600.0,2159.5,None,90.4,-9,287497.56
FL01711,Allegiant,Airbus A350,1995,31185,5831,350,273,9,10000,9500.0,3522.0,None,78.4,7,318197.46
FL01712,Alaska,Boeing 777,2002,754,10847,300,76,7,8000,3263.5,4260.5,None,75.9,0,107636.8
FL01713,American,Boeing 777,2022,17243,6306,200,177,8,6000,5700.0,1911.6,None,95.0,-10,58125.83
FL01714,United,Boeing 757,2013,1898,23692,150,150,11,20000,9493.4,1316.6,None,92.9,34,98029.79
FL01715,Frontier,Boeing 777,2005,38027,10430,250,214,6,20000,10868.8,3207.2,None,82.7,37,208536.75
FL01716,JetBlue,Embraer E175,2022,29187,8830,200,200,5,8000,7600.0,4621.8,None,76.5,15,322773.97
FL01717,Delta,Boeing 787,2006,11718,6604,350,120,6,10000,9500.0,1079.8,None,87.2,8,210149.5
FL01718,American,Boeing 737,2006,8546,12714,150,150,7,15000,13814.4,4054.5,None,81.9,-10,323073.14
FL01719,Allegiant,Airbus A320,2001,21746,9649,200,200,10,25000,15229.6,2487.7,None,84.9,-4,272962.4
FL01720,Frontier,Boeing 737,2020,36691,15561,150,116,11,8000,7600.0,4037.7,None,81.8,27,215460.47
FL01721,Southwest,Embraer E175,2007,48967,24436,150,139,4,8000,7600.0,2626.6,None,79.4,17,22302.5
FL01722,Spirit,Boeing 737,2021,27300,4896,250,250,8,25000,18090.6,2011.2,None,84.7,14,126580.38
FL01723,Allegiant,Embraer E175,2002,29671,21232,300,277,10,15000,12247.5,3544.4,None,99.1,15,34248.95
FL01724,United,Boeing 737,2023,22638,6655,250,128,4,8000,5991.7,4523.0,None,81.7,26,122951.19
FL01725,Spirit,Boeing 777,2023,40655,10301,150,145,7,6000,5700.0,1737.2,None,83.4,23,35881.72
FL01726,JetBlue,Airbus A330,2016,44064,16093,200,200,8,15000,14250.0,2411.6,None,83.2,19,71218.31
FL01727,JetBlue,Boeing 777,2022,21000,12814,350,321,9,6000,5700.0,1301.1,None,87.0,-2,152579.78
FL01728,Alaska,Boeing 777,2020,22456,3036,250,206,9,20000,15349.2,1080.4,None,96.1,39,187486.39
FL01729,Hawaiian,Boeing 757,2003,23123,450,300,165,10,25000,7817.7,3933.9,None,85.1,-5,87742.47
FL01730,Alaska,Airbus A350,2001,39248,19289,150,67,6,15000,14250.0,1163.2,None,95.2,-10,260413.42
FL01731,Frontier,Airbus A350,2020,17492,10466,350,221,10,15000,10032.0,4007.9,None,77.9,-6,212772.15
FL01732,Spirit,Boeing 737,2015,20798,3462,250,65,6,10000,9500.0,2260.2,None,97.4,-10,246739.78
FL01733,Hawaiian,Embraer E175,2018,42570,16490,250,250,11,10000,9500.0,4976.2,None,79.6,17,260476.5
FL01734,Southwest,Boeing 757,2009,26635,24456,250,105,7,25000,8841.8,1147.2,None,76.0,5,258518.31
FL01735,United,Boeing 777,1996,35550,1925,250,128,9,15000,12931.5,646.3,None,79.0,28,328638.36
FL01736,Spirit,Boeing 757,2017,33857,20977,350,152,11,20000,19000.0,562.1,None,79.8,-10,94468.81
FL01737,Alaska,Boeing 737,2014,12576,4348,200,200,8,8000,7600.0,4210.0,Bird Strike,87.7,9,105502.14
FL01738,Delta,Airbus A350,2019,41314,3818,300,242,9,25000,14034.3,2301.3,None,86.2,0,46557.36
FL01739,Hawaiian,Airbus A330,2006,4811,5802,300,54,6,25000,17273.1,215.0,None,92.9,-2,213516.43
FL01740,Hawaiian,Airbus A320,1995,6579,21267,150,150,10,10000,9500.0,4398.9,None,76.3,-10,147387.15
FL01741,United,Boeing 737,2017,31490,12539,180,180,7,20000,6651.7,4409.2,None,87.4,6,181226.63
FL01742,American,Boeing 757,2016,13261,1403,200,149,9,25000,14868.2,4070.8,None,83.3,-10,71890.19
FL01743,JetBlue,Airbus A330,2002,32252,21421,150,150,11,20000,19000.0,1391.9,None,90.8,35,232435.18
FL01744,JetBlue,Airbus A320,1999,14735,6647,150,150,7,25000,23335.6,1989.2,None,76.1,18,222371.49
FL01745,Delta,Boeing 787,2009,40943,14741,250,135,11,10000,9500.0,3775.6,None,75.9,25,103702.78
FL01746,Frontier,Boeing 737,1995,30397,4361,180,81,9,8000,7600.0,2548.9,None,85.7,-10,170914.59
FL01747,Frontier,Boeing 737,1995,20936,15357,180,100,10,10000,9500.0,938.4,None,95.3,23,314590.81
FL01748,Southwest,Boeing 787,2019,24931,10844,200,128,4,25000,12294.7,1365.4,None,91.8,21,274122.18
FL01749,Spirit,Boeing 787,2004,1107,2984,180,180,10,20000,14583.3,4868.4,None,75.4,-3,91026.2
FL01750,Allegiant,Boeing 737,2016,26431,16456,150,150,9,6000,5430.0,924.9,None,79.5,1,309416.38
FL01751,American,Boeing 787,2004,40556,10444,180,155,6,10000,9500.0,3685.2,None,80.7,-10,37549.85
FL01752,Alaska,Boeing 777,2015,10863,17643,180,112,10,20000,12626.5,2494.5,None,85.6,-1,153666.07
FL01753,Allegiant,Airbus A320,2009,4008,8990,300,125,8,10000,9500.0,3793.3,None,89.7,16,41839.61
FL01754,Allegiant,Airbus A320,2011,27673,17238,150,130,6,25000,18931.6,3373.3,None,80.4,-8,324611.76
FL01755,Hawaiian,Airbus A320,2016,19287,8375,350,177,6,20000,15630.0,2308.0,None,84.6,6,28635.32
FL01756,Delta,Boeing 777,2000,12057,20850,180,180,6,8000,7600.0,1898.8,None,89.6,56,65665.5
FL01757,JetBlue,Embraer E175,1997,4479,10679,180,180,7,20000,6927.7,3820.9,None,84.6,-10,321538.38
FL01758,Southwest,Boeing 787,2007,28059,5191,250,234,5,15000,10303.1,1751.1,None,78.6,12,210022.81
FL01759,Frontier,Airbus A330,2010,16582,21402,180,180,5,6000,5700.0,3981.3,None,87.3,-10,281387.97
FL01760,Delta,Boeing 787,2002,27205,3721,180,120,4,25000,8523.8,3463.2,None,83.1,-10,20496.26
FL01761,Hawaiian,Boeing 737,2009,977,7342,300,203,11,20000,11964.6,2972.8,None,96.6,21,155396.85
FL01762,Alaska,Airbus A350,2011,48453,15488,150,150,11,25000,11122.2,1970.2,Weather,94.4,-3,344795.99
FL01763,Southwest,Boeing 757,2011,18352,23435,200,189,6,10000,9500.0,1184.4,None,79.8,37,209239.39
FL01764,Hawaiian,Boeing 757,2016,31434,12281,150,120,5,10000,9500.0,3610.0,None,78.8,16,299643.73
FL01765,JetBlue,Airbus A320,2020,19149,18532,250,95,4,20000,17686.8,638.5,None,83.7,-10,337792.42
FL01766,JetBlue,Boeing 787,2007,17872,14561,150,96,7,15000,10173.6,4858.6,None,85.3,-10,244488.57
FL01767,JetBlue,Airbus A330,2011,2737,11159,180,128,6,20000,12096.7,4898.0,None,98.3,19,124756.2
FL01768,Delta,Boeing 737,2000,7342,8494,250,198,8,8000,6010.4,825.1,None,82.5,-10,118383.32
FL01769,Delta,Boeing 777,2011,42125,21495,150,150,7,15000,6530.0,698.9,None,96.7,-10,38877.93
FL01770,Frontier,Embraer E175,2010,41481,15655,250,176,4,25000,6450.1,2181.0,None,87.6,-10,158303.65
FL01771,Frontier,Boeing 777,2008,35751,13076,200,168,7,20000,5742.3,4825.7,None,97.1,17,321655.45
FL01772,Alaska,Airbus A330,2007,34072,9371,150,150,8,25000,6771.2,2121.5,None,92.5,-10,175150.91
FL01773,Southwest,Boeing 737,2000,17028,19698,350,293,11,6000,5700.0,1946.3,None,92.7,12,320183.29
FL01774,United,Airbus A320,1997,28842,5485,180,152,7,15000,5348.8,3577.2,None,88.0,-10,288742.55
FL01775,United,Boeing 787,2008,11931,8543,250,86,4,20000,16445.5,1057.9,None,96.0,-10,344702.68
FL01776,Hawaiian,Boeing 737,2008,48332,6741,350,191,11,6000,5700.0,1944.0,None,81.4,19,332477.92
FL01777,JetBlue,Boeing 757,2009,19656,2813,350,86,11,20000,19000.0,1598.3,None,97.7,2,251671.9
FL01778,Southwest,Embraer E175,2002,25443,20439,300,57,11,8000,3957.7,3087.4,None,90.9,-9,306857.79
FL01779,Allegiant,Boeing 777,2023,22934,3291,250,250,8,10000,9500.0,981.2,None,86.0,-5,265606.03
FL01780,Delta,Embraer E175,2009,46862,3107,350,345,8,25000,21045.5,2833.8,Technical,99.6,-5,250637.16
FL01781,Spirit,Embraer E175,2016,39388,16984,300,156,11,20000,5828.2,4316.2,None,96.6,46,254712.46
FL01782,American,Airbus A330,2023,33522,5624,350,67,7,15000,14250.0,2668.0,None,94.3,10,256549.63
FL01783,Alaska,Airbus A330,2021,23305,5461,180,132,8,20000,15446.7,3480.8,None,81.8,8,142105.37
FL01784,JetBlue,Boeing 787,2007,18930,1637,200,200,10,20000,19000.0,561.2,None,99.3,-10,156893.41
FL01785,JetBlue,Airbus A330,2011,8512,10064,300,243,7,20000,19000.0,2355.2,Bird Strike,93.6,21,113513.84
FL01786,JetBlue,Airbus A330,2015,3766,5970,200,200,6,20000,17217.7,655.5,None,90.1,-10,64667.29
FL01787,Delta,Boeing 737,2018,37145,21694,250,250,8,15000,14250.0,3077.4,None,98.0,15,168578.54
FL01788,Delta,Boeing 757,1997,20886,11738,180,180,7,15000,7476.4,1549.1,None,79.1,15,316483.01
FL01789,American,Airbus A320,2022,5615,4459,300,300,6,20000,5451.8,1578.9,None,78.5,25,233173.68
FL01790,Allegiant,Boeing 787,2000,42073,5833,250,243,8,10000,9500.0,568.5,None,89.1,-10,33820.42
FL01791,Southwest,Boeing 737,1999,26727,762,350,207,6,20000,6918.2,1689.1,None,76.4,28,286751.98
FL01792,JetBlue,Airbus A320,2016,15298,5456,150,150,9,25000,5150.8,2632.1,None,91.6,12,328359.51
FL01793,United,Embraer E175,2020,4085,24424,250,83,8,25000,9348.9,3006.4,None,81.0,-10,292856.52
FL01794,Frontier,Boeing 737,2011,46003,23854,200,151,9,15000,14250.0,520.0,None,78.0,-10,258726.37
FL01795,United,Airbus A350,2017,41035,12091,180,176,4,25000,3360.1,3327.0,None,85.2,-3,65290.33
FL01796,Hawaiian,Boeing 737,2019,29575,23277,180,180,4,25000,9145.4,2546.6,None,86.6,9,131914.96
FL01797,United,Airbus A330,1996,40316,2483,250,250,7,8000,7600.0,2777.2,None,79.3,-10,204371.11
FL01798,Hawaiian,Airbus A320,2020,19503,3351,350,228,5,20000,13722.0,4197.4,None,76.0,-10,40748.36
FL01799,Spirit,Boeing 787,2009,3781,16704,150,129,9,20000,6813.1,1842.7,None,85.4,-10,50600.52
FL01800,Frontier,Boeing 787,1999,26119,11636,200,190,9,20000,19000.0,1035.4,None,94.0,-4,327975.06
FL01801,United,Airbus A320,2020,27686,17513,250,80,4,20000,15156.3,2848.7,None,96.9,-10,250401.55
FL01802,Spirit,Airbus A330,2014,49824,5372,250,112,9,6000,5700.0,4736.1,None,77.4,48,107154.16
FL01803,Alaska,Boeing 777,2000,42392,13982,180,97,5,20000,3185.3,2685.8,None,88.1,22,124665.7
FL01804,Southwest,Boeing 737,2000,37621,5307,200,136,11,15000,13200.0,4193.2,None,81.6,-10,143783.82
FL01805,Spirit,Airbus A330,2021,39950,13783,150,110,6,15000,14250.0,3833.8,None,84.4,-10,40148.88
FL01806,Southwest,Airbus A350,2012,36870,24416,180,180,6,6000,5700.0,2688.0,None,98.3,-10,262624.29
FL01807,United,Boeing 757,2012,5729,13418,250,250,5,20000,10375.4,3308.3,Weather,83.8,2,74239.39
FL01808,Allegiant,Embraer E175,1998,27810,9827,180,129,9,10000,3432.0,2152.1,None,84.1,41,284715.21
FL01809,Spirit,Airbus A320,2011,30428,11299,180,180,9,20000,19000.0,2747.0,None,80.2,29,298367.26
FL01810,Frontier,Boeing 757,2019,12378,22648,300,300,9,15000,4399.7,2635.0,None,99.0,9,228875.45
FL01811,United,Boeing 737,2008,8517,21440,180,126,10,8000,7600.0,3603.7,None,86.4,-1,272901.41
FL01812,JetBlue,Boeing 787,2008,34865,20419,350,270,7,25000,9572.7,2167.9,None,89.3,16,72564.78
FL01813,Delta,Embraer E175,2007,9063,12931,180,180,8,8000,7600.0,678.9,None,86.3,11,207939.56
FL01814,Spirit,Boeing 757,2001,48652,9637,350,77,5,10000,9500.0,3985.8,None,81.3,14,241727.77
FL01815,Frontier,Boeing 777,2006,37392,8841,200,126,5,20000,5957.4,3487.3,None,95.3,9,236622.79
FL01816,Alaska,Boeing 757,2017,25109,8755,180,180,10,6000,5700.0,4760.6,None,75.7,14,54292.11
FL01817,JetBlue,Airbus A350,2009,27775,22425,150,58,5,20000,9834.8,2257.8,Weather,92.3,-10,130368.12
FL01818,Alaska,Boeing 787,2013,36275,22661,350,224,11,10000,4188.7,575.4,None,89.9,3,123887.57
FL01819,United,Airbus A320,2005,6831,9308,350,125,11,10000,9500.0,783.8,None,78.6,10,206796.5
FL01820,Delta,Boeing 737,2009,40663,7883,250,250,5,25000,3948.5,3911.9,None,79.1,-4,271354.44
FL01821,Spirit,Airbus A320,2006,11432,19320,200,171,10,10000,9500.0,525.2,None,91.5,-10,206147.77
FL01822,Spirit,Embraer E175,1997,19277,14295,180,180,5,8000,7600.0,4557.6,None,82.8,5,267867.19
FL01823,Allegiant,Boeing 737,2011,23818,19087,150,81,9,25000,7034.7,1551.9,Bird Strike,81.6,88,48154.14
FL01824,Allegiant,Airbus A330,1997,3011,15804,250,250,10,20000,17008.8,4514.6,None,76.5,-10,309176.46
FL01825,United,Boeing 777,2013,18899,9330,200,106,7,20000,15065.3,3912.8,None,94.2,2,194766.72
FL01826,United,Airbus A330,2014,49502,12627,350,193,4,6000,5700.0,4381.8,None,97.1,30,27562.05
FL01827,Delta,Airbus A330,1998,15294,21298,150,133,9,10000,9500.0,1227.4,None,95.5,40,230476.36
FL01828,Allegiant,Airbus A320,1997,5051,2564,180,105,11,10000,8171.0,3059.3,None,86.7,-7,188311.31
FL01829,Frontier,Embraer E175,2020,40966,4019,300,300,9,15000,14250.0,649.2,None,88.3,24,88823.81
FL01830,Frontier,Boeing 777,2010,28433,19718,300,300,8,25000,9590.2,1170.9,None,81.1,21,271082.53
FL01831,Delta,Boeing 757,2006,21773,24174,200,200,10,15000,8148.2,1687.5,None,79.3,-5,327745.36
FL01832,Frontier,Boeing 737,2002,48985,4616,150,150,11,25000,18788.5,3755.9,Bird Strike,95.6,17,123098.96
FL01833,Hawaiian,Boeing 737,2018,40970,2246,250,250,4,8000,3369.4,318.6,None,95.0,2,180461.75
FL01834,Southwest,Airbus A350,2023,5665,17223,150,150,5,25000,8628.2,4535.0,Technical,94.4,-8,57938.62
FL01835,Delta,Boeing 787,2023,22921,19909,350,127,4,20000,10883.3,539.9,None,86.6,39,326482.91
FL01836,Delta,Airbus A350,2011,25594,11395,300,71,7,6000,5700.0,2007.2,None,96.6,18,121796.68
FL01837,American,Boeing 757,2001,34041,1359,200,157,6,25000,22959.3,589.2,None,98.2,-10,80252.87
FL01838,JetBlue,Airbus A350,2005,8724,914,180,180,9,25000,18046.0,3891.0,Weather,83.2,2,175273.61
FL01839,JetBlue,Boeing 737,2012,47262,12105,150,150,10,25000,13343.2,878.3,Bird Strike,80.6,-5,29499.63
FL01840,Hawaiian,Airbus A320,1995,46124,5439,300,64,10,6000,5700.0,4446.8,Weather,86.6,1,99700.34
FL01841,Allegiant,Airbus A330,1997,935,19797,250,209,4,10000,9500.0,2745.1,Technical,79.5,15,37665.34
FL01842,United,Embraer E175,1998,18746,11766,200,200,8,6000,5700.0,4752.7,None,97.1,11,57669.34
FL01843,United,Airbus A330,2007,11924,12028,180,162,11,10000,9500.0,1593.7,None,83.4,34,52572.78
FL01844,Alaska,Airbus A330,2000,37435,24649,150,150,7,20000,5423.2,2380.7,None,89.4,29,307260.68
FL01845,Hawaiian,Boeing 777,2020,3915,3053,250,250,6,6000,5700.0,3532.4,None,89.9,-10,326695.67
FL01846,Delta,Boeing 737,2008,49498,14224,180,180,7,10000,9500.0,4193.2,Weather,87.9,3,173964.93
FL01847,Hawaiian,Boeing 757,1999,2529,24936,350,276,10,20000,18186.0,2222.5,None,78.9,-10,226189.72
FL01848,Hawaiian,Boeing 757,2010,42050,13822,300,65,5,20000,3611.1,4483.7,None,99.8,-10,248127.14
FL01849,Hawaiian,Embraer E175,2009,41986,17665,350,205,6,10000,3485.1,766.3,None,79.3,-10,146089.96
FL01850,JetBlue,Airbus A320,2009,44498,8009,300,160,11,10000,9500.0,3601.7,None,93.8,-10,139020.51
FL01851,Hawaiian,Boeing 777,1998,2707,12030,250,50,11,8000,7600.0,1871.4,None,94.8,33,241315.62
FL01852,Southwest,Boeing 787,2002,25750,19145,350,90,10,20000,12302.8,686.4,None,78.6,20,141199.36
FL01853,United,Airbus A320,2021,38798,6631,300,97,8,10000,9349.2,2056.0,None,98.3,17,209638.19
FL01854,Alaska,Airbus A350,2010,32453,24139,200,157,6,20000,19000.0,4425.0,None,87.2,29,187589.59
FL01855,Southwest,Airbus A320,2022,36890,16855,250,210,10,6000,5700.0,4906.6,None,90.7,17,190694.3
FL01856,Alaska,Airbus A320,2010,12091,10015,300,210,8,15000,13290.8,2085.4,None,91.1,3,292835.22
FL01857,American,Airbus A330,1998,21268,11810,150,150,5,15000,11502.8,4454.8,Technical,87.6,-7,250859.13
FL01858,Alaska,Airbus A320,2007,31199,14972,300,259,8,25000,6575.2,2646.3,None,78.6,39,336828.69
FL01859,United,Boeing 757,2020,39485,996,350,200,7,10000,7255.0,3641.7,None,93.8,31,279977.17
FL01860,United,Airbus A350,2022,36019,18268,200,200,4,10000,9500.0,417.8,None,89.5,1,63840.49
FL01861,Hawaiian,Airbus A350,2007,31516,1614,180,180,7,20000,19000.0,2875.1,None,78.0,20,262391.91
FL01862,Spirit,Boeing 737,1996,5680,7382,180,79,11,25000,7179.9,536.8,None,92.5,-10,237991.93
FL01863,American,Airbus A320,1997,7154,4994,300,94,10,10000,9500.0,1489.4,None,92.6,21,231424.73
FL01864,Delta,Airbus A330,2016,24190,16107,180,129,10,20000,7392.9,2920.7,None,88.7,-5,176049.45
FL01865,Frontier,Airbus A320,2002,40487,13927,300,88,9,10000,9500.0,4074.4,None,77.3,59,35925.41
