Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance
SLC,SEA,DL,DL,133,599.0
EDI,BHX,BA,BA,60,223.0
PHL,GCM,US,US,220,1282.0
PHL,GSO,US,US,92,318.0
ATL,ABE,DL,DL,124,607.0
ATL,HSV,DL,DL,58,131.0
PHL,BOS,US,US,82,247.0
ATL,TLH,DL,DL,60,191.0
PHL,ROC,US,US,77,223.0
PHL,DTW,US,US,111,396.0
ATL,PHL,US,US,123,582.0
PHL,BOS,US,US,91,247.0
PHL,RDU,US,US,96,294.0
ATL,CAE,DL,DL,55,218.0
BDL,DCA,US,US,86,276.0
PHL,IAH,US,US,232,1151.0
PHL,ORD,US,US,145,589.0
BDL,PIT,US,US,93,359.0
ATL,STL,DL,DL,112,425.0
BTV,PHL,US,US,82,295.0
PHL,CLT,US,US,98,390.0
BFS,LHR,BA,BA,75,284.0
ATL,TLH,DL,DL,65,191.0
PHL,CLE,US,US,99,319.0
ATL,RIC,DL,DL,92,423.0
DTW,SLC,DL,DL,241,1286.0
MDT,ATL,DL,DL,123,543.0
MIA,CLT,US,US,119,566.0
TYS,ATL,DL,DL,60,136.0
DTW,PHL,US,US,91,396.0
MSP,PHL,US,US,160,853.0
DTW,SLC,DL,DL,245,1286.0
PWM,PHL,US,US,91,322.0
CLE,PHL,US,US,76,319.0
TLS,CDG,AF,5S,95,334.0
DTW,PHL,US,US,88,396.0
MBJ,PHL,US,US,224,1302.0
PIT,DFW,US,US,190,923.0
DFW,ORD,UA,UA,130,699.0
PIT,PHL,US,US,71,236.0
DFW,DEN,DL,DL,125,560.0
PIT,GSO,US,US,70,266.0
VLC,MAD,IB,IB,45,153.0
DFW,SLC,DL,DL,170,861.0
ALB,PHL,US,US,72,192.0
ABE,ATL,DL,DL,126,607.0
PIT,BOS,US,US,100,434.0
SVO,CDG,AF,AF,245,1323.0
SEA,DEN,UA,UA,147,890.0
LIS,MAD,IB,IB,70,270.0
CVG,ORD,UA,UA,76,231.0
RIC,ATL,DL,DL,108,423.0
JAX,CLT,US,US,76,284.0
ONT,DFW,DL,DL,173,1034.0
SDF,CLT,US,US,73,294.0
PVD,DCA,US,US,87,309.0
JAX,DCA,US,US,106,551.0
JAX,DCA,US,US,106,551.0
ONT,DFW,DL,DL,163,1034.0
RIC,ATL,DL,DL,114,423.0
GSP,CLT,US,US,38,68.0
PDX,DFW,DL,DL,224,1407.0
BOS,IAD,UA,UA,100,361.0
BOS,PHL,US,US,87,247.0
ABQ,SLC,DL,DL,98,431.0
BOS,PHL,US,US,93,247.0
BOS,ORD,UA,UA,155,751.0
PDX,LAX,DL,DL,137,729.0
PDX,SLC,DL,DL,102,549.0
IAD,CLT,US,US,74,280.0
BOS,BWI,US,US,95,323.0
CAN,KUL,MH,MH,245,1420.0
SLC,PSC,DL,DL,106,459.0
LAS,LAX,KE,DL,68,209.0
SLC,LAS,DL,DL,80,316.0
SLC,DFW,DL,DL,157,861.0
SLC,DTW,DL,DL,218,1286.0
GEG,SLC,DL,DL,93,474.0
ARN,CDG,AF,AF,155,834.0
CDG,SXB,AF,AF,65,200.0
SLC,MSO,DL,DL,92,387.0
SLC,SAN,DL,DL,112,541.0
SYR,DCA,US,US,76,266.0
SLC,GEG,DL,DL,109,474.0
SLC,PHX,DL,DL,95,446.0
ABZ,LHR,BA,BA,85,351.0
SLC,PDX,DL,DL,126,549.0
CDG,WAW,LO,LO,140,721.0
MSY,LGA,US,US,197,1033.0
SLC,GTF,DL,DL,92,405.0
CDG,ATH,AF,5S,195,1144.0
CDG,BHX,BA,BA,75,269.0
SLC,MSP,DL,DL,156,865.0
SLC,COS,DL,DL,90,357.0
CDG,ARN,AF,AF,155,834.0
SYR,DCA,US,US,75,266.0
SLC,GTF,DL,DL,93,405.0
CDG,PRG,AF,AF,100,459.0
SXB,CDG,AF,AF,65,200.0
CDG,MPL,AF,5S,80,338.0
SLC,SJC,DL,DL,118,506.0
CDG,MAN,AF,AF,85,323.0
SLC,LAS,DL,DL,82,316.0
NAS,LGA,US,US,190,973.0
IND,PHL,US,US,105,512.0
CDG,MRS,AF,5S,80,358.0
MSY,PIT,US,US,141,800.0
CDG,NCE,AF,AF,95,372.0
CDG,SVO,AF,AF,225,1323.0
MSY,PHL,US,US,167,948.0
CDG,TLS,AF,5S,80,334.0
SLC,SJC,DL,DL,114,506.0
SLC,SAN,DL,DL,110,541.0
SLC,DTW,DL,DL,210,1286.0
CDG,TLS,AF,5S,80,334.0
MSY,CLT,US,US,111,568.0
CDG,HAM,AF,AF,95,394.0
SYR,CLT,US,US,126,531.0
SLC,ONT,DL,DL,106,486.0
LAS,SLC,DL,DL,78,316.0
NCE,CDG,AF,AF,95,372.0
DAC,KUL,MH,MH,225,1436.0
DFW,DEN,UA,UA,116,560.0
PIT,IND,US,US,81,282.0
MKE,CLT,US,US,112,576.0
DEN,DFW,UA,UA,97,560.0
HSV,ATL,DL,DL,58,131.0
ALB,DCA,US,US,76,285.0
PIT,ALB,US,US,74,327.0
VLC,MAD,IB,IB,45,153.0
HSV,ATL,DL,DL,59,131.0
ALB,PIT,US,US,85,327.0
ABE,ATL,DL,DL,135,607.0
SAT,AUS,DL,DL,34,59.0
PIT,YYZ,US,US,65,192.0
PIT,IND,US,US,84,282.0
DFW,DEN,UA,UA,115,560.0
SIN,KUL,MH,MH,55,160.0
DFW,PBI,DL,DL,158,956.0
DEN,SJC,UA,UA,159,824.0
ABE,MDT,DL,DL,36,68.0
HSV,ATL,DL,DL,53,131.0
DEN,SLC,DL,DL,85,341.0
HSV,ATL,DL,DL,53,131.0
PIT,SDF,US,US,83,287.0
HSV,ATL,DL,DL,56,131.0
PIT,ORD,US,US,99,355.0
PIT,PWM,US,US,96,487.0
PIT,PHL,US,US,74,236.0
ALB,DCA,US,US,76,285.0
DFW,ATL,DL,DL,123,632.0
DFW,PHL,US,US,191,1129.0
MAN,CDG,AF,AF,80,323.0
HSV,ATL,DL,DL,55,131.0
PIT,YUL,US,US,91,414.0
PIT,LGA,US,US,90,294.0
DUS,BHX,BA,BA,85,328.0
PIT,YUL,US,US,93,414.0
PIT,ALB,US,US,77,327.0
PIT,MIA,US,US,166,887.0
DEN,DFW,UA,UA,107,560.0
PIT,ATL,US,US,110,462.0
OTP,CDG,AF,AF,195,997.0
PIT,ROA,US,US,62,192.0
HSV,ATL,DL,DL,56,131.0
MBJ,CLT,US,US,183,1024.0
DFW,ABQ,DL,DL,117,494.0
DEN,SEA,UA,UA,167,890.0
DEN,SLC,DL,DL,98,341.0
HSV,ATL,DL,DL,65,131.0
PIT,SDF,US,US,84,287.0
DFW,LIT,DL,DL,72,265.0
ALB,PIT,US,US,85,327.0
ZRH,WAW,LO,LO,120,550.0
PIT,FLL,US,US,168,872.0
VLC,BCN,IB,IB,45,171.0
CAE,ATL,DL,DL,71,218.0
VLC,MAD,IB,IB,45,153.0
PIT,PHL,US,US,68,236.0
ALB,DCA,US,US,81,285.0
RNO,SLC,DL,DL,79,361.0
PIT,LGA,US,US,95,294.0
PIT,IAH,US,US,191,971.0
ABE,MDT,DL,DL,35,68.0
GMP,KUL,MH,MH,425,2512.0
HLN,SLC,DL,DL,75,353.0
MAD,GRX,IB,IB,60,199.0
ORF,CLT,US,US,74,254.0
BHX,FRA,BA,BA,100,421.0
MAD,OVD,IB,IB,65,218.0
STL,ATL,DL,DL,94,425.0
PBI,DCA,US,US,136,745.0
PBI,DCA,US,US,138,745.0
TLH,ATL,DL,DL,65,191.0
MAD,VLC,IB,IB,50,153.0
HAM,CDG,AF,AF,95,394.0
DCA,ALB,US,US,80,285.0
GMP,KUL,KE,MH,390,2512.0
DCA,SYR,US,US,74,266.0
DCA,CHS,US,US,99,382.0
MAD,LCG,IB,IB,70,273.0
MAD,LEI,IB,IB,70,224.0
DAY,CLT,US,US,78,324.0
MAD,BIO,IB,IB,55,173.0
LAX,LAS,KE,DL,68,209.0
SAN,SLC,DL,DL,116,541.0
BHX,DUS,BA,BA,80,328.0
BHX,CDG,BA,BA,70,269.0
DCA,JAX,US,US,123,551.0
MAD,LIS,IB,IB,70,270.0
MAD,ORY,IB,IB,115,566.0
LAX,LAS,DL,DL,67,209.0
MAD,LEI,IB,IB,70,224.0
DAY,ORD,UA,UA,76,213.0
DCA,MCO,US,US,142,659.0
STL,ATL,DL,DL,94,425.0
DCA,ROC,US,US,75,260.0
YUL,PIT,US,US,119,414.0
DCA,PBI,US,US,150,745.0
DCA,TPA,US,US,145,709.0
DCA,BUF,US,US,69,262.0
DCA,BNA,US,US,118,492.0
MAD,SDR,IB,IB,60,183.0
MAD,BIO,IB,IB,55,173.0
DCA,PVD,US,US,79,309.0
STL,ATL,DL,DL,103,425.0
DCA,ROC,US,US,75,260.0
YUL,PHL,US,US,91,344.0
DCA,MCO,US,US,142,659.0
MSO,GTF,DL,DL,40,117.0
DCA,ALB,US,US,71,285.0
DCA,BDL,US,US,72,276.0
YUL,PHL,US,US,100,344.0
DCA,BDL,US,US,75,276.0
TLH,ATL,DL,DL,70,191.0
PBI,PHL,US,US,155,829.0
DCA,FLL,US,US,155,786.0
STL,ATL,DL,DL,98,425.0
DCA,MCO,US,US,143,659.0
SAN,SLC,DL,DL,112,541.0
DCA,ROC,US,US,72,260.0
MPL,CDG,AF,5S,85,338.0
LAX,PDX,DL,DL,144,729.0
BRU,LHR,BA,BA,70,191.0
DCA,PBI,US,US,148,745.0
DCA,FLL,US,US,158,786.0
DCA,MSY,US,US,173,845.0
DCA,MHT,US,US,88,360.0
BIO,MAD,IB,IB,60,173.0
DCA,SYR,US,US,71,266.0
DCA,JAX,US,US,124,551.0
MAD,FRA,IB,IB,155,776.0
MAD,CDG,AF,AF,125,585.0
DCA,BUF,US,US,71,262.0
DCA,PBI,US,US,151,745.0
DCA,TPA,US,US,144,709.0
PBI,DFW,DL,DL,185,956.0
KUL,GMP,MH,MH,385,2512.0
ORD,DAY,UA,UA,70,213.0
ORD,LGA,UA,UA,140,635.0
LGA,BUF,US,US,102,253.0
LGA,CLT,US,US,143,476.0
LGA,CLT,US,US,148,476.0
KUL,CAN,MH,MH,240,1420.0
LGA,PIT,US,US,115,294.0
LGA,BUF,US,US,92,253.0
BUF,DCA,US,US,68,262.0
ROA,PIT,US,US,60,192.0
ORD,CLT,US,US,107,528.0
LGA,ORD,UA,UA,152,635.0
LGA,CLT,US,US,128,476.0
LGA,BUF,US,US,102,253.0
ORD,PHL,US,US,122,589.0
COS,SLC,DL,DL,101,357.0
LGA,MSY,US,US,223,1033.0
GSO,PHL,US,US,88,318.0
LGA,ROC,US,US,97,216.0
OSL,LHR,BA,BA,135,657.0
GSO,PIT,US,US,75,266.0
LGA,CLT,US,US,128,476.0
ROA,CLT,US,US,50,138.0
GSO,CLT,US,US,47,72.0
BUF,LGA,US,US,88,253.0
LGA,NAS,US,US,207,973.0
ORD,LGA,UA,UA,120,635.0
KUL,DAC,MH,MH,230,1436.0
ORD,MSP,UA,UA,89,292.0
ORD,PHL,US,US,117,589.0
KUL,SIN,MH,MH,55,160.0
BUF,DCA,US,US,71,262.0
KUL,NGO,MH,MH,385,2756.0
ORD,CLE,UA,UA,78,271.0
ORD,PHL,US,US,127,589.0
PHX,SLC,DL,DL,94,446.0
ORD,CVG,UA,UA,66,231.0
LGA,PIT,US,US,115,294.0
ORD,LGA,UA,UA,135,635.0
BUF,LGA,US,US,82,253.0
ORD,CLT,US,US,104,528.0
ORD,LGA,UA,UA,140,635.0
ORD,BDL,UA,UA,125,683.0
AUS,SLC,DL,DL,171,953.0
GSO,PHL,US,US,88,318.0
LEI,MAD,IB,IB,65,224.0
ORD,EWR,UA,UA,129,625.0
COS,SLC,DL,DL,100,357.0
GSO,CLT,US,US,47,72.0
GMP,PUS,KE,KE,65,179.0
PUS,GMP,KE,KE,60,179.0
PUS,GMP,KE,KE,60,179.0
GVA,CDG,AF,AF,70,222.0
CJU,GMP,KE,KE,70,242.0
GMP,CJU,KE,KE,70,242.0
GMP,CJU,KE,KE,70,242.0
GMP,PUS,KE,KE,65,179.0
GMP,CJU,KE,KE,70,242.0
ORY,PUF,AF,AF,80,344.0
CJU,GMP,KE,KE,70,242.0
PUF,ORY,AF,AF,75,344.0
ORY,BIQ,AF,AF,75,363.0
MFM,KHH,NX,NX,80,375.0
NGO,PUS,KE,KE,105,384.0
AMS,DUB,EI,EI,100,411.0
GMP,CJU,KE,KE,70,242.0
GMP,PUS,KE,KE,65,179.0
GMP,CJU,KE,KE,70,242.0
GMP,PUS,KE,KE,65,179.0
DUB,AMS,EI,EI,90,411.0
KHH,MFM,NX,NX,90,375.0
CJU,KIX,KE,KE,85,441.0
KIX,CJU,KE,KE,110,441.0
MFM,TPE,NX,NX,90,458.0
KMG,SHA,3Q,3Q,145,1039.0
PUS,GMP,KE,KE,60,179.0
PUS,GMP,KE,KE,60,179.0
PUS,GMP,KE,KE,60,179.0
SHA,KMG,3Q,3Q,175,1039.0
KMG,PEK,3Q,3Q,170,1140.0
PUS,NGO,KE,KE,80,384.0
CDG,GVA,AF,AF,65,222.0
PEK,KMG,3Q,3Q,195,1140.0
BIQ,ORY,AF,AF,80,363.0
DPS,PER,GA,GA,210,1404.0
PER,DPS,GA,GA,215,1404.0
BRU,OUA,SN,SN,345,2350.0
MAN,PHL,US,US,505,2985.0
FRA,PHL,US,US,555,3436.0
OUA,BRU,SN,SN,340,2350.0
OUA,BKO,SN,SN,80,379.0
BKO,OUA,SN,SN,80,379.0
CLT,LGW,US,US,470,3481.0
CAG,FCO,8D,8D,60,207.0
YUL,YYZ,AC,AC,76,271.0
LGA,YYZ,AC,AC,96,304.0
YYC,YVR,AC,AC,90,371.0
YVR,YYC,AC,AC,80,371.0
YYC,YVR,AC,AC,90,371.0
PVG,TSN,MU,MU,100,532.0
SKP,LJU,JP,JP,90,400.0
TSN,PVG,MU,MU,100,532.0
FCO,CAG,8D,8D,60,207.0
YWG,YYZ,AC,AC,141,818.0
RSW,YYZ,2T,2T,170,1042.0
MIA,YYZ,AC,AC,187,1076.0
YYC,YYZ,AC,AC,220,1459.0
YYC,YYZ,AC,AC,220,1459.0
YVR,YYC,AC,AC,80,371.0
YYC,YVR,AC,AC,90,371.0
YEG,YYZ,AC,AC,220,1462.0
YHZ,YYZ,AC,AC,144,694.0
YYZ,YEG,AC,AC,252,1462.0
YYZ,YUL,AC,AC,70,271.0
YUL,YYC,AC,AC,279,1625.0
YUL,YYZ,AC,AC,78,271.0
SFO,YYZ,AC,AC,292,1967.0
YYC,YYZ,AC,AC,220,1459.0
FRA,LJU,JP,JP,75,331.0
YYZ,SFO,AC,AC,335,1967.0
YYZ,YYC,AC,AC,255,1459.0
YYZ,YHZ,AC,AC,120,694.0
YYZ,YOW,AC,AC,58,198.0
YYZ,MIA,AC,AC,190,1076.0
YYZ,LGA,AC,AC,84,304.0
YYZ,LGA,AC,AC,84,304.0
YYZ,MIA,AC,AC,185,1076.0
YYZ,YYC,AC,AC,255,1459.0
YYZ,YWG,AC,AC,156,818.0
YYZ,RSW,2T,2T,190,1042.0
YYZ,FLL,2T,2T,185,1061.0
YYZ,YWG,AC,AC,156,818.0
YYZ,YOW,AC,AC,58,198.0
YYZ,YUL,AC,AC,70,271.0
YYZ,YYC,AC,AC,255,1459.0
YYZ,YOW,AC,AC,60,198.0
YYZ,YEG,AC,AC,252,1462.0
GUA,FRS,TA,GU,50,140.0
SAP,SAL,TA,TA,45,135.0
BOS,EWR,CO,CO,76,174.0
LAS,LAX,N7,N7,65,209.0
BZE,SAL,TA,TA,58,249.0
FRS,CUN,TA,GU,65,303.0
STL,DCA,TW,TW,119,624.0
CUN,FRS,TA,GU,60,303.0
EWR,MCO,CO,CO,163,820.0
BZE,IAH,TA,TA,150,847.0
GUA,MIA,TA,TA,165,890.0
GUA,SAL,TA,TA,50,115.0
GUA,SAL,TA,GU,50,115.0
PHX,IAH,CO,CO,148,881.0
GUA,SAL,TA,TA,45,115.0
GUA,SJO,TA,GU,90,466.0
SAP,SAL,TA,TA,49,135.0
GUA,MEX,TA,GU,120,567.0
SAP,SAL,TA,TA,45,135.0
GUA,SAL,TA,TA,45,115.0
PBI,EWR,CO,CO,179,897.0
RSW,EWR,CO,CO,172,941.0
FRS,GUA,TA,GU,50,140.0
IAH,EWR,CO,CO,202,1220.0
SAL,MGA,TA,TA,55,189.0
SAL,GUA,TA,GU,50,115.0
SAL,MIA,TA,TA,160,899.0
SAL,SAP,TA,TA,50,135.0
SAL,GUA,TA,TA,45,115.0
SAL,TGU,TA,TA,40,117.0
IAH,LAX,CO,CO,218,1201.0
MCO,EWR,CO,CO,166,820.0
SAL,SAP,TA,TA,50,135.0
SAL,GUA,TA,TA,40,115.0
MGA,SAL,TA,TA,50,189.0
SAL,BZE,TA,TA,59,249.0
IAH,SFO,CO,CO,249,1423.0
IAH,MCO,CO,CO,132,738.0
SAL,SAP,TA,TA,50,135.0
IAH,BZE,TA,TA,150,847.0
MCO,IAH,CO,CO,152,738.0
TPA,EWR,CO,CO,156,874.0
SAL,GUA,TA,TA,50,115.0
MCO,IAH,CO,CO,149,738.0
STL,SFO,TW,TW,259,1509.0
LAX,LAS,N7,N7,65,209.0
STL,SNA,TW,TW,239,1364.0
PBI,EWR,CO,CO,174,897.0
MEX,GUA,TA,GU,110,567.0
STL,BWI,TW,TW,110,640.0
STL,LAS,TW,TW,207,1190.0
JFK,LAX,TW,TW,358,2149.0
LAX,JFK,TW,TW,309,2149.0
STL,JFK,TW,TW,148,772.0
STL,DCA,TW,TW,127,624.0
EWR,SFO,CO,CO,382,2229.0
EWR,TPA,CO,CO,181,874.0
MIA,SAL,TA,TA,166,899.0
EWR,RSW,CO,CO,185,941.0
MIA,GUA,TA,TA,160,890.0
EWR,PBI,CO,CO,169,897.0
SFO,STL,TW,TW,226,1509.0
EWR,MCO,CO,CO,160,820.0
SJO,GUA,TA,GU,90,466.0
SFO,JFK,UX,TW,324,2246.0
SFO,IAH,CO,CO,230,1423.0
SHA,PEK,CA,CA,120,584.0
CAN,PEK,CA,CA,165,1024.0
PEK,SZX,CA,CA,190,1068.0
PEK,SHA,CA,CA,120,584.0
PEK,CAN,CA,CA,175,1024.0
SZX,PEK,CA,CA,180,1068.0
BAH,BOM,GF,GF,195,1306.0
BOM,BAH,GF,GF,229,1306.0
MCT,MAA,GF,GF,205,1403.0
MEX,SCL,LA,AM,495,3591.0
SCL,MEX,LA,AM,510,3591.0
GRU,LIS,TR,Q9,573,4318.0
LIS,GRU,TR,Q9,423,4318.0
ATL,CHS,DL,DL,60,226.0
BAH,DXB,EK,EK,70,267.0
CAN,NNG,CZ,CZ,85,293.0
NBO,EBB,EK,EK,70,288.0
NNG,CAN,CZ,CZ,65,293.0
KWI,DXB,EK,EK,85,463.0
FCO,NCE,EK,EK,75,254.0
JAX,ATL,DL,DL,75,234.0
DEL,DXB,EK,EK,220,1180.0
TUN,CMN,TU,TU,160,907.0
ATL,JAX,DL,DL,62,234.0
ATL,BDL,DL,DL,138,754.0
ATL,RDU,DL,DL,83,310.0
RDU,ATL,DL,DL,96,310.0
PVG,SWA,CZ,CZ,105,531.0
DEL,GOI,IC,IC,145,814.0
ATL,LGA,DL,DL,130,668.0
ATL,DFW,DL,DL,136,632.0
SFO,IAH,CO,CO,220,1423.0
HRG,CAI,MS,MS,60,214.0
EBB,NBO,EK,EK,70,288.0
BOG,SCL,AV,AV,350,2321.0
DFW,ATL,DL,DL,125,632.0
DFW,ATL,DL,DL,123,632.0
DXB,FCO,EK,EK,415,2355.0
DXB,NBO,EK,EK,310,1934.0
CHS,ATL,DL,DL,73,226.0
WUH,CAN,CZ,CZ,85,444.0
DXB,KWI,EK,EK,100,463.0
DXB,DEL,EK,EK,180,1180.0
DXB,BAH,EK,EK,70,267.0
DXB,FCO,EK,EK,415,2355.0
FCO,DXB,EK,EK,340,2355.0
FCO,MXP,EK,EK,80,283.0
MXP,DXB,EK,EK,360,2554.0
BOS,ATL,DL,DL,174,830.0
CDG,DXB,EK,EK,405,2838.0
CAI,HRG,MS,MS,60,214.0
NCE,FCO,EK,EK,75,254.0
NBO,DXB,EK,EK,310,1934.0
DXB,CDG,EK,EK,465,2838.0
WUH,SWA,CZ,CZ,85,461.0
LGA,ATL,DL,DL,162,668.0
SCL,BOG,AV,AV,370,2321.0
GRU,IAH,CO,CO,585,4294.0
SWA,WUH,CZ,CZ,85,461.0
CMN,TUN,TU,TU,150,907.0
IAH,SFO,CO,CO,255,1423.0
RDU,CLT,US,US,52,109.0
CGH,SDU,JJ,JJ,51,204.0
SAN,LAS,HP,HP,73,225.0
PIT,PHL,US,US,71,236.0
PIT,ROC,US,US,61,196.0
RDU,PIT,US,US,80,287.0
PHL,BOS,US,US,89,247.0
PHL,BDL,US,US,61,173.0
DCA,BOS,US,US,88,350.0
DCA,PIT,US,US,62,184.0
LAS,SMF,HP,HP,81,351.0
STL,CLT,US,US,107,504.0
DCA,BOS,US,US,88,350.0
DCA,BOS,US,US,88,350.0
STL,PIT,US,US,103,475.0
DCA,BOS,US,US,86,350.0
PDX,LAS,HP,HP,117,665.0
BPN,CGK,GA,GA,115,686.0
BOS,PIT,US,US,117,434.0
SUB,DPS,GA,GA,50,163.0
SUB,BPN,GA,GA,90,452.0
BOS,PIT,US,US,119,434.0
SMF,LAS,HP,HP,74,351.0
ABQ,PHX,HP,HP,80,290.0
SUB,DPS,GA,GA,50,163.0
BOS,PIT,US,US,119,434.0
BOS,DCA,US,US,101,350.0
BOS,CLT,US,US,137,637.0
BOS,DCA,US,US,103,350.0
BOS,DCA,US,US,102,350.0
PDG,CGK,GA,GA,100,493.0
BOS,DCA,US,US,104,350.0
BOS,DCA,US,US,101,350.0
BOS,DCA,US,US,101,350.0
BPN,CGK,GA,GA,115,686.0
BOS,PHL,US,US,90,247.0
BOS,DCA,US,US,103,350.0
BOS,PIT,US,US,112,434.0
BOS,PHL,US,US,91,247.0
BOS,DCA,US,US,103,350.0
BOS,DCA,US,US,101,350.0
BPN,SUB,GA,GA,90,452.0
BOS,DCA,US,US,100,350.0
BOS,PHL,US,US,87,247.0
BPN,CGK,GA,GA,115,686.0
SUB,SIN,GA,GA,135,755.0
BOS,PHL,US,US,89,247.0
BOS,DCA,US,US,106,350.0
LGA,IAH,CO,CO,247,1233.0
CHS,CLT,US,US,52,140.0
PHX,ABQ,HP,HP,66,290.0
PLM,CGK,GA,GA,60,223.0
PHX,MSY,HP,HP,180,1131.0
MKE,PHX,HP,HP,229,1273.0
DEN,PIT,US,US,172,1116.0
MES,CGK,GA,GA,130,760.0
SDU,CGH,JJ,JJ,49,204.0
SIN,SUB,GA,GA,140,755.0
PIT,BWI,US,US,63,187.0
MES,BTH,GA,GA,85,362.0
DCA,PHX,HP,HP,312,1724.0
MEX,EWR,CO,CO,279,1818.0
DCA,BOS,US,US,87,350.0
DCA,BOS,US,US,86,350.0
SNA,PIT,US,US,263,1832.0
LGA,CLT,US,US,124,476.0
PHX,PHL,US,US,268,1806.0
PIT,LAX,US,US,328,1853.0
PIT,PHL,US,US,69,236.0
PIT,PHX,US,US,281,1576.0
RNO,PHX,HP,HP,98,526.0
PIT,PHL,US,US,70,236.0
PIT,SNA,US,US,324,1832.0
PIT,SNA,US,US,320,1832.0
MES,CGK,GA,GA,130,760.0
BOG,PTY,CM,CM,85,408.0
DEN,CLT,US,US,176,1166.0
MES,CGK,GA,GA,130,760.0
PIT,CLT,US,US,87,323.0
PIT,RDU,US,US,73,287.0
PIT,LAS,US,US,297,1653.0
MES,CGK,GA,GA,130,760.0
PIT,MSP,US,US,142,629.0
PIT,LAS,US,US,292,1653.0
PIT,RIC,US,US,71,231.0
PIT,LAX,US,US,326,1853.0
PIT,LGA,US,US,96,294.0
PIT,STL,US,US,116,475.0
PIT,SEA,US,US,329,1845.0
PIT,LAS,US,US,295,1653.0
SIN,MES,GA,GA,80,347.0
CAE,CLT,US,US,43,46.0
PIT,PVD,US,US,90,407.0
PIT,STL,US,US,115,475.0
DEN,CLE,CO,CO,171,1039.0
SDU,CGH,JJ,JJ,51,204.0
MES,BTJ,GA,GA,55,228.0
MES,CGK,GA,GA,130,760.0
DEN,PHL,US,US,200,1352.0
PIT,SAN,US,US,314,1824.0
MKE,LAS,HP,HP,228,1319.0
SDU,CGH,JJ,JJ,45,204.0
PIT,RSW,US,US,161,851.0
PIT,SAN,US,US,315,1824.0
PIT,TPA,US,US,145,764.0
MES,SIN,GA,GA,80,347.0
PHX,EWR,HP,HP,278,1858.0
PHX,PDX,HP,HP,161,884.0
GRU,LIM,TA,TA,290,1882.0
MCO,PIT,US,US,140,727.0
CLT,STL,US,US,120,504.0
IAH,LGA,CO,CO,212,1233.0
CLT,DFW,US,US,174,814.0
CLT,DCA,US,US,77,288.0
IAH,MKE,CO,CO,156,863.0
IAH,LGA,CO,CO,209,1233.0
BWI,PHL,US,US,51,76.0
BWI,PHL,US,US,52,76.0
CLT,MSP,US,US,183,817.0
IAH,MCI,CO,CO,116,565.0
LAS,PHL,US,US,280,1887.0
PHL,LAS,US,US,350,1887.0
BDL,PHL,US,US,77,173.0
PHL,RIC,US,US,65,172.0
OAK,PHX,HP,HP,108,560.0
PHL,PVD,US,US,69,206.0
PHL,PVD,US,US,71,206.0
LAS,MIA,HP,HP,269,1889.0
LAS,EWR,HP,HP,282,1933.0
MSY,PHX,HP,HP,203,1131.0
SLC,PHX,HP,HP,94,446.0
PIT,SFO,US,US,341,1955.0
SDU,CGH,JJ,JJ,49,204.0
DFW,PHL,US,US,196,1129.0
BOG,IAH,CO,CO,309,1948.0
DFW,PIT,US,US,164,923.0
PIT,PHL,US,US,81,236.0
MES,CGK,GA,GA,130,760.0
PIT,RDU,US,US,74,287.0
CCS,IAH,CO,CO,326,1973.0
PHX,CLT,US,US,225,1547.0
PHX,SEA,HP,HP,174,967.0
CLT,SEA,US,US,347,1987.0
IAH,PTY,CO,CO,243,1554.0
CLT,PIT,US,US,81,323.0
MCO,PIT,US,US,143,727.0
CLT,CHS,US,US,52,140.0
CLT,RSW,US,US,116,528.0
CLT,FLL,US,US,119,552.0
CLT,CHS,US,US,55,140.0
YYZ,PHX,HP,HP,274,1637.0
BWI,LAX,US,US,358,2025.0
CLT,SFO,US,US,350,1998.0
CLT,BOS,US,US,128,637.0
CGH,SDU,JJ,JJ,49,204.0
CLT,DCA,US,US,79,288.0
MCO,CLE,CO,CO,149,784.0
CLT,DCA,US,US,78,288.0
CLT,BOS,US,US,132,637.0
TPA,PIT,US,US,142,764.0
CGH,SDU,JJ,JJ,51,204.0
MCO,LGA,CO,CO,160,831.0
CMH,EWR,HP,HP,95,404.0
CLT,MYR,US,US,54,129.0
CLT,MIA,US,US,121,566.0
CLT,MYR,US,US,50,129.0
CLT,JAX,US,US,74,284.0
CLT,DCA,US,US,76,288.0
CLT,DEN,US,US,228,1166.0
CLT,DEN,US,US,231,1166.0
CLT,DCA,US,US,79,288.0
CLT,CMH,US,US,81,307.0
CMH,DCA,HP,HP,63,284.0
CLT,RIC,US,US,68,224.0
CLT,DFW,US,US,174,814.0
CLT,LGA,US,US,122,476.0
CLT,CHS,US,US,50,140.0
CLT,PIT,US,US,84,323.0
CLT,SAN,US,US,319,1805.0
CMH,RSW,HP,HP,141,821.0
CMH,DCA,HP,HP,65,284.0
DPS,SUB,GA,GA,50,163.0
CLT,BOS,US,US,130,637.0
CLT,PHL,US,US,95,390.0
CLT,RIC,US,US,62,224.0
CLT,PIT,US,US,85,323.0
CMH,CLT,US,US,73,307.0
CLT,CAE,US,US,43,46.0
CLT,PHX,US,US,285,1547.0
CLT,LAS,US,US,299,1665.0
IAH,TGU,CO,CO,174,1063.0
CLT,DCA,US,US,78,288.0
CGH,SDU,JJ,JJ,47,204.0
