Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
PVG,FRA,LH,LH,695,4795.0,1
EZE,FRA,LH,LH,800,6252.0,0
NRT,HNL,NW,NW,395,3314.0,0
LAX,TPE,BR,BR,870,5901.0,0
TPE,LAX,BR,BR,680,5901.0,0
IAD,LHR,BA,BA,435,3196.0,0
LHR,IAD,BA,BA,505,3196.0,0
PVG,LAX,MU,MU,720,5634.0,1
SIN,CDG,SQ,SQ,820,5802.0,1
FRA,QZX,SA,SA,59,3062.0,1
FRA,JNB,SA,SA,625,4728.0,1
JNB,ZRH,SA,SA,605,4584.0,1
JNB,FRA,SA,SA,630,4728.0,1
FRA,NRT,NH,NH,670,5066.0,1
NRT,FRA,NH,NH,725,5066.0,0
ORY,PTP,IJ,IJ,515,3666.0,0
PTP,ORY,IJ,IJ,480,3666.0,1
HKG,LHR,CX,CX,830,5217.0,1
TLV,JFK,LY,LY,705,4936.0,1
HEL,JFK,AY,AY,520,3581.0,0
JFK,HEL,AY,AY,475,3581.0,1
HKG,SYD,AN,AN,530,4025.0,0
SYD,HKG,AN,AN,535,4025.0,1
AKL,LAX,NZ,NZ,720,5690.0,1
AKL,LAX,NZ,NZ,720,5690.0,0
HNL,NRT,JL,JL,530,3314.0,0
NRT,SFO,JL,JL,535,4445.0,1
SFO,NRT,JL,JL,660,4445.0,0
LAX,NRT,JL,JL,700,4728.0,1
KIX,LAX,JL,JL,595,4981.0,1
LAX,KIX,JL,JL,750,4981.0,0
AMS,NRT,JL,JL,675,5038.0,1
FRA,NRT,JL,JL,675,5066.0,1
KIX,LHR,JL,JL,755,5162.0,1
LHR,NRT,JL,JL,705,5189.0,0
CDG,NRT,JL,JL,710,5248.0,0
ORD,NRT,JL,JL,785,5441.0,1
JFK,NRT,JL,JL,840,5852.0,1
NRT,JFK,JL,JL,735,5852.0,0
CGK,NRT,JL,JL,410,3178.0,1
NRT,CGK,JL,JL,450,3178.0,1
NRT,AMS,JL,JL,720,5038.0,0
NRT,LAX,JL,JL,570,4728.0,0
NRT,FRA,JL,JL,725,5066.0,1
NRT,LHR,JL,JL,765,5189.0,0
NRT,HNL,JL,JL,385,3314.0,1
NRT,CDG,JL,JL,750,5248.0,0
NRT,ORD,JL,JL,675,5441.0,0
GMP,HNL,KE,KE,460,3959.0,1
HNL,GMP,KE,KE,640,3959.0,0
CDG,MRU,MK,MK,700,5134.0,0
HNL,NRT,JL,JO,530,3314.0,0
LHR,JNB,SA,SA,650,4936.0,0
JFK,JNB,SA,SA,865,6961.0,1
AMS,NBO,KL,KL,490,3632.0,0
NBO,AMS,KL,KL,515,3632.0,1
MEM,AMS,KL,KL,510,3954.0,0
AMS,CUR,KL,KL,595,4251.0,0
AMS,MEM,KL,KL,595,3954.0,0
AMS,AUA,KL,KL,610,4279.0,1
AUA,AMS,KL,KL,550,4279.0,1
YYZ,LHR,AC,AC,410,3091.0,1
FRA,YYZ,AC,AC,510,3437.0,0
YYZ,FRA,AC,AC,445,3437.0,0
SYD,BKK,QF,QF,540,4085.0,1
BKK,LHR,QF,QF,770,5188.0,1
HNL,HND,CI,CI,550,3342.0,0
ANC,TPE,CI,CI,620,4070.0,1
HND,HNL,CI,CI,390,3342.0,0
LAX,TPE,CI,CI,870,5901.0,0
TPE,JFK,CI,CI,870,6781.0,0
TPE,LAX,CI,CI,680,5901.0,0
CGK,NRT,GA,GA,425,3178.0,1
NRT,CGK,GA,GA,470,3178.0,1
CDG,PHL,US,US,530,3247.0,1
PHL,CDG,US,US,450,3247.0,1
PHL,FRA,US,US,465,3436.0,1
LGW,CLT,US,US,565,3481.0,0
LGW,PHL,US,US,515,3093.0,0
FRA,PIT,US,US,570,3585.0,0
PIT,FRA,US,US,470,3585.0,0
FCO,PHL,US,US,610,3804.0,1
PHL,FCO,US,US,525,3804.0,1
BHX,DXB,EK,EK,420,3046.0,0
DXB,BHX,EK,EK,475,3046.0,0
DXB,MAN,EK,EK,485,3072.0,0
MAN,DXB,EK,EK,425,3072.0,0
JNB,DXB,EK,EK,490,3485.0,1
CUR,AMS,KL,LM,545,4251.0,1
BKK,CPH,TG,TG,705,4678.0,0
CPH,BKK,TG,TG,620,4678.0,0
GMP,LAX,OZ,OZ,650,5190.0,0
LAX,GMP,OZ,OZ,810,5190.0,0
JFK,LHR,VS,VS,400,3002.0,1
LHR,JFK,VS,VS,460,3002.0,0
FRA,KUL,MH,MH,705,5414.0,0
KUL,FRA,MH,MH,785,5414.0,1
GUM,HNL,CO,CS,435,3298.0,0
HNL,GUM,CO,CS,455,3298.0,1
IAH,HNL,CO,CO,495,3394.0,0
EWR,MXP,CO,CO,480,3483.0,1
EWR,MAD,CO,CO,440,3129.0,1
EWR,HNL,CO,CO,640,4313.0,1
HNL,EWR,CO,CO,555,4313.0,1
HNL,IAH,CO,CO,450,3394.0,1
AKL,HKG,CX,CX,670,4979.0,1
HKG,AKL,CX,CX,660,4979.0,1
SFO,HKG,CX,CX,930,6013.0,0
ANC,HKG,CX,CX,720,4418.0,0
SYD,HKG,CX,CX,540,4025.0,0
HKG,YYZ,CX,CX,905,6787.0,1
HKG,SYD,CX,CX,550,4025.0,1
HKG,SFO,CX,CX,725,6013.0,0
ZRH,JNB,SA,SA,610,4584.0,1
MIA,GRU,RG,RG,465,3577.0,1
GRU,JFK,RG,RG,575,4170.0,0
GRU,MIA,RG,RG,480,3577.0,1
JFK,GRU,RG,RG,510,4170.0,0
CDG,GRU,RG,RG,629,5115.0,1
NGO,CNS,QF,QF,425,3176.0,1
CNS,NRT,QF,QF,440,3207.0,0
HNL,NRT,JL,JL,530,3314.0,0
LGW,MCO,VS,VS,565,3779.0,0
MCO,LGW,VS,VS,470,3779.0,1
YVR,NRT,JL,JL,595,4054.0,1
FRA,BOM,LH,LH,475,3558.0,0
JNB,PER,SA,SA,555,4493.0,0
FRA,LAX,LH,LH,700,5046.0,0
CDG,MRU,AF,AF,680,5134.0,0
BOM,FRA,LH,LH,555,3558.0,0
CDG,HAV,AF,AF,615,4201.0,1
EZE,MAD,AR,AR,700,5480.0,1
MAD,EZE,AR,AR,745,5480.0,1
BGI,LGW,VS,VS,485,3664.0,0
MRU,CDG,AF,AF,700,5134.0,0
FRA,MNL,LH,LH,725,5572.0,1
SYD,NRT,QF,QF,595,4274.0,0
MNL,FRA,LH,LH,810,5572.0,0
NRT,CNS,QF,QF,435,3207.0,1
NRT,HNL,JL,JL,385,3314.0,0
NRT,YVR,JL,JL,510,4054.0,1
NRT,SYD,QF,QF,565,4274.0,1
LGW,EWR,CO,CO,480,3020.0,0
CDG,EWR,CO,CO,515,3174.0,1
EWR,CDG,CO,CO,440,3174.0,0
EWR,LGW,CO,CO,400,3020.0,0
IAH,LGW,CO,CO,530,4214.0,1
LGW,IAH,CO,CO,630,4214.0,0
LGW,IAH,CO,CO,630,4214.0,0
CDG,IAH,CO,CO,645,4373.0,0
IAH,CDG,CO,CO,555,4373.0,0
BKK,ZRH,TG,TG,720,4897.0,0
ZRH,BKK,TG,TG,625,4897.0,0
TLV,EWR,CO,CO,745,4945.0,1
IAH,NRT,CO,CO,840,5765.0,0
IAH,LGW,CO,CO,540,4214.0,1
NRT,IAH,CO,CO,700,5765.0,0
EWR,NRT,CO,CO,860,5838.0,1
EWR,TLV,CO,CO,630,4945.0,0
FRA,EWR,CO,CO,530,3363.0,1
NRT,EWR,CO,CO,760,5838.0,1
EWR,HKG,CO,CO,955,7002.0,1
EWR,FRA,CO,CO,465,3363.0,0
BKK,SYD,BA,BA,540,4085.0,0
GRU,LGW,BA,BA,665,5133.0,1
LGW,GRU,BA,BA,635,5133.0,0
LHR,BKK,BA,BA,680,5188.0,0
LHR,SIN,BA,BA,765,5894.0,0
LHR,SFO,BA,BA,670,4666.0,1
EZE,LGW,BA,BA,775,6048.0,1
LGW,EZE,BA,BA,815,6048.0,0
DUB,ORD,EI,EI,500,3191.0,1
ORD,DUB,EI,EI,445,3191.0,1
BNE,KUL,MH,MH,480,3491.0,1
KUL,BNE,MH,MH,480,3491.0,0
AKL,KUL,MH,MH,655,4720.0,1
AMS,KUL,MH,MH,760,5540.0,0
KUL,AMS,MH,MH,840,5540.0,0
KUL,AKL,MH,MH,630,4720.0,0
CDG,NRT,NH,NH,695,5248.0,0
NRT,CDG,NH,NH,750,5248.0,0
DFW,HNL,DL,DL,490,3290.0,0
ATL,HNL,DL,DL,575,3911.0,1
HNL,DFW,DL,DL,425,3290.0,1
HNL,ATL,DL,DL,500,3911.0,1
HAV,MAD,UX,UX,550,4037.0,0
MAD,HAV,UX,UX,600,4037.0,1
SEA,TPE,BR,BR,775,5275.0,0
TPE,SEA,BR,BR,620,5275.0,1
SFO,TPE,BR,BR,835,5617.0,1
TPE,SFO,BR,BR,650,5617.0,0
IST,JFK,TK,TK,660,4349.0,1
JFK,IST,TK,TK,565,4349.0,1
AMS,HKG,CX,CX,670,5019.0,0
HKG,AMS,CX,CX,765,5019.0,1
BOS,AMS,NW,NW,410,3007.0,1
JFK,CDG,AF,AF,415,3166.0,0
AMS,IAD,NW,NW,530,3366.0,0
IAD,AMS,NW,NW,455,3366.0,1
AMS,DEL,NW,NW,485,3441.0,1
ORD,AMS,KL,KL,470,3582.0,1
LGW,MSP,NW,NW,545,3498.0,1
DTW,FRA,NW,NW,485,3622.0,0
DTW,AMS,NW,NW,465,3432.0,0
MSP,AMS,NW,NW,495,3619.0,1
AMS,BOM,NW,NW,505,3713.0,0
AMS,ORD,KL,KL,530,3582.0,0
HNL,DTW,NW,NW,516,3887.0,1
CTS,HNL,JO,JL,400,3261.0,0
DEL,AMS,NW,NW,595,3441.0,1
HNL,CTS,JO,JL,520,3261.0,0
SEA,AMS,NW,NW,585,4250.0,0
FCO,DTW,NW,NW,615,4029.0,0
JFK,AMS,KL,KL,415,3173.0,0
JFK,CDG,AF,AF,420,3166.0,0
IAH,AMS,KL,KL,540,4361.0,0
PEK,CDG,AF,AF,650,4425.0,0
DTW,CDG,NW,NW,485,3452.0,0
FRA,DTW,NW,NW,550,3622.0,0
DTW,AMS,NW,NW,465,3432.0,1
DTW,FCO,NW,NW,530,4029.0,0
DTW,AMS,NW,NW,465,3432.0,1
MSP,LGW,NW,NW,490,3498.0,1
DTW,HNL,NW,NW,585,3887.0,1
DTW,LGW,NW,NW,460,3289.0,0
AMS,BKK,KL,KL,640,4982.0,0
MEX,CDG,AF,AF,610,4988.0,0
MEX,AMS,KL,KL,610,4992.0,1
BKK,AMS,KL,KL,720,4982.0,1
AMS,DTW,NW,NW,530,3432.0,0
AMS,MSP,NW,NW,560,3619.0,0
AMS,DTW,NW,NW,525,3432.0,1
AMS,DTW,NW,NW,530,3432.0,1
AMS,BOS,NW,NW,480,3007.0,0
AMS,SEA,NW,NW,630,4250.0,1
AMS,IAH,KL,KL,630,4361.0,0
AMS,MEX,KL,KL,715,4992.0,0
CDG,GRU,AF,AF,700,5115.0,1
GRU,CDG,AF,AF,670,5115.0,1
HKG,CDG,AF,AF,795,5188.0,0
BOM,AMS,NW,NW,605,3713.0,0
CDG,PEK,AF,AF,595,4425.0,0
CDG,JFK,AF,AF,480,3166.0,1
CDG,JFK,AF,AF,500,3166.0,0
CDG,DTW,NW,NW,540,3452.0,0
CDG,HKG,AF,AF,710,5188.0,1
CDG,MEX,AF,AF,735,4988.0,1
HKG,AMS,KL,KL,750,5019.0,0
SIN,AMS,KL,KL,805,5690.0,0
LAX,TPE,BR,BR,870,5901.0,1
AMS,HKG,KL,KL,680,5019.0,1
AMS,JFK,KL,KL,490,3173.0,0
AMS,SIN,KL,KL,735,5690.0,0
TPE,LAX,BR,BR,680,5901.0,0
LGW,DTW,NW,NW,520,3289.0,1
NRT,SFO,NH,NH,550,4445.0,1
SFO,NRT,NH,NH,675,4445.0,0
FRA,GMP,KE,KE,630,4631.0,1
GMP,LHR,KE,KE,755,4803.0,0
GMP,FRA,KE,KE,715,4631.0,1
LHR,GMP,KE,KE,660,4803.0,1
BRU,JFK,SN,SN,510,3191.0,0
JFK,BRU,SN,SN,435,3191.0,0
MAN,ATL,DL,DL,550,3566.0,0
LGW,ATL,DL,DL,575,3675.0,1
LGW,ATL,DL,DL,555,3675.0,0
ATL,CDG,DL,DL,505,3828.0,1
ATL,MAN,DL,DL,460,3566.0,0
ATL,LGW,DL,DL,485,3675.0,0
ATL,CDG,DL,DL,490,3828.0,1
ATL,LGW,DL,DL,475,3675.0,0
CDG,ATL,DL,DL,590,3828.0,1
CDG,ATL,DL,DL,580,3828.0,1
JFK,LHR,AA,AA,430,3002.0,0
JFK,LHR,AA,AA,425,3002.0,1
EWR,LHR,AA,AA,420,3010.0,1
PHL,LHR,BA,BA,415,3083.0,1
PHL,LHR,BA,BA,415,3083.0,0
LHR,YYZ,BA,BA,495,3091.0,0
SIN,DXB,EK,EK,435,3163.0,0
IAD,LHR,BA,BA,435,3196.0,1
MEL,SIN,EK,EK,450,3282.0,1
EWR,LHR,BA,BA,415,3010.0,1
EWR,LHR,BA,BA,415,3010.0,0
LHR,ORD,BA,BA,540,3434.0,1
LHR,ORD,BA,BA,540,3434.0,0
LHR,EWR,BA,BA,495,3010.0,0
YYZ,LHR,BA,BA,425,3091.0,0
LHR,IAD,BA,BA,505,3196.0,1
LHR,PHL,BA,BA,490,3083.0,0
LHR,EWR,BA,BA,495,3010.0,0
YYZ,LHR,BA,BA,425,3091.0,0
LHR,EWR,AA,AA,515,3010.0,0
LHR,YYZ,BA,BA,490,3091.0,1
CLT,LGW,BA,BA,450,3481.0,0
LHR,PHL,BA,BA,490,3083.0,0
LHR,JFK,AA,AA,505,3002.0,0
LGW,CLT,BA,BA,545,3481.0,1
ATL,LGW,BA,BA,475,3675.0,1
LGW,ATL,BA,BA,585,3675.0,1
DXB,SIN,EK,EK,435,3163.0,1
DFW,LGW,BA,BA,530,4138.0,0
SIN,MEL,EK,EK,430,3282.0,0
LGW,DFW,BA,BA,630,4138.0,1
ORD,LHR,BA,BA,465,3434.0,1
ORD,LHR,BA,BA,465,3434.0,1
FDF,ORY,AF,AF,490,3717.0,1
ORY,FDF,AF,AF,515,3717.0,0
YVR,NRT,AC,AC,615,4054.0,1
LHR,YVR,AC,AC,605,4100.0,0
LHR,YYC,AC,AC,560,3795.0,1
YVR,LHR,AC,AC,560,4100.0,0
PVG,YVR,AC,AC,640,4881.0,0
YVR,PVG,AC,AC,765,4881.0,0
YYC,FRA,AC,AC,560,4073.0,1
YVR,KIX,AC,AC,675,4288.0,1
FRA,YYC,AC,AC,590,4073.0,1
MAD,SCL,LA,LA,825,5817.0,1
SCL,MAD,LA,LA,780,5817.0,0
FRA,ATL,DL,DL,610,4017.0,1
FRA,ATL,DL,DL,615,4017.0,1
GRU,ATL,DL,DL,565,4083.0,0
NGO,PDX,DL,DL,535,4350.0,1
PDX,NGO,DL,DL,650,4350.0,0
LAX,NRT,DL,DL,715,4728.0,1
AMS,ATL,DL,DL,575,3833.0,1
ATL,NRT,DL,DL,860,5944.0,1
ATL,AMS,DL,DL,490,3833.0,0
ATL,GRU,DL,DL,565,4083.0,0
ATL,FRA,DL,DL,515,4017.0,0
ATL,FRA,DL,DL,525,4017.0,1
NRT,ATL,DL,DL,725,5944.0,1
NRT,LAX,DL,DL,570,4728.0,1
LHR,KIX,JL,JL,725,5162.0,1
YYZ,CDG,AF,AF,440,3264.0,0
ORD,CDG,AF,AF,480,3611.0,1
IAH,CDG,AF,AF,560,4373.0,0
JNB,CDG,AF,AF,655,4753.0,1
DEL,CDG,AF,AF,585,3549.0,0
CDG,SFO,AF,AF,715,4855.0,0
CDG,YYZ,AF,AF,525,3264.0,1
CDG,DEL,AF,AF,495,3549.0,0
CDG,ORD,AF,AF,575,3611.0,1
CDG,JNB,AF,AF,650,4753.0,0
SFO,CDG,AF,AF,635,4855.0,0
CDG,KIX,AF,AF,720,5207.0,1
CDG,IAH,AF,AF,670,4373.0,0
KIX,CDG,AF,AF,775,5207.0,1
JFK,TLV,LY,LY,610,4936.0,1
JFK,LHR,UA,UA,410,3002.0,0
LHR,EWR,UA,UA,475,3010.0,1
IAD,LHR,UA,UA,440,3196.0,0
IAD,CDG,UA,UA,445,3361.0,1
IAD,CDG,UA,UA,445,3361.0,0
AMS,IAD,UA,UA,515,3366.0,0
ORD,LHR,UA,UA,460,3434.0,0
IAD,FRA,UA,UA,470,3549.0,1
IAD,LHR,UA,UA,420,3196.0,0
IAD,AMS,UA,UA,440,3366.0,0
IAD,FRA,UA,UA,475,3549.0,0
ORD,FRA,UA,UA,500,3774.0,0
ORD,CDG,UA,UA,475,3611.0,1
ORD,LHR,UA,UA,460,3434.0,0
EZE,MIA,UA,UA,525,3885.0,1
NRT,SEA,UA,UA,510,4136.0,1
SEA,NRT,UA,UA,620,4136.0,0
ORD,GRU,UA,UA,550,4584.0,0
ORD,AMS,UA,UA,480,3582.0,0
LHR,SFO,UA,UA,670,4666.0,0
LHR,ORD,UA,UA,530,3434.0,1
GRU,ORD,UA,UA,620,4584.0,0
LHR,IAD,UA,UA,495,3196.0,1
SFO,LHR,UA,UA,605,4666.0,0
LAX,LHR,UA,UA,620,4742.0,0
AMS,ORD,UA,UA,550,3582.0,1
LHR,LAX,UA,UA,680,4742.0,1
LHR,JFK,UA,UA,475,3002.0,1
GRU,MIA,UA,UA,490,3577.0,1
LHR,IAD,UA,UA,485,3196.0,1
LHR,ORD,UA,UA,525,3434.0,0
CDG,LAX,UA,UA,690,4930.0,0
CDG,IAD,UA,UA,510,3361.0,1
CDG,ORD,UA,UA,545,3611.0,0
CDG,IAD,UA,UA,515,3361.0,1
CDG,SFO,UA,UA,695,4855.0,1
LAX,CDG,UA,UA,650,4930.0,1
FRA,SFO,UA,UA,695,4955.0,1
MIA,GRU,UA,UA,430,3577.0,0
SFO,PEK,UA,UA,745,5133.0,0
PEK,SFO,UA,UA,670,5133.0,0
SFO,CDG,UA,UA,640,4855.0,0
SFO,FRA,UA,UA,660,4955.0,0
EWR,LHR,UA,UA,405,3010.0,1
MIA,EZE,UA,UA,520,3885.0,1
FRA,IAD,UA,UA,545,3549.0,0
FRA,ORD,UA,UA,570,3774.0,0
MRU,CDG,MK,MK,720,5134.0,1
ATH,JFK,OA,OA,665,4301.0,0
JFK,ATH,OA,OA,565,4301.0,0
AMS,CCS,KL,KL,595,4257.0,0
CCS,AMS,KL,KL,555,4257.0,0
LHR,ORD,VS,VS,535,3434.0,0
ORD,LHR,VS,VS,460,3434.0,1
LAX,LHR,VS,VS,625,4742.0,0
LHR,NRT,VS,VS,720,5189.0,0
NRT,LHR,VS,VS,780,5189.0,1
HKG,LHR,VS,VS,810,5217.0,0
LHR,HKG,VS,VS,760,5217.0,1
LHR,LAX,VS,VS,710,4742.0,1
GMP,SFO,SQ,SQ,635,4901.0,0
SFO,GMP,SQ,SQ,770,4901.0,0
DXB,JNB,EK,EK,510,3485.0,1
LHR,QZX,SA,SA,59,3115.0,1
PVG,SFO,UA,UA,625,5346.0,1
JNB,LHR,SA,SA,680,4936.0,1
SFO,PVG,UA,UA,795,5346.0,1
FRA,ORD,UA,UA,559,3774.0,1
JFK,LHR,AA,AA,395,3002.0,0
JFK,LHR,AA,AA,410,3002.0,1
LHR,JFK,AA,AA,475,3002.0,0
LHR,ORD,AA,AA,525,3434.0,1
LHR,JFK,AA,AA,480,3002.0,0
MIA,EZE,AA,AA,520,3885.0,0
MIA,EZE,AA,AA,527,3885.0,1
DFW,LGW,AA,AA,540,4138.0,0
JFK,EZE,AA,AA,630,4652.0,0
JFK,LHR,AA,AA,410,3002.0,0
LAX,LHR,AA,AA,620,4742.0,1
LHR,LAX,AA,AA,690,4742.0,0
LHR,MIA,AA,AA,595,3849.0,1
LHR,ORD,AA,AA,530,3434.0,0
LHR,JFK,AA,AA,475,3002.0,1
ORD,NRT,AA,AA,785,5441.0,0
ORD,LHR,AA,AA,450,3434.0,0
ORD,LHR,AA,AA,465,3434.0,1
LGW,DFW,AA,AA,625,4138.0,0
NRT,DFW,AA,AA,675,5574.0,0
EZE,MIA,AA,AA,520,3885.0,0
SJC,NRT,AA,AA,670,4468.0,0
NRT,ORD,AA,AA,675,5441.0,1
EZE,JFK,AA,AA,630,4652.0,1
NRT,SJC,AA,AA,535,4468.0,0
EZE,MIA,AA,AA,520,3885.0,0
KIX,DFW,AA,AA,700,5807.0,1
DFW,KIX,AA,AA,845,5807.0,0
DFW,ZRH,AA,AA,580,4554.0,0
DFW,NRT,AA,AA,810,5574.0,0
ZRH,DFW,AA,AA,670,4554.0,1
LAX,LHR,NZ,NZ,625,4742.0,1
SIN,FRA,SQ,AN,800,5566.0,0
AKL,LAX,NZ,NZ,720,5690.0,1
SIN,SYD,QF,QF,440,3422.0,0
BKK,SYD,QF,QF,530,4085.0,0
LHR,BKK,QF,QF,675,5188.0,0
LHR,SIN,QF,QF,755,5894.0,1
JNB,SYD,QF,QF,705,5964.0,1
SYD,JNB,QF,QF,840,5964.0,1
MAD,EWR,CO,CO,510,3129.0,1
MXP,EWR,CO,CO,575,3483.0,0
EWR,FCO,CO,CO,495,3732.0,1
FRA,GRU,RG,RG,718,5323.0,0
GRU,FRA,RG,RG,694,5323.0,0
GRU,CDG,RG,RG,665,5115.0,0
BOM,ZRH,SR,SR,565,3538.0,0
ORD,BRU,SN,SN,480,3615.0,1
MIA,ZRH,SR,SR,545,4251.0,1
DFW,BRU,SN,SN,585,4309.0,0
ZRH,MIA,SR,SR,645,4251.0,0
JNB,ZRH,SR,SR,620,4584.0,1
LAX,ZRH,SR,SR,665,5160.0,0
BRU,DFW,SN,SN,655,4309.0,1
BRU,ORD,SN,SN,560,3615.0,0
ZRH,LAX,SR,SR,730,5160.0,1
ZRH,JNB,SR,SR,615,4584.0,1
ZRH,BOM,SR,SR,475,3538.0,1
DUS,EWR,LH,LH,520,3267.0,1
IAD,FRA,LH,LH,485,3549.0,0
ORD,MUC,LH,LH,520,3936.0,1
ORD,MAD,IB,IB,485,3647.0,0
MAD,BOG,IB,IB,625,4347.0,0
FRA,YVR,LH,LH,630,4363.0,0
YVR,FRA,LH,LH,595,4363.0,0
DFW,FRA,LH,LH,590,4469.0,1
BOG,MAD,IB,IB,585,4347.0,1
MAD,GRU,IB,IB,645,4549.0,1
FRA,IAH,LH,LH,685,4550.0,1
FRA,IAD,LH,LH,555,3549.0,0
FCO,BKK,QF,QF,620,4806.0,1
LAX,FRA,LH,LH,670,5046.0,0
MAD,ORD,IB,IB,575,3647.0,1
BKK,MEL,QF,QF,515,3987.0,1
GRU,FRA,LH,LH,705,5323.0,0
IAH,FRA,LH,LH,605,4550.0,0
GRU,MAD,IB,IB,600,4549.0,1
MNL,SFO,PR,PR,720,6071.0,1
ATL,FRA,LH,LH,525,4017.0,1
MUC,EWR,LH,LH,570,3521.0,1
PHL,FRA,LH,LH,470,3436.0,1
MUC,ORD,LH,LH,610,3936.0,1
SFO,MNL,PR,PR,890,6071.0,0
EWR,DUS,LH,LH,435,3267.0,0
FRA,LAX,LH,LH,735,5046.0,1
FRA,ATL,LH,LH,615,4017.0,0
FRA,PHL,LH,LH,545,3436.0,1
EWR,MUC,LH,LH,460,3521.0,0
FRA,GRU,LH,LH,740,5323.0,0
FRA,DFW,LH,LH,665,4469.0,0
JFK,LHR,AI,AI,395,3002.0,0
LHR,JFK,AI,AI,460,3002.0,0
BOM,LHR,AI,AI,590,3908.0,1
LHR,BOM,AI,AI,515,3908.0,1
LGW,EWR,VS,CO,505,3020.0,0
LGW,EWR,CO,CO,505,3020.0,1
CDG,EWR,CO,CO,520,3174.0,0
EWR,CDG,CO,CO,430,3174.0,0
EWR,LGW,VS,CO,410,3020.0,1
EWR,LGW,CO,CO,410,3020.0,0
PEK,SVO,SU,SU,490,3137.0,1
SVO,PEK,SU,SU,440,3137.0,1
BKK,CDG,AF,AF,770,5111.0,0
CDG,NRT,AF,AF,700,5248.0,1
CDG,BKK,AF,AF,665,5111.0,0
NRT,CDG,AF,AF,875,5248.0,1
DTW,PEK,NW,NW,835,5756.0,1
PEK,DTW,NW,NW,780,5756.0,0
DTW,NGO,NW,NW,810,5688.0,1
JFK,AMS,KL,KL,425,3173.0,0
HNL,SDJ,JO,JL,525,3289.0,1
SDJ,HNL,JO,JL,390,3289.0,1
ATL,CDG,AF,AF,475,3828.0,1
ARN,BKK,TG,TG,600,4495.0,1
CDG,ATL,AF,AF,575,3828.0,1
LAX,NRT,TG,TG,710,4728.0,1
AMS,JFK,KL,KL,495,3173.0,0
BKK,LHR,TG,TG,755,5188.0,0
BKK,ARN,TG,TG,680,4495.0,0
LHR,BKK,TG,TG,680,5188.0,0
CDG,EZE,AF,AF,815,6039.0,0
EZE,CDG,AF,AF,780,6039.0,1
NRT,LAX,TG,TG,575,4728.0,0
HNL,KIX,NH,NH,605,3570.0,0
KIX,HNL,NH,NH,440,3570.0,1
SCL,DFW,AA,AA,575,4288.0,1
DFW,FRA,AA,AA,580,4469.0,1
FRA,DFW,AA,AA,675,4469.0,1
DFW,GRU,AA,AA,606,4480.0,1
DFW,SCL,AA,AA,566,4288.0,0
GRU,DFW,AA,AA,603,4480.0,1
KUL,SYD,MH,MH,475,3579.0,0
SYD,KUL,MH,MH,480,3579.0,0
SYD,KUL,VS,MH,480,3579.0,0
LAX,TPE,MH,MH,875,5901.0,1
TPE,LAX,MH,MH,695,5901.0,0
KUL,SYD,VS,MH,475,3579.0,1
LHR,JFK,AA,AA,505,3002.0,0
MNL,DXB,PR,EK,540,3734.0,1
MNL,DXB,EK,EK,540,3734.0,0
LGW,DEN,BA,BA,600,4070.0,1
DXB,MNL,EK,EK,495,3734.0,1
DXB,MNL,PR,EK,495,3734.0,1
HNL,KIX,JL,JL,565,3570.0,0
KIX,HNL,JL,JL,410,3570.0,0
LGW,BGI,VS,VS,525,3664.0,1
EZE,MIA,AR,AR,525,3885.0,0
CDG,MIA,AF,AF,595,3996.0,0
PER,JNB,SA,SA,630,4493.0,0
HAV,CDG,AF,AF,530,4201.0,0
AMS,SFO,KL,KL,670,4760.0,0
SFO,AMS,KL,KL,620,4760.0,1
MIA,MAD,IB,IB,495,3842.0,1
MIA,CDG,AF,AF,510,3996.0,0
JNB,AMS,KL,KL,655,4905.0,0
AMS,KIX,KL,KL,670,5000.0,1
MAD,MIA,IB,IB,560,3842.0,0
AMS,JNB,KL,KL,645,4905.0,0
KIX,AMS,KL,KL,725,5000.0,0
MEL,HKG,QF,QF,550,4035.0,0
KIX,YVR,AC,AC,550,4288.0,0
HKG,LHR,BA,BA,820,5217.0,0
LHR,HKG,BA,BA,705,5217.0,0
JFK,CDG,AA,AA,445,3166.0,1
DFW,HNL,AA,AA,511,3290.0,1
DFW,HNL,AA,AA,516,3290.0,0
HNL,DFW,AA,AA,447,3290.0,1
HNL,DFW,AA,AA,440,3290.0,1
MAN,ORD,AA,AA,520,3321.0,1
GRU,MIA,AA,AA,506,3577.0,1
MIA,GRU,AA,AA,502,3577.0,0
BRU,ORD,AA,AA,580,3615.0,1
ORD,BRU,AA,AA,495,3615.0,1
ORD,BHX,AA,AA,455,3361.0,1
HNL,ORD,AA,AA,503,3690.0,0
MAD,MIA,AA,AA,605,3842.0,0
BHX,ORD,AA,AA,540,3361.0,1
MXP,ORD,AA,AA,630,3929.0,0
ORD,MXP,AA,AA,545,3929.0,0
ORD,HNL,AA,AA,569,3690.0,1
SCL,MIA,AA,AA,518,3634.0,0
ORD,CDG,AA,AA,495,3611.0,1
MIA,CDG,AA,AA,540,3996.0,1
MIA,SCL,AA,AA,513,3634.0,0
FRA,ORD,AA,AA,590,3774.0,0
MIA,SCL,AA,AA,513,3634.0,1
MIA,GIG,AA,AA,509,3652.0,1
MIA,GRU,AA,AA,504,3577.0,0
