id,Airline,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
86296,AS,Female,Loyal Customer,12,Personal Travel,Eco,356,2,5,2,1,4,2,4,4,5,5,4,3,5,4,0,0,neutral or dissatisfied
86297,B1878,Female,Loyal Customer,61,Personal Travel,Eco,377,1,4,5,2,4,4,4,3,3,5,3,5,3,5,0,0,neutral or dissatisfied
86299,DL,Female,Loyal Customer,61,Personal Travel,Eco,306,2,4,2,5,3,5,5,1,1,2,1,3,1,4,0,0,neutral or dissatisfied
86300,EV,Male,disloyal Customer,42,Personal Travel,Eco,331,4,0,4,3,5,4,5,5,5,5,5,4,4,5,16,13,neutral or dissatisfied
86301,F1881,Female,Loyal Customer,28,Personal Travel,Eco,226,4,4,0,4,4,0,4,4,3,3,5,4,4,4,0,1,neutral or dissatisfied
86303,HA,Male,Loyal Customer,62,Business travel,Business,226,3,3,3,3,4,5,4,5,5,5,5,3,5,3,0,0,satisfied
86304,MQ,Male,Loyal Customer,60,Business travel,Business,331,3,3,3,3,2,5,5,4,4,4,4,4,4,3,46,51,satisfied
86305,NK,Male,Loyal Customer,58,Business travel,Business,356,5,5,5,5,3,4,4,5,5,5,5,5,5,3,1,0,satisfied
86306,OO,Female,disloyal Customer,22,Business travel,Eco,356,0,0,0,2,3,0,3,3,5,2,5,5,5,3,0,0,satisfied
86307,AA,Male,Loyal Customer,59,Business travel,Eco Plus,356,1,3,3,3,1,1,1,1,4,5,4,3,3,1,0,0,neutral or dissatisfied
86309,AS,Female,Loyal Customer,54,Business travel,Eco Plus,306,3,3,3,3,4,3,4,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
86310,B1879,Female,Loyal Customer,57,Business travel,Business,356,2,2,2,2,4,4,4,4,4,4,4,5,4,4,0,0,satisfied
86311,DL,Female,Loyal Customer,51,Business travel,Business,226,2,2,2,2,5,5,5,5,5,5,5,5,5,3,0,5,satisfied
86313,EV,Male,Loyal Customer,41,Business travel,Eco Plus,226,4,3,3,3,4,4,4,4,1,2,5,2,3,4,0,5,satisfied
86315,F1882,Female,Loyal Customer,69,Business travel,Eco Plus,306,2,2,2,2,2,3,4,2,2,2,2,3,2,3,7,14,neutral or dissatisfied
86316,HA,Male,Loyal Customer,25,Personal Travel,Eco Plus,226,0,5,0,3,1,0,1,1,4,3,5,3,5,1,15,7,satisfied
86317,MQ,Female,Loyal Customer,39,Personal Travel,Eco Plus,306,5,4,5,2,3,5,3,3,4,5,4,4,4,3,0,0,satisfied
86319,NK,Male,Loyal Customer,46,Personal Travel,Eco Plus,226,1,4,1,3,1,1,1,1,5,4,4,3,5,1,22,34,neutral or dissatisfied
86320,OO,Male,Loyal Customer,54,Business travel,Business,331,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,2,satisfied
86465,AA,Female,Loyal Customer,46,Business travel,Eco,362,5,3,5,5,4,1,3,5,5,5,5,2,5,2,0,0,satisfied
86466,AS,Female,Loyal Customer,41,Business travel,Eco,394,4,1,1,1,4,4,4,4,5,3,3,4,4,4,6,0,satisfied
86470,B1880,Male,disloyal Customer,36,Business travel,Business,362,2,2,2,2,2,2,2,2,2,4,5,2,4,2,0,3,neutral or dissatisfied
86473,DL,Female,Loyal Customer,57,Business travel,Eco,312,5,4,1,4,5,2,5,5,5,5,5,1,5,5,0,0,satisfied
86477,EV,Male,Loyal Customer,61,Business travel,Business,362,1,1,1,1,2,5,4,4,4,4,4,4,4,1,39,77,satisfied
86645,F1883,Male,Loyal Customer,77,Business travel,Eco,346,4,4,4,4,4,4,4,4,1,2,1,4,2,4,4,0,satisfied
86646,HA,Male,Loyal Customer,61,Business travel,Eco,346,4,4,4,4,4,4,4,4,2,3,4,4,4,4,0,0,satisfied
86717,MQ,Female,Loyal Customer,60,Business travel,Eco,247,2,5,5,5,1,5,1,2,2,2,2,5,2,5,7,3,satisfied
86718,NK,Female,Loyal Customer,40,Business travel,Eco,247,5,3,3,3,5,5,5,5,5,2,2,1,3,5,0,0,satisfied
86719,OO,Female,Loyal Customer,75,Business travel,Eco,247,4,1,1,1,2,4,2,4,4,4,4,3,4,3,5,0,satisfied
86890,AA,Female,Loyal Customer,60,Business travel,Business,352,4,3,3,3,3,2,2,4,4,4,4,3,4,4,18,8,neutral or dissatisfied
86891,AS,Female,Loyal Customer,46,Business travel,Business,341,1,1,1,1,3,4,3,1,1,1,1,4,1,2,9,1,neutral or dissatisfied
86892,B1881,Female,Loyal Customer,11,Personal Travel,Business,341,2,3,2,3,2,2,2,2,3,1,4,1,4,2,3,3,neutral or dissatisfied
86893,DL,Male,disloyal Customer,26,Business travel,Business,341,4,0,4,4,4,4,4,4,4,5,5,3,5,4,23,20,satisfied
86897,EV,Male,Loyal Customer,59,Business travel,Business,341,2,2,5,2,5,4,5,4,4,4,4,5,4,4,8,15,satisfied
86898,F1884,Male,disloyal Customer,22,Business travel,Eco,352,3,5,3,3,2,3,2,2,5,5,5,4,4,2,0,0,neutral or dissatisfied
86899,HA,Male,Loyal Customer,50,Business travel,Business,352,1,1,1,1,3,4,5,4,4,4,4,4,4,5,4,0,satisfied
86901,MQ,Male,disloyal Customer,38,Business travel,Business,352,4,4,4,5,2,4,2,2,5,2,4,3,4,2,52,40,satisfied
86902,NK,Male,Loyal Customer,40,Business travel,Business,352,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0,0,satisfied
86903,OO,Male,disloyal Customer,26,Business travel,Business,352,5,0,5,4,1,5,1,1,5,3,5,3,5,1,0,0,satisfied
86907,AA,Female,Loyal Customer,39,Business travel,Business,341,3,3,3,3,5,4,5,5,5,5,5,5,5,3,5,7,satisfied
86911,AS,Male,Loyal Customer,50,Business travel,Eco,341,4,1,1,1,4,4,4,4,4,1,4,2,4,4,31,27,neutral or dissatisfied
86914,B1882,Male,disloyal Customer,29,Business travel,Eco,341,4,3,4,4,1,4,1,1,3,4,1,5,1,1,10,0,satisfied
86915,DL,Male,Loyal Customer,73,Business travel,Eco,352,2,4,3,4,2,2,2,2,1,1,1,2,4,2,0,0,satisfied
86916,EV,Female,Loyal Customer,36,Personal Travel,Eco,341,0,3,0,1,1,0,4,1,2,5,1,3,4,1,0,0,satisfied
86917,F1885,Female,Loyal Customer,47,Personal Travel,Eco,341,2,5,2,1,3,4,4,4,4,2,4,5,4,3,0,0,neutral or dissatisfied
86918,HA,Male,Loyal Customer,18,Personal Travel,Eco,341,1,4,5,3,2,5,2,2,3,4,4,3,4,2,0,0,neutral or dissatisfied
86920,MQ,Female,Loyal Customer,15,Personal Travel,Eco,341,3,2,3,2,5,3,4,5,4,1,2,1,2,5,98,96,neutral or dissatisfied
86921,NK,Male,Loyal Customer,7,Personal Travel,Eco,341,3,5,3,3,4,3,4,4,3,4,4,5,4,4,4,0,neutral or dissatisfied
86923,OO,Female,Loyal Customer,42,Personal Travel,Eco,341,1,4,1,3,3,5,4,3,3,1,3,5,3,3,0,0,neutral or dissatisfied
86924,AA,Female,Loyal Customer,38,Personal Travel,Eco,341,3,1,3,3,4,3,4,4,2,5,2,4,3,4,9,22,neutral or dissatisfied
86925,AS,Female,Loyal Customer,58,Personal Travel,Eco,341,2,4,2,1,3,5,5,2,2,2,2,4,2,5,0,0,neutral or dissatisfied
86926,B1883,Male,Loyal Customer,68,Personal Travel,Eco,352,2,4,5,2,3,5,3,3,5,3,4,5,4,3,42,,neutral or dissatisfied
86927,DL,Male,Loyal Customer,31,Personal Travel,Eco,341,1,5,1,3,2,1,2,2,4,3,4,5,4,2,64,59,neutral or dissatisfied
86928,EV,Female,Loyal Customer,32,Personal Travel,Eco,352,3,5,3,1,2,3,2,2,5,5,4,4,4,2,0,0,neutral or dissatisfied
86929,F1886,Female,Loyal Customer,69,Personal Travel,Eco,341,2,5,2,3,5,5,4,2,2,2,2,4,2,3,0,1,neutral or dissatisfied
86931,HA,Female,disloyal Customer,32,Business travel,Business,341,3,4,4,1,5,4,5,5,4,3,4,4,5,5,0,0,neutral or dissatisfied
86932,MQ,Male,disloyal Customer,25,Business travel,Business,352,0,2,0,2,4,0,4,4,5,5,4,3,4,4,0,0,satisfied
86933,NK,Female,Loyal Customer,61,Business travel,Eco Plus,352,4,1,1,1,1,3,5,4,4,4,4,1,4,1,0,0,satisfied
86934,OO,Female,Loyal Customer,30,Business travel,Eco Plus,352,0,0,0,1,5,0,4,5,4,5,2,3,5,5,0,0,satisfied
87024,AA,Male,disloyal Customer,26,Business travel,Business,240,0,0,0,3,4,0,1,4,3,4,4,5,5,4,8,0,satisfied
87089,AS,Male,disloyal Customer,24,Business travel,Eco,194,5,0,5,2,5,5,5,5,3,1,3,1,5,5,0,0,satisfied
87091,B1884,Female,disloyal Customer,36,Business travel,Eco,245,4,0,4,2,1,4,1,1,5,2,1,1,3,1,10,2,neutral or dissatisfied
87095,DL,Female,disloyal Customer,36,Business travel,Eco,194,3,3,3,3,5,3,5,5,1,1,3,3,4,5,0,5,neutral or dissatisfied
87287,EV,Female,Loyal Customer,47,Business travel,Eco,177,4,1,1,1,4,1,5,4,4,4,4,3,4,4,9,5,satisfied
87288,F1887,Female,Loyal Customer,76,Business travel,Business,177,2,2,2,2,1,2,2,4,4,4,4,4,4,5,0,0,satisfied
87318,HA,Female,Loyal Customer,55,Business travel,Eco Plus,177,4,5,3,5,3,5,4,4,4,4,4,1,4,4,0,0,satisfied
87320,MQ,Female,Loyal Customer,56,Business travel,Eco Plus,177,3,5,5,5,1,3,4,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
87330,NK,Female,Loyal Customer,42,Business travel,Business,425,2,2,5,2,5,5,5,4,4,4,4,5,4,4,0,0,satisfied
87334,OO,Female,disloyal Customer,23,Business travel,Eco,425,1,4,0,3,5,0,5,5,4,3,3,3,3,5,34,34,neutral or dissatisfied
87338,AA,Male,Loyal Customer,8,Personal Travel,Business,425,1,5,1,3,2,1,2,2,4,1,4,4,1,2,8,0,neutral or dissatisfied
87339,AS,Male,Loyal Customer,33,Business travel,Business,425,5,5,5,5,2,3,2,2,4,4,5,3,5,2,0,0,satisfied
87340,B1885,Male,Loyal Customer,52,Business travel,Business,425,3,3,3,3,5,4,5,3,3,3,3,4,3,3,0,0,satisfied
87341,DL,Male,disloyal Customer,50,Business travel,Business,425,2,2,2,2,3,2,5,3,4,3,4,4,4,3,5,0,satisfied
87342,EV,Male,Loyal Customer,45,Business travel,Business,425,2,2,2,2,3,5,5,5,5,5,5,4,5,5,43,23,satisfied
87347,F1888,Male,Loyal Customer,45,Business travel,Business,425,3,3,3,3,4,5,4,4,4,4,4,5,4,4,2,0,satisfied
87350,HA,Female,Loyal Customer,52,Business travel,Business,425,2,2,2,2,2,5,5,4,4,4,4,5,4,3,49,45,satisfied
87351,MQ,Male,Loyal Customer,39,Business travel,Business,425,4,4,3,4,5,4,4,3,3,3,3,3,3,4,0,0,satisfied
87353,NK,Male,Loyal Customer,70,Business travel,Business,425,3,5,5,5,3,3,3,3,3,3,3,2,3,2,4,0,neutral or dissatisfied
87354,OO,Female,Loyal Customer,44,Business travel,Business,425,4,1,4,4,5,4,4,4,4,5,4,4,4,5,94,89,satisfied
87357,AA,Female,disloyal Customer,23,Business travel,Eco,425,3,2,3,3,3,3,3,3,4,4,3,3,2,3,36,33,neutral or dissatisfied
87359,AS,Male,Loyal Customer,39,Business travel,Business,425,1,1,1,1,5,5,5,4,4,4,4,4,4,3,0,13,satisfied
87362,B1886,Female,Loyal Customer,38,Business travel,Business,425,4,4,4,4,5,4,4,3,3,4,3,5,3,3,0,0,satisfied
87364,DL,Female,Loyal Customer,18,Business travel,Eco,425,2,5,5,5,2,2,2,2,4,5,3,4,4,2,66,65,neutral or dissatisfied
87368,EV,Female,disloyal Customer,27,Business travel,Business,425,0,0,0,2,3,0,3,3,4,4,5,4,5,3,21,15,satisfied
87376,F1889,Female,Loyal Customer,50,Business travel,Business,425,2,2,2,2,3,4,5,4,4,5,4,4,4,5,0,0,satisfied
87378,HA,Male,disloyal Customer,40,Business travel,Eco,425,2,1,2,4,4,2,4,4,4,3,4,2,3,4,74,68,neutral or dissatisfied
87380,MQ,Male,Loyal Customer,39,Business travel,Eco,425,3,4,4,4,3,3,3,3,2,4,3,3,2,3,0,0,neutral or dissatisfied
87382,NK,Female,disloyal Customer,33,Business travel,Eco,425,2,3,3,4,5,3,5,5,2,3,4,1,3,5,0,0,neutral or dissatisfied
87385,OO,Male,Loyal Customer,48,Business travel,Business,425,1,4,4,4,5,3,3,1,1,1,1,3,1,4,0,0,neutral or dissatisfied
87386,AA,Female,Loyal Customer,31,Business travel,Business,425,1,0,0,4,3,0,3,3,4,1,3,3,4,3,0,0,neutral or dissatisfied
87387,AS,Female,Loyal Customer,36,Business travel,Eco,425,3,4,4,4,3,3,3,3,4,2,3,2,2,3,0,0,neutral or dissatisfied
87390,B1887,Female,Loyal Customer,51,Business travel,Eco,425,4,1,1,1,5,3,2,4,4,4,4,2,4,3,0,0,neutral or dissatisfied
87391,DL,Male,Loyal Customer,66,Business travel,Eco,425,3,2,2,2,3,3,3,3,3,3,4,1,3,3,0,0,neutral or dissatisfied
87392,EV,Male,Loyal Customer,37,Business travel,Eco,425,2,3,5,3,2,2,2,2,3,2,2,1,2,2,0,0,neutral or dissatisfied
87396,F1890,Female,Loyal Customer,56,Business travel,Eco,425,3,4,4,4,2,1,2,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
87400,HA,Female,Loyal Customer,49,Personal Travel,Eco,425,5,3,5,3,3,3,3,5,5,5,5,1,5,3,8,1,satisfied
87401,MQ,Female,Loyal Customer,54,Personal Travel,Eco,425,2,2,2,3,5,1,3,1,1,2,1,1,1,1,0,0,neutral or dissatisfied
87403,NK,Male,Loyal Customer,29,Personal Travel,Eco,425,4,5,4,1,1,4,1,1,3,2,5,3,4,1,21,19,neutral or dissatisfied
87404,OO,Male,Loyal Customer,63,Personal Travel,Eco,425,3,5,3,2,3,3,3,3,4,3,4,3,1,3,1,0,neutral or dissatisfied
87405,AA,Female,Loyal Customer,19,Personal Travel,Eco,425,1,1,1,3,5,1,1,5,2,2,3,4,2,5,41,42,neutral or dissatisfied
87406,AS,Male,Loyal Customer,33,Personal Travel,Eco,425,4,0,4,4,1,4,1,1,4,3,4,5,4,1,0,0,satisfied
87407,B1888,Female,Loyal Customer,41,Personal Travel,Eco,425,4,0,2,5,3,2,3,3,4,4,5,5,4,3,0,0,neutral or dissatisfied
87408,DL,Female,Loyal Customer,56,Personal Travel,Eco,425,5,0,5,3,1,3,5,2,2,5,5,5,2,2,2,3,satisfied
87410,EV,Male,Loyal Customer,27,Personal Travel,Eco,425,1,3,1,2,5,1,5,5,3,3,3,1,2,5,0,0,neutral or dissatisfied
87411,F1891,Male,Loyal Customer,33,Personal Travel,Eco,425,4,0,4,1,5,4,5,5,3,5,5,3,4,5,10,3,neutral or dissatisfied
87413,HA,Female,Loyal Customer,58,Personal Travel,Eco,425,1,5,1,3,3,4,5,2,2,1,2,5,2,4,0,0,neutral or dissatisfied
87414,MQ,Female,Loyal Customer,52,Personal Travel,Eco,425,3,2,3,4,5,4,4,4,4,3,4,2,4,4,0,0,neutral or dissatisfied
87416,NK,Female,Loyal Customer,57,Personal Travel,Eco,425,3,0,3,2,5,4,4,4,4,3,4,5,4,3,0,0,neutral or dissatisfied
87417,OO,Male,Loyal Customer,18,Personal Travel,Eco,425,2,0,2,3,3,2,3,3,5,5,4,5,4,3,0,1,neutral or dissatisfied
87418,AA,Female,Loyal Customer,43,Personal Travel,Eco,425,1,4,1,3,1,2,4,5,5,1,5,4,5,3,0,0,neutral or dissatisfied
87419,AS,Female,Loyal Customer,21,Personal Travel,Eco,425,2,0,2,5,1,2,1,1,2,2,3,1,2,1,4,0,neutral or dissatisfied
87420,B1889,Female,Loyal Customer,67,Personal Travel,Eco,425,3,2,3,4,2,4,3,2,2,3,2,4,2,3,0,0,neutral or dissatisfied
87421,DL,Female,Loyal Customer,59,Personal Travel,Eco,425,3,4,3,4,3,5,4,4,4,3,4,3,4,3,0,0,neutral or dissatisfied
87422,EV,Female,Loyal Customer,53,Personal Travel,Eco,425,2,0,2,4,4,5,4,1,1,2,1,5,1,3,3,0,neutral or dissatisfied
87423,F1892,Female,Loyal Customer,24,Personal Travel,Eco,425,2,0,2,2,1,2,1,1,4,5,5,4,4,1,0,0,neutral or dissatisfied
87425,HA,Male,Loyal Customer,37,Business travel,Eco Plus,425,1,1,1,1,1,1,1,1,3,2,4,4,4,1,53,45,neutral or dissatisfied
87426,MQ,Female,disloyal Customer,36,Business travel,Business,425,1,1,1,3,3,1,3,3,5,5,4,3,5,3,0,0,neutral or dissatisfied
87427,NK,Male,Loyal Customer,24,Business travel,Eco Plus,425,4,1,1,1,4,3,2,4,3,2,3,1,4,4,0,0,neutral or dissatisfied
87428,OO,Female,Loyal Customer,56,Business travel,Eco Plus,425,4,5,5,5,2,2,1,5,5,4,5,4,5,3,62,66,satisfied
87429,AA,Female,Loyal Customer,38,Personal Travel,Eco Plus,425,4,4,5,1,5,5,5,5,3,3,4,3,4,5,9,11,satisfied
87430,AS,Female,Loyal Customer,45,Personal Travel,Eco Plus,425,3,4,3,5,5,4,5,4,4,3,4,5,4,3,8,13,neutral or dissatisfied
87431,B1890,Female,Loyal Customer,21,Personal Travel,Eco Plus,425,1,2,1,3,4,1,4,4,3,1,4,4,3,4,0,0,neutral or dissatisfied
87433,DL,Male,Loyal Customer,55,Personal Travel,Eco Plus,425,2,3,2,4,5,2,5,5,1,2,2,2,3,5,11,0,neutral or dissatisfied
87439,EV,Female,Loyal Customer,45,Business travel,Business,373,5,3,5,5,3,5,4,5,5,5,5,4,5,3,3,0,satisfied
87440,F1893,Female,Loyal Customer,38,Business travel,Business,373,2,3,2,2,2,4,5,4,4,4,4,5,4,3,12,0,satisfied
87442,HA,Female,Loyal Customer,48,Business travel,Business,304,2,2,4,2,4,5,4,5,5,5,5,4,5,3,33,27,satisfied
87444,MQ,Male,Loyal Customer,61,Business travel,Eco,321,3,4,4,4,3,3,3,3,3,3,4,2,3,3,0,0,neutral or dissatisfied
87452,NK,Male,Loyal Customer,37,Business travel,Business,373,1,1,2,1,3,4,4,5,5,5,5,5,5,5,0,0,satisfied
87458,OO,Male,disloyal Customer,24,Business travel,Eco,373,4,2,5,2,5,5,5,5,5,5,4,3,4,5,0,2,satisfied
87459,AA,Female,disloyal Customer,46,Business travel,Eco,373,2,1,2,3,2,2,2,2,1,2,4,2,4,2,0,0,neutral or dissatisfied
87460,AS,Female,Loyal Customer,28,Business travel,Business,321,5,5,5,5,4,4,4,4,3,3,5,4,5,4,2,0,satisfied
87468,B1891,Female,Loyal Customer,29,Business travel,Business,304,1,1,4,1,4,4,4,4,3,3,5,3,5,4,0,0,satisfied
87471,DL,Female,disloyal Customer,45,Business travel,Business,373,4,4,4,2,5,4,5,5,5,3,5,3,5,5,12,19,satisfied
87472,EV,Female,disloyal Customer,23,Business travel,Business,373,5,0,5,4,4,5,4,4,5,3,5,5,5,4,0,0,satisfied
87473,F1894,Male,disloyal Customer,22,Business travel,Business,373,5,0,4,2,4,4,4,4,4,4,4,3,5,4,0,0,satisfied
87476,HA,Female,Loyal Customer,40,Business travel,Business,321,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0,satisfied
87477,MQ,Male,Loyal Customer,41,Business travel,Business,373,3,3,3,3,1,3,3,3,3,3,3,4,3,2,1,0,neutral or dissatisfied
87479,NK,Female,disloyal Customer,28,Business travel,Business,321,5,5,5,1,3,5,3,3,4,4,5,5,5,3,0,0,satisfied
87482,OO,Male,Loyal Customer,53,Business travel,Eco,321,3,5,5,5,3,3,3,3,4,5,4,1,3,3,17,3,neutral or dissatisfied
87483,AA,Female,Loyal Customer,55,Business travel,Business,321,2,4,4,4,1,2,3,2,2,2,2,2,2,3,34,24,neutral or dissatisfied
87484,AS,Male,Loyal Customer,57,Business travel,Eco,321,2,1,1,1,2,2,2,2,2,3,4,2,4,2,0,0,neutral or dissatisfied
87485,B1892,Female,Loyal Customer,42,Business travel,Business,373,4,4,4,4,2,4,4,3,3,3,3,4,3,4,0,0,satisfied
87486,DL,Female,Loyal Customer,61,Business travel,Eco,321,1,1,1,1,3,4,3,1,1,1,1,2,1,1,0,0,neutral or dissatisfied
87488,EV,Female,Loyal Customer,41,Business travel,Business,321,0,0,0,1,4,5,5,4,4,4,4,4,4,3,0,0,satisfied
87491,F1895,Female,disloyal Customer,64,Business travel,Eco,321,3,1,4,4,4,4,1,4,4,1,4,2,4,4,13,4,neutral or dissatisfied
87493,HA,Female,Loyal Customer,37,Business travel,Eco,373,1,5,3,5,1,1,1,1,4,1,4,4,4,1,0,0,neutral or dissatisfied
87499,MQ,Male,Loyal Customer,19,Business travel,Business,321,3,1,1,1,3,3,3,3,4,5,3,1,4,3,0,0,neutral or dissatisfied
87502,NK,Male,Loyal Customer,37,Business travel,Eco,321,5,1,1,1,5,5,5,5,1,2,2,5,2,5,1,0,satisfied
87503,OO,Female,disloyal Customer,41,Business travel,Business,321,1,1,1,1,5,3,5,5,3,5,1,5,5,5,0,0,neutral or dissatisfied
87506,AA,Female,Loyal Customer,53,Personal Travel,Eco,321,4,5,3,4,5,1,5,2,2,3,2,4,2,4,0,0,neutral or dissatisfied
87507,AS,Female,Loyal Customer,15,Personal Travel,Eco,373,2,1,1,2,5,1,5,5,3,2,2,2,1,5,0,0,neutral or dissatisfied
87508,B1893,Male,Loyal Customer,51,Personal Travel,Eco,321,3,3,3,1,3,3,3,3,3,5,2,3,2,3,0,0,neutral or dissatisfied
87509,DL,Male,Loyal Customer,69,Personal Travel,Eco,321,2,5,2,3,2,2,2,2,5,5,1,5,1,2,41,31,neutral or dissatisfied
87510,EV,Male,Loyal Customer,31,Personal Travel,Eco,321,3,3,3,4,3,3,3,3,3,3,1,2,4,3,0,0,neutral or dissatisfied
87511,F1896,Male,Loyal Customer,47,Personal Travel,Eco,373,4,4,4,4,4,2,2,3,5,5,5,2,3,2,301,294,neutral or dissatisfied
87512,HA,Female,Loyal Customer,8,Personal Travel,Eco,373,4,3,2,4,4,2,4,4,2,3,3,3,4,4,102,94,neutral or dissatisfied
87513,MQ,Female,Loyal Customer,26,Personal Travel,Eco,373,2,5,2,5,1,2,1,1,2,4,4,2,1,1,0,0,neutral or dissatisfied
87515,NK,Male,Loyal Customer,60,Personal Travel,Eco,373,3,1,3,4,4,3,4,4,4,1,3,4,3,4,0,0,neutral or dissatisfied
87516,OO,Female,Loyal Customer,11,Personal Travel,Eco,321,0,1,0,3,3,0,3,3,1,2,3,2,3,3,0,0,satisfied
87518,AA,Female,Loyal Customer,9,Personal Travel,Eco,373,2,2,2,4,2,2,4,2,2,2,4,3,3,2,0,0,neutral or dissatisfied
87519,AS,Female,Loyal Customer,44,Personal Travel,Eco,373,3,3,1,4,5,3,3,5,5,1,4,3,5,4,1,0,neutral or dissatisfied
87520,B1894,Female,Loyal Customer,44,Personal Travel,Eco,321,3,2,3,3,3,3,3,1,1,3,1,3,1,1,0,0,neutral or dissatisfied
87521,DL,Male,Loyal Customer,55,Personal Travel,Eco,321,4,3,5,2,2,5,2,2,1,4,3,2,3,2,0,0,neutral or dissatisfied
87523,EV,Female,Loyal Customer,19,Personal Travel,Eco,321,1,3,1,3,4,1,4,4,1,2,3,4,4,4,0,0,neutral or dissatisfied
87524,F1897,Female,Loyal Customer,57,Personal Travel,Eco,373,3,5,3,2,2,2,5,4,4,3,3,1,4,3,0,0,neutral or dissatisfied
87525,HA,Female,Loyal Customer,47,Personal Travel,Eco,321,3,3,4,3,2,4,3,1,1,4,1,4,1,4,0,0,neutral or dissatisfied
87526,MQ,Female,Loyal Customer,64,Personal Travel,Eco,373,3,4,3,3,5,3,4,2,2,3,2,2,2,3,6,0,neutral or dissatisfied
87527,NK,Female,Loyal Customer,26,Personal Travel,Eco,373,2,4,2,3,4,2,4,4,5,3,5,2,5,4,61,69,neutral or dissatisfied
87528,OO,Female,disloyal Customer,65,Business travel,Eco Plus,373,1,1,1,4,1,1,1,1,2,1,4,2,3,1,54,39,neutral or dissatisfied
87531,AA,Female,disloyal Customer,20,Business travel,Eco,321,2,2,2,3,2,2,2,2,4,1,3,3,2,2,0,0,neutral or dissatisfied
87532,AS,Female,Loyal Customer,17,Business travel,Eco Plus,321,2,5,5,5,2,2,3,2,3,2,3,3,3,2,0,0,neutral or dissatisfied
87533,B1895,Female,Loyal Customer,47,Business travel,Eco Plus,373,3,3,3,3,2,3,3,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
87534,DL,Male,Loyal Customer,56,Personal Travel,Eco Plus,321,4,3,4,3,5,4,4,5,1,3,4,2,3,5,66,55,neutral or dissatisfied
87535,EV,Male,Loyal Customer,10,Personal Travel,Eco Plus,373,1,4,2,1,2,2,2,2,5,4,5,4,4,2,90,99,neutral or dissatisfied
87536,F1898,Male,Loyal Customer,20,Personal Travel,Eco Plus,321,3,4,3,1,5,3,5,5,5,3,5,5,4,5,0,0,neutral or dissatisfied
87537,HA,Female,Loyal Customer,69,Personal Travel,Eco Plus,304,3,5,3,3,2,5,4,1,1,3,4,4,1,3,0,0,neutral or dissatisfied
87679,MQ,Female,disloyal Customer,80,Business travel,Business,206,1,0,0,4,2,3,4,1,1,1,1,3,1,2,8,9,neutral or dissatisfied
87682,NK,Male,disloyal Customer,24,Business travel,Eco,206,5,4,5,1,2,5,4,2,2,3,1,4,2,2,6,3,satisfied
87684,OO,Male,disloyal Customer,80,Business travel,Eco,206,3,4,4,3,5,4,5,5,1,1,4,3,3,5,0,24,neutral or dissatisfied
87740,AA,Male,Loyal Customer,43,Business travel,Business,214,5,5,5,5,2,5,5,5,5,5,5,4,5,3,33,23,satisfied
87741,AS,Male,Loyal Customer,42,Business travel,Business,214,0,5,0,1,3,3,3,3,5,5,5,3,3,3,221,217,satisfied
87742,B1896,Male,Loyal Customer,58,Business travel,Business,214,3,5,5,5,5,4,3,2,2,2,3,2,2,2,2,6,neutral or dissatisfied
87743,DL,Female,disloyal Customer,22,Business travel,Business,214,4,0,4,1,2,4,2,2,4,4,5,4,4,2,0,7,satisfied
87744,EV,Female,Loyal Customer,56,Business travel,Business,214,2,2,2,2,5,5,5,5,5,5,4,4,5,3,43,32,satisfied
87746,F1899,Female,Loyal Customer,15,Personal Travel,Business,214,3,4,3,4,5,3,5,5,4,2,5,5,5,5,0,0,neutral or dissatisfied
87747,HA,Female,disloyal Customer,38,Business travel,Business,143,4,4,4,4,4,4,4,4,5,4,4,4,5,4,0,0,satisfied
87749,MQ,Male,disloyal Customer,27,Business travel,Business,214,2,2,2,3,4,2,5,4,5,3,4,4,4,4,37,15,neutral or dissatisfied
87750,NK,Male,disloyal Customer,50,Business travel,Business,214,4,4,4,4,3,4,3,3,4,2,4,4,5,3,0,0,neutral or dissatisfied
87751,OO,Female,disloyal Customer,20,Business travel,Eco,214,2,0,2,2,5,2,5,5,4,2,5,5,4,5,3,13,neutral or dissatisfied
87758,AA,Female,Loyal Customer,35,Business travel,Business,214,3,3,3,3,3,5,5,4,4,4,5,3,4,5,0,0,satisfied
87761,AS,Male,disloyal Customer,61,Business travel,Business,214,4,4,4,3,5,4,5,5,3,2,4,4,5,5,0,0,neutral or dissatisfied
87762,B1897,Female,Loyal Customer,51,Business travel,Business,214,2,2,4,2,2,4,4,5,5,5,5,4,5,4,0,0,satisfied
87765,DL,Female,disloyal Customer,38,Business travel,Business,214,5,5,5,4,4,5,2,4,5,5,4,4,4,4,58,43,satisfied
