Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance
NRT,SFO,AA,JL,535,4445.0
CPH,ORD,LH,SK,550,3712.0
MXP,ORD,NW,RD,600,3929.0
IAD,FRA,TG,LH,455,3549.0
IAD,FRA,TG,LH,455,3549.0
IAD,ZRH,AA,SR,475,3617.0
CPH,EWR,AC,SK,525,3362.0
MXP,BOS,NW,RD,520,3310.0
IAD,FRA,LH,UA,475,3549.0
MAA,FRA,UA,LH,605,4116.0
IAD,VIE,UA,OS,550,3880.0
BOS,MXP,NW,RD,445,3310.0
CPH,ORD,UA,SK,550,3712.0
MXP,BOS,NW,RD,520,3310.0
IAD,FRA,UA,LH,455,3549.0
CPH,EWR,LH,SK,520,3362.0
IAD,FRA,LH,UA,470,3549.0
MXP,MRU,MK,PE,630,4815.0
MXP,YYZ,AZ,CP,560,3580.0
CPH,BKK,SK,TG,620,4678.0
MAD,GIG,JK,RG,630,4431.0
BKK,ZRH,TG,SR,730,4897.0
AMS,MSP,KL,NW,540,3619.0
BKK,HEL,QF,AY,670,4285.0
AMS,JNB,NW,KL,645,4905.0
BKK,HEL,QF,AY,670,4285.0
YUL,FRA,LH,AC,435,3175.0
BRU,DFW,AA,SN,655,4309.0
AMS,BOM,KL,NW,505,3713.0
LAX,NGO,NH,RG,730,4906.0
LAX,NRT,NH,RG,690,4728.0
LAX,PPT,UA,NZ,555,3601.0
MEX,SCL,AM,LA,495,3591.0
MAD,IAD,UA,JK,520,3312.0
LAX,KIX,AA,JL,750,4981.0
BKK,FRA,TG,LH,715,4873.0
AMS,LAX,NW,KL,690,4850.0
LAX,NAN,QF,FJ,645,4816.0
LAX,KIX,CO,NW,770,4981.0
MAD,ORD,AA,IB,575,3647.0
AMS,DEL,KL,NW,485,3441.0
BKK,VIE,OS,NG,745,4577.0
AMS,DTW,KL,NW,525,3432.0
AMS,JFK,NW,KL,495,3173.0
AMS,SEA,KL,NW,630,4250.0
LAX,LHR,CO,VS,600,4742.0
AMS,BOM,NW,KL,505,3713.0
LAX,LHR,SK,UA,620,4742.0
AMS,SFO,NW,KL,670,4760.0
SEZ,MXP,RD,HM,575,3944.0
MEX,CDG,AF,AM,655,4988.0
BKK,MUC,LH,TG,705,4766.0
BKK,SYD,BA,QF,530,4085.0
BRU,IAD,AA,SN,520,3385.0
LAX,CDG,DL,AF,630,4930.0
BKK,TLV,TG,LY,650,3762.0
MEX,CDG,AM,AF,610,4988.0
MRU,MXP,MK,PE,665,4815.0
BKK,SYD,QF,BA,540,4085.0
MAD,HAV,SK,JK,600,4037.0
AMS,ORD,TW,KU,545,3582.0
BRU,JFK,AA,SN,510,3191.0
MAD,MIA,AA,IB,560,3842.0
LAX,LHR,GF,AA,555,4742.0
MAD,GRU,JK,RG,637,4549.0
SEZ,CDG,AF,HM,625,4263.0
LAX,AMS,NW,KL,625,4850.0
AMS,ATL,NW,KL,610,3833.0
AMS,SFO,NW,KL,670,4760.0
MAD,IAD,UA,JK,500,3312.0
AMS,DTW,KL,NW,530,3432.0
LAX,PPT,UA,NZ,555,3601.0
BKK,TLV,TG,LY,665,3762.0
LAX,NRT,AA,JL,700,4728.0
BKK,ARN,SK,TG,680,4495.0
BKK,HEL,QF,AY,650,4285.0
BKK,MEL,BA,QF,515,3987.0
LAX,NRT,AC,NH,690,4728.0
AMS,NBO,KL,KQ,510,3632.0
BKK,TLV,TG,LY,665,3762.0
LAX,NRT,UA,NH,690,4728.0
LAX,NAN,QF,FJ,645,4816.0
AMS,BOS,KL,NW,480,3007.0
CUN,GRU,MX,RG,495,3583.0
LAX,NRT,AA,JL,700,4728.0
MEX,SCL,AM,LA,495,3591.0
LAX,NRT,AA,JL,700,4728.0
AMS,JFK,TW,RJ,505,3173.0
MAD,SJU,AA,IB,500,3449.0
MLE,ZRH,SR,SR,605,4230.0
LAX,NAN,LH,NZ,660,4816.0
BKK,CPH,SK,TG,705,4678.0
BKK,BNE,LH,TG,545,3939.0
GMP,SYD,QF,OZ,620,4543.0
LAX,NGO,AA,JL,735,4906.0
MAD,MIA,IB,AA,605,3842.0
LAX,PPT,UA,NZ,555,3601.0
LAX,LHR,CO,VS,625,4742.0
AMS,NBO,NW,KL,490,3632.0
LAX,NAN,AA,FJ,645,4816.0
LAX,RAR,UA,NZ,605,4094.0
BKK,SYD,AY,QF,530,4085.0
LAX,NAN,QF,FJ,645,4816.0
LAX,NAN,AA,FJ,645,4816.0
AMS,DTW,KL,NW,530,3432.0
BKK,ZRH,SR,TG,720,4897.0
AMS,EWR,NW,KL,515,3180.0
BKK,MEL,BA,QF,515,3987.0
YUL,FRA,SK,AC,435,3175.0
MAD,JFK,AA,IB,485,3118.0
MEX,SCL,MX,AM,495,3591.0
BKK,SYD,QF,BA,540,4085.0
GMP,SFO,AA,OZ,610,4901.0
AMS,JRO,NW,KL,510,3758.0
YUL,FCO,AZ,CP,470,3572.0
BRU,BOS,AA,SN,480,3025.0
AMS,MSP,KL,NW,560,3619.0
LAX,NRT,AM,DL,715,4728.0
BKK,FRA,BA,QF,705,4873.0
MXP,EWR,AZ,CO,575,3483.0
IAD,AMS,KL,NW,455,3366.0
CPH,YYZ,SK,AC,535,3399.0
MXP,SEZ,RD,HM,520,3944.0
SID,ATL,DL,SA,530,3451.0
CPH,EWR,UA,SK,520,3362.0
IAD,FRA,UA,LH,485,3549.0
CPH,SEA,LH,SK,600,4235.0
BOS,ZRH,AA,SR,430,3256.0
CPH,SEA,AC,SK,600,4235.0
CPH,SEA,UA,SK,600,4235.0
CPH,EWR,LH,SK,525,3362.0
IAD,AMS,SK,UA,440,3366.0
MXP,MIA,NW,RD,640,4288.0
IAD,MAD,UA,JK,440,3312.0
HEL,BKK,QF,AY,590,4285.0
BOS,FRA,UA,LH,415,3189.0
CPH,BKK,TG,SK,635,4678.0
IAD,MUC,LH,UA,515,3707.0
BOS,AMS,KL,NW,410,3007.0
IAD,LHR,CO,VS,410,3196.0
IAD,CDG,DL,AF,445,3361.0
MXP,JFK,NW,RD,535,3475.0
IAD,CDG,DL,AF,445,3361.0
HEL,BKK,QF,AY,600,4285.0
SID,JNB,DL,SA,510,3969.0
IAD,FRA,TG,LH,455,3549.0
CPH,EWR,UA,SK,525,3362.0
IAD,CDG,DL,AF,445,3361.0
HEL,JFK,AA,AY,520,3581.0
MXP,ORD,NW,RD,600,3929.0
IAD,FRA,UA,LH,455,3549.0
BOS,BRU,AA,SN,405,3025.0
IAD,FRA,UA,LH,485,3549.0
BOS,ZRH,AA,SR,430,3256.0
IAD,BRU,AA,SN,455,3385.0
CPH,YYZ,SQ,AC,535,3399.0
IAD,MAD,UA,JK,440,3312.0
BOS,MXP,NW,RD,445,3310.0
DFW,BRU,AA,SN,585,4309.0
ZRH,JNB,SR,SA,610,4584.0
SIN,MEL,BA,QF,425,3282.0
KIX,LAX,AA,JL,595,4981.0
SIN,SYD,AN,SQ,450,3422.0
SIN,MEL,SQ,AN,430,3282.0
DFW,SCL,LA,AA,563,4288.0
GVA,PUJ,SR,SR,595,3985.0
GVA,JFK,AA,SR,525,3363.0
SIN,BNE,SQ,AN,450,3332.0
DFW,HNL,QF,AA,511,3290.0
SIN,SYD,BA,QF,440,3422.0
SIN,MEL,SQ,AN,430,3282.0
KIX,BNE,QF,JL,510,3883.0
ZRH,VRA,SR,SR,645,4415.0
ZRH,ATL,AA,SR,615,4084.0
ZRH,CMB,SR,SR,585,4341.0
SIN,SYD,SR,QF,440,3422.0
SIN,CHC,NZ,SQ,600,4559.0
KIX,SFO,NH,UA,575,4697.0
ZRH,BOS,AA,SR,515,3256.0
ZRH,BKK,TG,SR,625,4897.0
DUS,EWR,UA,LH,520,3267.0
SIN,SYD,BA,QF,440,3422.0
SIN,SYD,AN,SQ,450,3422.0
SIN,MEL,LH,SQ,430,3282.0
ZRH,EWR,AA,SR,550,3430.0
SIN,SYD,LH,SQ,450,3422.0
SIN,MEL,BA,QF,425,3282.0
SIN,SYD,LH,SQ,450,3422.0
KIX,SEA,CO,NW,560,4373.0
SIN,SYD,LH,SQ,450,3422.0
ZRH,CMB,SR,UL,600,4341.0
SIN,BNE,BA,QF,440,3332.0
ZRH,IAD,AA,SR,570,3617.0
ZRH,JFK,AA,SR,535,3422.0
SIN,CHC,LH,NZ,600,4559.0
ZRH,BOS,AA,SR,515,3256.0
ZRH,BKK,SR,TG,625,4897.0
ZRH,ATL,AA,SR,615,4084.0
SIN,SYD,SQ,AN,450,3422.0
ZRH,NBO,SN,SR,445,3312.0
KIX,HNL,CO,NW,430,3570.0
KIX,AKL,JL,NZ,650,4860.0
SIN,SYD,SQ,AN,450,3422.0
ZRH,JNB,SR,SA,610,4584.0
DFW,HNL,QF,AA,516,3290.0
SIN,BNE,LH,SQ,450,3332.0
SIN,SYD,SQ,AN,450,3422.0
ZRH,ATL,AA,SR,615,4084.0
SIN,AKL,LH,NZ,605,4562.0
SIN,BNE,AN,SQ,450,3332.0
ZRH,JFK,AA,SR,545,3422.0
ZRH,ORD,AA,SR,590,3861.0
SGN,SYD,QF,VN,500,3720.0
ZRH,JNB,SN,SR,615,4584.0
ZRH,JFK,AA,SR,535,3422.0
SGN,MEL,QF,VN,500,3641.0
SIN,MEL,LH,SQ,430,3282.0
SIN,AKL,SQ,NZ,605,4562.0
SIN,SYD,QF,BA,450,3422.0
SIN,MEL,AN,SQ,430,3282.0
KIX,LAX,CO,NW,605,4981.0
KIX,HNL,UA,NH,440,3570.0
DFW,ZRH,SR,AA,580,4554.0
ZRH,JFK,AA,SR,545,3422.0
KIX,BNE,NH,AN,505,3883.0
SIN,SYD,AN,SQ,450,3422.0
SIN,SYD,BA,QF,470,3422.0
KIX,VIE,NH,OS,765,4875.0
DUS,ORD,LH,UA,575,3672.0
ZRH,JFK,AA,SR,535,3422.0
ZRH,PUJ,SR,SR,585,4084.0
ZRH,MIA,AA,SR,645,4251.0
SIN,BNE,BA,QF,465,3332.0
KIX,HNL,AA,JL,410,3570.0
ZRH,JNB,SA,SR,615,4584.0
MAN,DXB,BA,EK,425,3072.0
SIN,BNE,BA,QF,460,3332.0
SIN,CHC,SQ,NZ,600,4559.0
ZRH,DFW,SR,AA,670,4554.0
ZRH,MLE,SR,SR,560,4230.0
KIX,IST,JL,TK,805,4733.0
SIN,AKL,NZ,SQ,580,4562.0
SIN,MEL,BA,QF,445,3282.0
ZRH,ORD,AA,SR,590,3861.0
BOG,MAD,AV,IB,585,4347.0
DFW,FRA,TG,LH,590,4469.0
SIN,MEL,AN,SQ,430,3282.0
DFW,FRA,SK,LH,590,4469.0
DFW,FRA,UA,LH,590,4469.0
JNB,SID,DL,SA,540,3969.0
HNL,DFW,QF,AA,447,3290.0
JNB,SID,DL,SA,540,3969.0
JNB,AMS,NW,KL,655,4905.0
MUC,ORD,UA,LH,610,3936.0
JNB,VIE,SK,OS,635,4540.0
ATL,AMS,NW,KL,510,3833.0
JNB,ZRH,SA,SR,620,4584.0
HNL,NRT,NH,UA,535,3314.0
HNL,YYZ,UA,AC,525,4045.0
HNL,KIX,CO,NW,590,3570.0
PVG,FRA,CA,LH,695,4795.0
HNL,NRT,AA,JL,530,3314.0
ATL,ZRH,AA,SR,520,4084.0
HNL,KIX,UA,NH,605,3570.0
HNL,EWR,NW,CO,555,4313.0
HNL,AKL,UA,NZ,550,3859.0
HNL,ORD,QF,AA,503,3690.0
REC,MIA,UA,RG,490,3360.0
HNL,SYD,AA,QF,645,4438.0
HNL,MSP,CO,NW,462,3456.0
JNB,FRA,UA,LH,625,4728.0
JNB,TLV,SA,LY,545,3544.0
ATL,FRA,UA,LH,525,4017.0
JNB,CDG,DL,AF,655,4753.0
JNB,FRA,LH,SA,630,4728.0
HNL,MSP,CO,NW,457,3456.0
ATL,FRA,TG,LH,525,4017.0
MUC,IAD,LH,UA,590,3707.0
LIM,EWR,NW,CO,460,3206.0
ATL,ZRH,AA,SR,520,4084.0
HNL,NGO,UA,NH,555,3494.0
PVG,SYD,QF,MU,610,4284.0
PHL,CDG,DL,AF,415,3247.0
PVG,FRA,LH,CA,690,4795.0
PUJ,GVA,SR,SR,525,3985.0
HNL,DTW,CA,NW,516,3887.0
MUC,YYZ,LH,AC,560,3598.0
HNL,DFW,QF,AA,440,3290.0
JNB,BKK,TG,SA,665,4880.0
BUD,JFK,DL,MA,585,3802.0
ATL,CDG,DL,AF,475,3828.0
HNL,NRT,AA,JL,530,3314.0
HNL,ORD,SN,AA,503,3690.0
HNL,NRT,UA,NH,535,3314.0
LIM,LAX,AA,LA,520,3656.0
HNL,SYD,AA,QF,640,4438.0
JNB,VIE,SK,OS,635,4540.0
JNB,DXB,SA,EK,490,3485.0
MUC,MIA,LH,NG,650,4355.0
JNB,FRA,SA,LH,625,4728.0
ATL,FRA,TG,LH,525,4017.0
ATL,CDG,AF,DL,505,3828.0
MUC,EWR,UA,LH,570,3521.0
ATL,FRA,SK,LH,525,4017.0
DEL,AMS,NW,KL,525,3441.0
HNL,YYZ,NZ,AC,533,4045.0
JNB,ZRH,SR,SA,605,4584.0
JNB,BKK,TG,SA,665,4880.0
MUC,BKK,LH,TG,620,4766.0
JNB,ZRH,SN,SR,620,4584.0
DEL,VIE,OS,NG,510,3002.0
DEL,AMS,NW,KL,525,3441.0
ATL,FRA,UA,LH,525,4017.0
HNL,NRT,UA,NH,535,3314.0
HNL,NRT,UA,NH,535,3314.0
JNB,PER,QF,SA,555,4493.0
ATL,CDG,AF,DL,490,3828.0
HNL,GUM,NW,CS,455,3298.0
POP,ZRH,SR,SR,520,4125.0
HNL,AKL,UA,NZ,550,3859.0
JFK,AMS,TW,RJ,435,3173.0
JFK,ZRH,AA,SR,460,3422.0
JFK,FRA,TG,LH,435,3355.0
JFK,CDG,DL,AF,420,3166.0
ADL,KUL,KL,MH,435,3092.0
CDG,MIA,CO,AF,595,3996.0
CDG,LAX,DL,AF,705,4930.0
CDG,MEX,AM,AF,735,4988.0
CDG,ORD,DL,AF,575,3611.0
NBO,ZRH,SN,SR,475,3312.0
SCL,DFW,LA,AA,578,4288.0
KUL,ADL,KL,MH,420,3092.0
ORD,ARN,LH,SK,495,3709.0
ORD,DUS,LH,UA,495,3672.0
LGW,MSP,KL,NW,545,3498.0
OSL,EWR,UA,SK,505,3211.0
DXB,JNB,SA,EK,510,3485.0
TPE,AKL,BR,NZ,670,4833.0
SCL,MIA,AA,LA,510,3634.0
ORD,FRA,LH,UA,500,3774.0
TPE,SYD,BR,QF,560,3971.0
SCL,MIA,LA,AA,521,3634.0
ORD,IST,AA,TK,645,4755.0
ORD,GRU,RG,UA,550,4584.0
KUL,MEL,OS,NG,450,3434.0
LGW,EWR,VS,CO,480,3020.0
KUL,ADL,KL,MH,420,3092.0
SCL,MIA,AA,LA,510,3634.0
LGW,EWR,CO,VS,460,3020.0
KUL,MEL,KL,MH,450,3434.0
DXB,JNB,SA,EK,510,3485.0
SCL,MEX,AM,LA,525,3591.0
KUL,MEL,KL,MH,450,3434.0
SCL,MEX,MX,AM,510,3591.0
ORD,FRA,UA,LH,495,3774.0
KUL,MEL,KL,MH,450,3434.0
ORD,LHR,TG,UA,460,3434.0
LGW,MCO,CO,VS,565,3779.0
ORD,WAW,AA,LO,550,4071.0
ORD,ARN,UA,SK,495,3709.0
KUL,AKL,KL,MH,630,4720.0
ORD,CPH,UA,SK,490,3712.0
ORD,MXP,NW,RD,515,3929.0
ORD,BRU,AA,SN,480,3615.0
TPE,BNE,QF,BR,525,3681.0
ORD,MUC,UA,LH,520,3936.0
TPE,SYD,BR,QF,560,3971.0
OSL,EWR,AC,SK,505,3211.0
ORD,AMS,NW,KL,470,3582.0
ORD,FRA,MX,LH,495,3774.0
SCL,MEX,AM,LA,525,3591.0
ORD,AMS,TW,KU,480,3582.0
KUL,SYD,KL,MH,475,3579.0
ORD,HNL,SN,AA,569,3690.0
ORD,ZRH,AA,SR,495,3861.0
SCL,JFK,AA,LA,635,4488.0
CMB,ZRH,SR,UL,665,4341.0
FDF,ORY,IJ,IW,485,3717.0
ORD,ZRH,AA,SR,495,3861.0
KUL,BNE,KL,MH,480,3491.0
TPE,AKL,NZ,BR,660,4833.0
ORD,BRU,SN,AA,495,3615.0
KUL,SYD,KL,MH,475,3579.0
DXB,MAN,BA,EK,485,3072.0
GUM,HNL,NW,CS,435,3298.0
ORD,DUB,AA,EI,445,3191.0
ORD,CPH,LH,SK,490,3712.0
ORD,ARN,AY,AA,510,3709.0
ORD,LHR,GF,AA,450,3434.0
ORD,MXP,NW,RD,515,3929.0
TPE,AKL,BR,NZ,670,4833.0
FDF,ORY,IJ,IW,485,3717.0
LGW,MIA,CO,VS,585,3857.0
ORD,FRA,LH,UA,490,3774.0
CMB,ZRH,SR,UL,665,4341.0
ORD,WAW,AA,LO,550,4071.0
KUL,SYD,OS,NG,465,3579.0
LGW,DTW,KL,NW,520,3289.0
ORD,FRA,TG,LH,495,3774.0
ORD,MAD,AA,IB,485,3647.0
KUL,BEY,ME,MH,595,4144.0
KUL,SYD,ME,MH,475,3579.0
ORD,HNL,QF,AA,569,3690.0
NGO,LAX,AA,JL,590,4906.0
LHR,LAX,CO,VS,685,4742.0
GRU,JFK,RG,UA,590,4170.0
LHR,ORD,GF,AA,500,3434.0
GIG,MIA,RG,UA,515,3652.0
LHR,LAX,CO,VS,710,4742.0
MCO,KEF,SK,FI,430,3076.0
GIG,MAD,RG,PU,605,4431.0
LHR,JFK,CO,VS,460,3002.0
DAR,AMS,NW,KL,565,3997.0
GRU,MIA,AA,JJ,481,3577.0
GRU,MIA,UA,RG,480,3577.0
GRU,MEX,MX,RG,570,4033.0
LHR,ORD,GF,AA,550,3434.0
LHR,YYZ,SK,AC,495,3091.0
LHR,EWR,SK,UA,475,3010.0
LHR,JFK,SK,UA,490,3002.0
WAW,EWR,AA,LO,615,3717.0
BCN,JFK,AA,IB,510,3335.0
YYZ,MXP,AZ,CP,485,3580.0
IAH,GRU,NW,CO,590,4294.0
LHR,YYZ,SK,AC,475,3091.0
GIG,EWR,NW,CO,600,4219.0
GRU,MCO,DL,TR,513,3740.0
DAR,AMS,NW,KL,565,3997.0
LHR,JFK,GF,AA,470,3002.0
LHR,JFK,GF,AA,470,3002.0
LHR,JFK,GF,AA,535,3002.0
GRU,IAH,NW,CO,585,4294.0
IAH,FRA,SK,LH,605,4550.0
IST,NRT,JL,TK,675,4855.0
GRU,CUN,MX,RG,495,3583.0
LHR,JFK,CO,VS,460,3002.0
GRU,EWR,NW,CO,575,4183.0
WAW,EWR,AA,LO,615,3717.0
LHR,YYZ,AY,BA,495,3091.0
YYZ,CPH,SK,AC,465,3399.0
WAW,JFK,AA,LO,590,3712.0
NGO,LAX,AA,JL,590,4906.0
YYZ,LHR,SK,AC,411,3091.0
YYZ,CPH,SQ,AC,465,3399.0
LHR,JFK,GF,AA,450,3002.0
GIG,MAD,JK,RG,590,4431.0
LHR,JFK,TW,KU,455,3002.0
JFK,AMS,NW,KL,425,3173.0
LIS,MPM,TM,TP,630,4569.0
FCO,MRU,PE,MK,610,4538.0
FCO,GMP,AZ,KE,660,4862.0
JFK,LHR,GF,AA,365,3002.0
JFK,MXP,NW,RD,460,3475.0
JFK,CDG,DL,AF,420,3166.0
JFK,LHR,CO,VS,400,3002.0
SEA,NRT,JL,AA,620,4136.0
JFK,IST,AA,TK,565,4349.0
FCO,YYZ,AZ,CP,590,3840.0
JFK,LHR,CO,VS,400,3002.0
JFK,LYS,AF,DL,465,3339.0
JFK,LHR,CO,VS,400,3002.0
DUB,LAX,AA,EI,675,4503.0
JFK,ZRH,AA,SR,445,3422.0
JFK,HEL,AA,AY,475,3581.0
FCO,SCU,PE,CU,655,4546.0
JFK,MAD,TW,UX,425,3118.0
LYS,JFK,AF,DL,525,3339.0
SEA,CPH,UA,SK,570,4235.0
JFK,ZRH,AA,SR,460,3422.0
SEA,KIX,CO,NW,675,4373.0
PPT,LAX,UA,NZ,525,3601.0
JFK,FCO,NW,RD,485,3723.0
FCO,JFK,NW,RD,565,3723.0
JFK,GRU,UA,RG,510,4170.0
JFK,GRU,RG,UA,525,4170.0
SVO,NRT,AZ,JL,560,4064.0
FCO,EWR,AZ,CO,575,3732.0
JFK,BUD,DL,MA,545,3802.0
JFK,MAD,AA,IB,430,3118.0
JFK,FRA,TG,LH,435,3355.0
SEA,CPH,AC,SK,570,4235.0
PPT,LAX,QF,TN,495,3601.0
FCO,EWR,AZ,CO,575,3732.0
SEA,NRT,CO,NW,625,4136.0
FCO,DTW,AZ,NW,615,4029.0
JFK,GVA,AA,SR,445,3363.0
JFK,CDG,DL,AF,415,3166.0
JFK,BCN,AA,IB,455,3335.0
JFK,FRA,UA,LH,435,3355.0
FCO,MIA,NW,RD,655,4511.0
FCO,YUL,AZ,CP,550,3572.0
JFK,ZRH,AA,SR,445,3422.0
JFK,FRA,UA,LH,435,3355.0
JFK,AMS,TW,RJ,435,3173.0
JFK,BRU,AA,SN,435,3191.0
SEA,NRT,NH,UA,620,4136.0
JFK,FRA,UA,LH,435,3355.0
CVG,CDG,DL,AF,460,3612.0
KEF,MCO,SK,FI,465,3076.0
SEA,GMP,AA,OZ,660,4518.0
FCO,DTW,KL,NW,615,4029.0
JFK,AMS,NW,KL,415,3173.0
JFK,VIE,UA,OS,510,3687.0
JFK,LHR,GF,AA,425,3002.0
JFK,FRA,TW,KU,450,3355.0
JFK,BRU,AA,SN,440,3191.0
CVG,CDG,AF,DL,480,3612.0
JFK,SCL,AA,LA,645,4488.0
NOU,NRT,JL,AF,525,3809.0
SEA,CPH,LH,SK,570,4235.0
JFK,FRA,LH,SQ,455,3355.0
JFK,AMS,NW,KL,425,3173.0
FCO,YYZ,AZ,CP,595,3840.0
JFK,CDG,AF,DL,445,3166.0
JFK,FRA,UA,LH,435,3355.0
PPT,LAX,UA,NZ,525,3601.0
DUB,ORD,AA,EI,500,3191.0
JFK,LHR,SK,UA,410,3002.0
JFK,LHR,TG,UA,420,3002.0
JFK,NCE,AF,DL,460,3470.0
FCO,SEZ,RD,HM,495,3677.0
JFK,LHR,TW,KU,405,3002.0
SEA,AMS,KL,NW,585,4250.0
JFK,CMN,DL,AT,400,3141.0
SYD,SGN,QF,VN,520,3720.0
BNE,NRT,QF,JL,530,3901.0
FRA,PEK,CA,LH,550,4212.0
FRA,YYZ,AC,LH,515,3437.0
MIA,GRU,AA,JJ,480,3577.0
FRA,JNB,SK,LH,615,4728.0
VIE,KTM,OS,NG,470,3368.0
FRA,ATL,UA,LH,615,4017.0
SJU,MAD,AA,IB,465,3449.0
DTW,AMS,KL,NW,465,3432.0
EWR,WAW,AA,LO,495,3717.0
MIA,FRA,UA,LH,525,4204.0
MIA,GRU,DL,TR,512,3577.0
AUH,CMN,AT,GF,530,3276.0
FRA,SFO,LH,UA,695,4955.0
SFO,FRA,LH,UA,660,4955.0
FRA,IAD,LH,UA,535,3549.0
SYD,BKK,BA,QF,540,4085.0
BNE,KUL,KL,MH,480,3491.0
MEL,BKK,LH,TG,550,3987.0
FRA,IAD,TG,LH,555,3549.0
FRA,MIA,UA,LH,610,4204.0
SFO,NRT,AA,JL,660,4445.0
FRA,YUL,LH,AC,500,3175.0
BNE,SIN,SQ,AN,450,3332.0
FRA,JNB,LH,SA,625,4728.0
SFO,LHR,SK,UA,605,4666.0
FRA,PVG,LH,CA,630,4795.0
SYD,BKK,BA,QF,540,4085.0
BNE,SIN,AN,SQ,450,3332.0
VIE,KTM,OS,NG,470,3368.0
VIE,JNB,SK,OS,630,4540.0
SFO,NRT,NH,UA,655,4445.0
SYD,BKK,BA,QF,540,4085.0
VIE,BKK,OS,NG,605,4577.0
SYD,SIN,QF,BA,470,3422.0
DTW,FRA,UA,LH,490,3622.0
MIA,REC,UA,RG,460,3360.0
MEL,KUL,KL,MH,470,3434.0
FRA,IAD,UA,LH,530,3549.0
NAN,LAX,UA,NZ,630,4816.0
MIA,LGW,CO,VS,475,3857.0
MEL,BKK,BA,QF,530,3987.0
MIA,GRU,DL,TR,515,3577.0
FRA,ATL,SK,LH,615,4017.0
DTW,HNL,CA,NW,585,3887.0
VIE,BKK,OS,NG,580,4577.0
FRA,JFK,TG,LH,515,3355.0
DTW,FRA,KL,NW,485,3622.0
MEL,SIN,AN,SQ,445,3282.0
EWR,FCO,AZ,CO,495,3732.0
EWR,OSL,UA,SK,440,3211.0
BNE,SIN,LH,SQ,450,3332.0
PRG,EWR,CO,OK,560,3561.0
MIA,MAD,IB,AA,521,3842.0
MEL,KUL,OS,NG,465,3434.0
MSP,AMS,KL,NW,490,3619.0
EWR,LHR,CO,VS,400,3010.0
PEK,FRA,LH,CA,630,4212.0
NAN,LAX,AA,FJ,615,4816.0
FRA,JFK,LH,SQ,515,3355.0
TLV,BKK,TG,LY,640,3762.0
BNE,SIN,SQ,AN,450,3332.0
MIA,LHR,GF,AA,450,3849.0
SYD,SIN,AN,SQ,460,3422.0
ANC,GMP,AA,OZ,540,3291.0
EWR,CDG,AF,CO,440,3174.0
SYD,BKK,QF,BA,560,4085.0
EWR,LHR,GF,AA,420,3010.0
FRA,JNB,UA,LH,615,4728.0
SYD,HNL,AA,QF,600,4438.0
FRA,IAD,UA,LH,555,3549.0
MEL,KUL,KL,MH,470,3434.0
BNE,TPE,QF,BR,510,3681.0
EWR,MXP,AZ,CO,480,3483.0
SYD,HNL,AA,QF,600,4438.0
EWR,LGW,VS,CO,400,3020.0
FRA,JFK,TG,LH,515,3355.0
FRA,BKK,TG,LH,615,4873.0
FRA,ATL,TG,LH,615,4017.0
MEL,KUL,KL,MH,470,3434.0
MIA,SCL,AA,LA,505,3634.0
MIA,SCL,LA,AA,512,3634.0
FRA,JFK,UA,LH,510,3355.0
NAN,LAX,AA,FJ,615,4816.0
MIA,MUC,LH,NG,570,4355.0
FRA,BKK,LH,TG,610,4873.0
MIA,GIG,RG,UA,450,3652.0
FRA,ORD,LH,UA,570,3774.0
MEL,BKK,BA,QF,530,3987.0
YYC,LHR,SK,AC,525,3795.0
FRA,JFK,UA,LH,510,3355.0
EWR,CPH,LH,SK,460,3362.0
FRA,JFK,UA,LH,515,3355.0
EWR,CPH,AC,SK,460,3362.0
MSP,HNL,CO,NW,517,3456.0
YYC,LHR,SK,AC,525,3795.0
EWR,ARN,AC,SK,475,3412.0
SYD,TPE,BR,QF,555,3971.0
MIA,SCL,AA,LA,505,3634.0
SFO,GMP,AA,OZ,755,4901.0
FRA,ORD,MX,LH,560,3774.0
CDG,CVG,DL,AF,555,3612.0
CDG,LAX,DL,AF,705,4930.0
NBO,AMS,NW,KL,515,3632.0
APW,LAX,UA,NZ,585,4213.0
NBO,AMS,KL,KQ,535,3632.0
BOM,FRA,UA,LH,555,3558.0
ARN,ORD,UA,SK,540,3709.0
CDG,ATL,AF,DL,580,3828.0
CDG,SEZ,AF,HM,575,4263.0
CDG,JFK,DL,AF,500,3166.0
BOM,AMS,NW,KL,570,3713.0
ARN,EWR,AC,SK,525,3412.0
CDG,IAH,AF,CO,645,4373.0
ARN,ORD,LH,SK,540,3709.0
ARN,BKK,SK,TG,600,4495.0
CDG,CVG,AF,DL,570,3612.0
CDG,ATL,AF,DL,590,3828.0
CDG,SFO,DL,AF,715,4855.0
NBO,AMS,KL,KQ,535,3632.0
CDG,EWR,AF,CO,520,3174.0
CDG,MIA,CO,AF,595,3996.0
ARN,ORD,AY,AA,575,3709.0
CDG,EWR,CO,AF,500,3174.0
CDG,PHL,DL,AF,515,3247.0
CDG,JFK,DL,AF,480,3166.0
CDG,JNB,DL,AF,650,4753.0
ARN,EWR,LH,SK,525,3412.0
CDG,MEX,AF,AM,775,4988.0
CDG,IAD,DL,AF,535,3361.0
NCE,JFK,AF,DL,555,3470.0
BOM,AMS,KL,NW,605,3713.0
