Origin,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing_Airline,Operating_Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight_Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
TNR,IVATO INTERNATIONAL AIRPORT,ANTANANARIVO,MADAGASCAR,EAST AFRICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,MD,MD,Air Madagascar,Air Madagascar,NO,763,BOEING,54,20001101,20001113,11:20,20:40,680,,2A, , 1------ ,AIR,1,217,1.03,4761.0
BOM,MUMBAI AIRPORT,MUMBAI,INDIA,ASIA SUB-CONTINENT,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,767,BOEING,72,20001101,20001129,15:00,19:25,475,2,, , --3---- ,AIR,1,216,0.47,2190.0
AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,332,AIRBUS,393,20001104,20001130,2:30,6:20,410,,A, , -----6- ,AIR,1,216,0.56,2585.0
GLA,GLASGOW INTERNATIONAL AIRPORT,GLASGOW,UNITED KINGDOM,WESTERN EUROPE,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,331,20001102,20001130,9:35,11:55,440,M,3,X, ---4--- ,AIR,1,216,0.62,2864.0
LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,312,20001103,20001130,13:15,16:05,470,S,3,X, ----5-- ,AIR,1,216,0.67,3102.0
YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,311,20001102,20001130,23:45,11:45,420,3,S,X, ---4--- ,AIR,1,216,0.67,3102.0
YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,MAN,MANCHESTER AIRPORT,MANCHESTER,UNITED KINGDOM,WESTERN EUROPE,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,331,20001101,20001130,18:30,6:15,405,3,2,X, --3---- ,AIR,1,216,0.64,2983.0
YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,311,20001104,20001130,23:25,11:30,425,3,S,X, -----6- ,AIR,1,216,0.67,3102.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,767,BOEING,512,20001104,20001125,21:55,7:00,545,,, , -----6- ,AIR,1,216,0.77,3544.0
LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,YYC,CALGARY INTERNATIONAL AIRPORT,CALGARY,CANADA,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,776,20001104,20001130,13:00,15:20,560,S,,X, -----6- ,AIR,1,216,0.82,3809.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,332,AIRBUS,397,20001104,20001130,2:30,6:20,410,1,A, , -----6- ,AIR,1,216,0.56,2584.0
LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,YYZ,LESTER B. PEARSON INTL AIRPORT,TORONTO,CANADA,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,312,20001105,20001130,13:00,15:45,465,S,3,X, ------7 ,AIR,1,216,0.67,3102.0
YYC,CALGARY INTERNATIONAL AIRPORT,CALGARY,CANADA,NORTH AMERICA,OGG,KAHULUI AIRPORT,KAHULUI,UNITED STATES,NORTH AMERICA,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,639,20001105,20001130,7:35,11:20,405,,,X, ------7 ,AIR,1,216,0.58,2699.0
AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,332,AIRBUS,389,20001105,20001130,2:35,6:25,410,,A, , ------7 ,AIR,1,216,0.56,2585.0
TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,767,BOEING,95,20001102,20001130,21:00,12:35,575,,, , ---4--- ,AIR,1,216,0.83,3862.0
YYC,CALGARY INTERNATIONAL AIRPORT,CALGARY,CANADA,NORTH AMERICA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,2T,2T,Turbo Megha Airways Pvt. Ltd.,Turbo Megha Airways Pvt. Ltd.,NO,332,AIRBUS,775,20001103,20001130,19:45,11:30,525,,S,X, ----5-- ,AIR,1,216,0.82,3809.0
TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,BOM,MUMBAI AIRPORT,MUMBAI,INDIA,ASIA SUB-CONTINENT,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,767,BOEING,71,20001107,20001128,20:55,8:10,465,,2, , -2----- ,AIR,1,216,0.47,2190.0
PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,767,BOEING,96,20001104,20001130,22:30,3:45,675,,, , -----6- ,AIR,1,216,0.83,3862.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,LY,LY,El Al Israel Airlines Ltd.,El Al Israel Airlines Ltd.,NO,757,BOEING,6,20001101,20001101,23:30,17:20,650,4W,,A, --3---- ,AIR,1,215,1.06,4936.0
PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,KHI,JINNAH INTERNATIONAL AIRPORT,KARACHI,PAKISTAN,ASIA SUB-CONTINENT,CA,CA,Air China Limited,Air China Limited,NO,767,BOEING,945,20001102,20001130,11:15,15:20,425,,, , ---4--- ,AIR,1,214,0.56,2633.0
ALA,ALMATY INTERNATIONAL AIRPORT,ALMATY,KAZAKHSTAN,CENTRAL ASIA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,767,BOEING,2118,20001101,20001130,3:45,6:00,495,,N, , --3---- ,AIR,1,213,0.65,3049.0
LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,NAS,LYNDEN PINDLING INTL AIRPORT,NASSAU,BAHAMAS,CARIBBEAN,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,767,BOEING,2253,20001101,20001130,14:30,19:30,600,N,, , ------7 ,AIR,1,213,0.81,3791.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,APW,FALEOLO INTERNATIONAL AIRPORT,APIA,WESTERN SAMOA,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,767,BOEING,56,20001101,20001130,18:00,21:50,1670,I,, , 1------ ,AIR,1,210,0.33,1573.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M1M,MCDONNELL-DOUGLAS,749,20001102,20001123,7:50,11:35,405,1,1, , ---4--- ,AIR,1,210,0.54,2554.0
TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,757,BOEING,257,20001101,20001130,16:00,19:05,425,,C, , ------7 ,AIR,1,210,0.53,2525.0
TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,BHX,BIRMINGHAM AIRPORT,BIRMINGHAM,UNITED KINGDOM,WESTERN EUROPE,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,757,BOEING,213,20001103,20001130,7:15,10:15,480,,M, , ----5-- ,AIR,1,210,0.61,2886.0
DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,NG,L4,LAUDA AIR LUFTFAHRT AG,LINEA TURISTICA AEREOTUY L.T.A. C.A.,NO,767,BOEING,84,20001102,20001130,15:15,19:00,495,2,,A, ---4--- ,AIR,1,210,0.63,3002.0
LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,REC,GUARARAPES INTERNATIONAL AIRPORT,RECIFE,BRAZIL,SOUTH AMERICA,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1529,20001101,20001130,17:00,22:25,445,,, , ------7 ,AIR,1,210,0.67,3197.0
NBO,JOMO KENYATTA INTERNATIONAL AIRPORT,NAIROBI,KENYA,EAST AFRICA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KQ,KQ,Kenya Airways,Kenya Airways,NO,310,AIRBUS,116,20001106,20001106,11:00,17:55,535,,, , 1------ ,AIR,1,210,0.76,3632.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M1M,MCDONNELL-DOUGLAS,837,20001101,20001130,23:20,7:55,575,,C, , 1------ ,AIR,1,210,0.88,4205.0
REC,GUARARAPES INTERNATIONAL AIRPORT,RECIFE,BRAZIL,SOUTH AMERICA,OPO,PORTO AIRPORT,PORTO,PORTUGAL,WESTERN EUROPE,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1508,20001103,20001130,1:50,11:25,455,,, , ----5-- ,AIR,1,210,0.7,3327.0
APW,FALEOLO INTERNATIONAL AIRPORT,APIA,WESTERN SAMOA,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,767,BOEING,56,20001101,20001130,23:30,12:15,585,,2, , ------7 ,AIR,1,210,0.88,4213.0
LAD,4 DE FEVEREIRO AIRPORT,LUANDA,ANGOLA,CENTRAL AFRICA,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,GN,GN,AIR GABON,AIR GABON,NO,762,BOEING,700,20001101,20001130,20:00,7:00,480,,1, , -2----- ,AIR,1,210,0.68,3219.0
TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,BHX,BIRMINGHAM AIRPORT,BIRMINGHAM,UNITED KINGDOM,WESTERN EUROPE,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,757,BOEING,211,20001102,20001130,4:15,7:15,480,,M, , ---4--- ,AIR,1,210,0.61,2886.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,TW,TW,T'Way Air Co. Ltd,T'Way Air Co. Ltd,NO,767,BOEING,819,20001102,20001102,10:10,12:40,510,1,5, , ---4--- ,AIR,1,210,0.66,3166.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,STL,LAMBERT-ST LOUIS INTERNATIONAL AIRPORT,ST LOUIS,UNITED STATES,NORTH AMERICA,TW,TW,T'Way Air Co. Ltd,T'Way Air Co. Ltd,NO,767,BOEING,819,20001101,20001101,10:10,13:05,595,1,M, , 123---7 ,AIR,1,210,0.8,3822.0
TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,757,BOEING,231,20001101,20001130,7:40,10:25,405,,1, , 1------ ,AIR,1,210,0.53,2539.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,767,BOEING,686,20001103,20001130,9:50,15:50,660,C,, , ----5-- ,AIR,1,210,0.95,4519.0
NOU,LA TONTOUTA AIRPORT,NOUMEA,NEW CALEDONIA,PACIFIC,KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,SB,SB,Air Caledonie International,Air Caledonie International,NO,310,AIRBUS,880,20001101,20001130,1:15,8:10,535,,, , 1------ ,AIR,1,210,0.81,3858.0
LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,MPM,MAPUTO INTERNATIONAL AIRPORT,MAPUTO,MOZAMBIQUE,EAST AFRICA,TM,TM,LAM - Linhas Aereas De Mocambi,LAM - Linhas Aereas De Mocambi,NO,767,BOEING,707,20001104,20001130,20:25,9:10,645,,, , -----6- ,AIR,1,210,0.96,4569.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,TW,TW,T'Way Air Co. Ltd,T'Way Air Co. Ltd,NO,767,BOEING,818,20001106,20001106,21:20,10:30,430,5,1, , 1------ ,AIR,1,210,0.66,3166.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M1M,MCDONNELL-DOUGLAS,836,20001101,20001130,10:40,21:15,575,C,, , -2----- ,AIR,1,210,0.88,4205.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,NG,L4,LAUDA AIR LUFTFAHRT AG,LINEA TURISTICA AEREOTUY L.T.A. C.A.,NO,767,BOEING,5,20001102,20001116,11:00,3:15,615,,2, , ---4--- ,AIR,1,210,0.96,4577.0
MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,MK,MK,Air Mauritius Ltd,Air Mauritius Ltd,NO,762,BOEING,943,20001107,20001130,11:05,15:30,685,M,, , -2----- ,AIR,1,210,0.95,4546.0
BEW,BEIRA AIRPORT,BEIRA,MOZAMBIQUE,EAST AFRICA,LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,TM,TM,LAM - Linhas Aereas De Mocambi,LAM - Linhas Aereas De Mocambi,NO,767,BOEING,704,20001101,20001130,22:20,7:00,640,,, , -2----- ,AIR,1,210,0.91,4339.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,NG,L4,LAUDA AIR LUFTFAHRT AG,LINEA TURISTICA AEREOTUY L.T.A. C.A.,NO,767,BOEING,6,20001103,20001117,19:15,0:40,565,I,2, , ----5-- ,AIR,1,210,0.86,4085.0
MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,MK,MK,Air Mauritius Ltd,Air Mauritius Ltd,NO,762,BOEING,28,20001107,20001130,22:15,6:15,660,,, , -2----- ,AIR,1,210,0.99,4709.0
NAT,SAO GONCALO DO AMARANTE INTL AIRPORT,NATAL,BRAZIL,SOUTH AMERICA,LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1529,20001101,20001130,2:00,11:00,420,,, , 1------ ,AIR,1,210,0.65,3078.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M1M,MCDONNELL-DOUGLAS,680,20001101,20001121,22:00,8:00,840,C,, , -2----- ,AIR,1,210,1.27,6059.0
NOU,LA TONTOUTA AIRPORT,NOUMEA,NEW CALEDONIA,PACIFIC,KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,SB,SB,Air Caledonie International,Air Caledonie International,NO,310,AIRBUS,880,20001104,20001130,0:05,6:55,530,,, , -----6- ,AIR,1,210,0.81,3858.0
LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,REC,GUARARAPES INTERNATIONAL AIRPORT,RECIFE,BRAZIL,SOUTH AMERICA,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1501,20001101,20001130,15:00,20:20,440,,, , 1------ ,AIR,1,210,0.67,3197.0
LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,BEW,BEIRA AIRPORT,BEIRA,MOZAMBIQUE,EAST AFRICA,TM,TM,LAM - Linhas Aereas De Mocambi,LAM - Linhas Aereas De Mocambi,NO,767,BOEING,705,20001101,20001130,19:00,7:40,640,,, , --3---- ,AIR,1,210,0.91,4339.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,767,BOEING,551,20001101,20001130,23:25,13:25,600,2,1, , ------7 ,AIR,1,210,0.81,3851.0
LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,SSA,LUIS E. MAGALHAES AIRPORT,SALVADOR,BRAZIL,SOUTH AMERICA,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1523,20001103,20001130,16:30,22:45,495,,, , ----5-- ,AIR,1,210,0.74,3547.0
LIS,LISBOA AIRPORT,LISBON,PORTUGAL,WESTERN EUROPE,CCS,SIMON BOLIVAR INTL AIRPORT,CARACAS,VENEZUELA,SOUTH AMERICA,TP,TP,TAP Portugal,TAP Portugal,NO,310,AIRBUS,1425,20001101,20001130,16:30,20:35,485,,, , -2----- ,AIR,1,210,0.74,3527.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,767,BOEING,321,20001101,20001130,9:45,11:40,775,2,4, , 1------ ,AIR,1,210,1.11,5283.0
DMM,KING FAHD INTERNATIONAL AIRPORT,DAMMAM,SAUDI ARABIA,GULF,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,767,BOEING,444,20001105,20001130,1:10,6:15,425,,, , ------7 ,AIR,1,210,0.54,2550.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,767,BOEING,675,20001104,20001130,21:30,11:55,685,1,C, , -----6- ,AIR,1,210,1.08,5121.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BOG,EL DORADO INTL AIRPORT,BOGOTA,COLOMBIA,SOUTH AMERICA,AV,AV,Aerovias del Continente Americano,Aerovias del Continente Americano,NO,767,BOEING,17,20001102,20001130,11:55,18:15,680,2,1, , ---4--- ,AIR,1,210,0.96,4594.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,MK,MK,Air Mauritius Ltd,Air Mauritius Ltd,NO,762,BOEING,39,20001101,20001130,17:05,7:05,660,,, , --3---- ,AIR,1,210,0.99,4709.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,OZ,OZ,"Asiana Airlines, Inc.","Asiana Airlines, Inc.",NO,767,BOEING,602,20001104,20001130,10:05,18:50,645,I,1, , -----6- ,AIR,1,210,0.95,4546.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,NG,L4,LAUDA AIR LUFTFAHRT AG,LINEA TURISTICA AEREOTUY L.T.A. C.A.,NO,767,BOEING,21,20001105,20001119,14:50,6:30,580,,2, , ------7 ,AIR,1,210,0.96,4577.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,M1M,MCDONNELL-DOUGLAS,620,20001102,20001130,10:30,14:15,765,1,B, , ---4--- ,AIR,1,210,1.1,5246.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,KTM,TRIBHUVAN INTERNATIONAL AIRPORT,KATHMANDU,NEPAL,ASIA SUB-CONTINENT,NG,L4,LAUDA AIR LUFTFAHRT AG,LINEA TURISTICA AEREOTUY L.T.A. C.A.,NO,767,BOEING,83,20001101,20001130,23:05,11:40,470,,, , --3---- ,AIR,1,210,0.71,3368.0
ULN,CHINGGIS KHAAN INTL AIRPORT,ULAANBAATAR,MONGOLIA,CENTRAL ASIA,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,OM,OM,Miat  Mongolian Airlines,Miat  Mongolian Airlines,NO,310,AIRBUS,135,20001101,20001130,10:00,11:55,415,,2, , ------7 ,AIR,1,210,0.53,2511.0
MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,MK,MK,Air Mauritius Ltd,Air Mauritius Ltd,NO,762,BOEING,940,20001104,20001130,10:30,21:40,430,,I, , -----6- ,AIR,1,210,0.67,3184.0
STL,LAMBERT-ST LOUIS INTERNATIONAL AIRPORT,ST LOUIS,UNITED STATES,NORTH AMERICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,TW,TW,T'Way Air Co. Ltd,T'Way Air Co. Ltd,NO,767,BOEING,818,20001107,20001120,18:55,10:30,515,M,1, ,1234567,AIR,1,210,0.8,3822.0
MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,MK,MK,Air Mauritius Ltd,Air Mauritius Ltd,NO,762,BOEING,942,20001101,20001130,13:40,6:55,615,,M, , 1------ ,AIR,1,210,0.95,4546.0
BHX,BIRMINGHAM AIRPORT,BIRMINGHAM,UNITED KINGDOM,WESTERN EUROPE,TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,757,BOEING,212,20001102,20001130,8:30,20:30,420,M,, , ---4--- ,AIR,1,210,0.61,2886.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,767,BOEING,552,20001101,20001130,23:00,6:05,665,1,2, , 1------ ,AIR,1,210,0.81,3851.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,NG,L4,LAUDA AIR LUFTFAHRT AG,LINEA TURISTICA AEREOTUY L.T.A. C.A.,NO,767,BOEING,5,20001103,20001117,4:35,17:35,540,2,I, , ----5-- ,AIR,1,210,0.86,4085.0
