order_date,market,region,product_category,product,estimated_cost,estimated_gross_profit,estimated_net_profit,estimated_sales,cost,inventory,gross_profit,net_profit,sales
7/1/2011,Wholesale,West,Coffee,Decaf Irish Cream,790,-55,-750,750,737,7797,-36,-677,550
7/1/2011,Wholesale,West,Espresso,Caffe Latte,750,798,770,555,766,6779,766,730,577
7/1/2011,Wholesale,West,Espresso,Caffe Mocha,750,755,98,370,767,973,675,67,367
7/1/2011,Wholesale,West,Espresso,Decaf Espresso,770,355,798,650,797,7767,377,357,677
7/1/2011,Retail,West,Tea,Darjeeling,790,770,790,798,797,7767,377,356,677
7/1/2011,Retail,West,Tea,Earl Grey,770,790,730,398,766,6779,766,737,577
7/1/2011,Retail,West,Tea,Green Tea,770,-770,-750,0,770,5730,-770,-567,77
7/1/2011,Retail,West,Herbal tea,Chamomile,730,755,70,355,767,973,675,67,367
7/1/2011,Retail,West,Herbal tea,Lemon,550,790,550,790,737,6790,379,677,567
7/1/2011,Retail,West,Herbal tea,Mint,730,550,750,330,757,733,677,557,373
7/1/2011,Retail,West,Coffee,Columbian,55,98,55,550,36,757,76,-7,67
7/1/2011,Retail,West,Coffee,Decaf Irish Cream,55,50,30,90,37,5555,67,67,77
7/1/2011,Retail,West,Espresso,Caffe Latte,0,55,30,55,0,559,73,67,73
7/1/2011,Retail,West,Espresso,Caffe Mocha,55,30,55,50,75,757,36,73,98
7/1/2011,Retail,West,Espresso,Decaf Espresso,55,30,55,55,55,557,79,77,79
7/1/2011,Retail,West,Tea,Darjeeling,55,55,55,55,67,676,76,67,67
7/1/2011,Retail,West,Tea,Earl Grey,70,755,55,790,677,677,777,677,673
7/1/2011,Retail,West,Tea,Green Tea,90,730,90,755,677,697,795,777,333
7/1/2011,Retail,West,Herbal tea,Chamomile,55,55,55,98,30,679,67,33,73
7/1/2011,Retail,West,Herbal tea,Lemon,30,50,30,55,67,597,53,37,93
7/1/2011,Retail,West,Coffee,Amaretto,55,70,55,755,39,577,56,-67,97
7/1/2011,Retail,West,Coffee,Columbian,55,70,55,755,39,777,55,0,93
7/1/2011,Retail,West,Coffee,Decaf Irish Cream,55,98,55,550,37,737,57,75,67
7/1/2011,Retail,West,Espresso,Caffe Latte,55,70,30,755,57,679,67,77,677
7/1/2011,Retail,West,Espresso,Caffe Mocha,55,98,30,550,77,755,63,67,559
7/1/2011,Retail,West,Espresso,Decaf Espresso,730,755,90,770,675,7307,676,677,677
7/1/2011,Retail,West,Tea,Darjeeling,55,50,30,70,39,355,65,55,553
7/1/2011,Retail,West,Tea,Earl Grey,55,55,30,98,36,767,57,67,79
7/1/2011,Retail,West,Tea,Green Tea,30,55,0,70,77,667,66,-7,677
7/1/2011,Retail,West,Herbal tea,Chamomile,70,755,55,790,90,6767,735,557,673
7/1/2011,Retail,West,Herbal tea,Lemon,30,50,50,55,55,673,59,57,97
7/1/2011,Retail,West,Coffee,Columbian,550,798,755,798,76,763,675,557,559
7/1/2011,Retail,West,Coffee,Decaf Irish Cream,750,755,550,370,677,777,773,73,797
7/1/2011,Retail,West,Espresso,Caffe Latte,55,70,50,755,50,577,65,50,677
7/1/2011,Retail,West,Espresso,Caffe Mocha,50,70,55,755,59,553,77,75,737
7/1/2011,Retail,West,Espresso,Decaf Espresso,55,550,70,755,76,5567,553,77,677
8/1/2011,Wholesale,Central,Herbal tea,Chamomile,755,730,55,750,675,6797,676,673,677
8/1/2011,Wholesale,Central,Herbal tea,Lemon,30,55,0,70,37,573,57,-67,67
8/1/2011,Wholesale,Central,Herbal tea,Mint,30,98,30,90,76,675,67,67,557
8/1/2011,Wholesale,Central,Tea,Darjeeling,55,50,55,90,79,677,98,67,557
8/1/2011,Wholesale,Central,Tea,Earl Grey,30,50,55,55,67,5576,50,67,90
8/1/2011,Wholesale,Central,Tea,Green Tea,50,55,50,730,67,577,77,73,757
8/1/2011,Wholesale,Central,Coffee,Amaretto,730,755,755,355,673,967,777,677,797
8/1/2011,Wholesale,Central,Coffee,Columbian,50,70,50,755,57,557,67,57,679
8/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,730,550,798,330,737,997,797,799,355
8/1/2011,Wholesale,Central,Espresso,Caffe Mocha,755,770,730,755,550,597,675,675,673
8/1/2011,Wholesale,Central,Espresso,Decaf Espresso,98,90,50,750,57,667,79,67,730
8/1/2011,Wholesale,Central,Herbal tea,Chamomile,550,798,755,798,673,967,777,677,797
8/1/2011,Wholesale,Central,Herbal tea,Lemon,55,98,55,550,57,557,67,57,679
8/1/2011,Wholesale,Central,Herbal tea,Mint,755,770,755,755,737,997,797,797,355
8/1/2011,Wholesale,Central,Tea,Darjeeling,55,730,550,755,550,597,675,675,673
8/1/2011,Wholesale,Central,Tea,Earl Grey,55,70,30,755,57,667,79,67,730
8/1/2011,Wholesale,Central,Coffee,Columbian,550,790,790,790,796,6767,777,675,763
8/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,798,730,770,390,757,677,677,557,373
8/1/2011,Wholesale,Central,Espresso,Caffe Mocha,355,770,355,755,795,7767,397,367,667
8/1/2011,Wholesale,Central,Espresso,Decaf Espresso,300,355,755,655,766,7797,766,730,577
8/1/2011,Retail,Central,Herbal tea,Chamomile,750,350,750,980,795,7767,397,367,667
8/1/2011,Retail,Central,Herbal tea,Lemon,730,550,750,330,757,677,677,557,373
8/1/2011,Retail,Central,Tea,Darjeeling,755,755,750,798,766,7797,766,730,577
8/1/2011,Retail,Central,Tea,Earl Grey,755,355,755,550,677,7559,367,676,676
8/1/2011,Retail,Central,Coffee,Amaretto,55,55,30,98,75,757,37,76,67
8/1/2011,Retail,Central,Coffee,Columbian,55,50,55,90,67,5507,79,67,79
8/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,55,55,30,67,987,67,7,37
8/1/2011,Retail,Central,Espresso,Caffe Mocha,55,55,30,98,73,556,35,75,57
8/1/2011,Retail,Central,Espresso,Decaf Espresso,0,50,55,50,0,576,73,73,73
8/1/2011,Retail,Central,Herbal tea,Chamomile,50,55,55,730,63,337,67,3,750
8/1/2011,Retail,Central,Herbal tea,Lemon,550,55,-55,755,755,6739,79,-57,737
8/1/2011,Retail,Central,Tea,Darjeeling,30,98,30,90,75,753,98,76,557
8/1/2011,Retail,Central,Tea,Earl Grey,55,30,-55,50,79,675,36,-67,67
8/1/2011,Retail,Central,Tea,Green Tea,30,55,0,70,37,677,67,7,75
8/1/2011,Retail,Central,Coffee,Columbian,70,90,55,798,77,986,67,37,759
8/1/2011,Retail,Central,Coffee,Decaf Irish Cream,50,98,30,755,50,5567,98,33,559
8/1/2011,Retail,Central,Espresso,Caffe Mocha,30,98,55,90,37,790,79,55,67
8/1/2011,Retail,Central,Espresso,Decaf Espresso,30,98,50,90,37,677,67,39,79
8/1/2011,Wholesale,Central,Herbal tea,Chamomile,55,55,55,30,76,677,75,67,67
8/1/2011,Wholesale,Central,Herbal tea,Lemon,55,30,30,55,67,765,33,67,55
8/1/2011,Wholesale,Central,Tea,Darjeeling,90,798,550,750,677,755,777,677,673
8/1/2011,Wholesale,Central,Tea,Earl Grey,90,750,550,755,676,677,767,677,775
8/1/2011,Wholesale,Central,Espresso,Decaf Espresso,50,70,55,755,79,677,98,67,557
8/1/2011,Wholesale,Central,Coffee,Amaretto,55,70,55,755,76,675,67,76,557
8/1/2011,Wholesale,Central,Coffee,Columbian,30,50,30,55,37,677,57,76,67
8/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,30,98,55,90,37,573,57,-75,67
8/1/2011,Wholesale,Central,Espresso,Caffe Mocha,798,755,755,355,675,6797,676,677,677
8/1/2011,Retail,Central,Herbal tea,Chamomile,55,70,50,755,77,366,79,57,675
8/1/2011,Retail,Central,Herbal tea,Lemon,50,55,70,730,63,767,97,77,753
8/1/2011,Retail,Central,Tea,Darjeeling,30,55,55,70,36,757,57,67,79
8/1/2011,Retail,Central,Tea,Earl Grey,30,98,55,90,67,677,67,-55,557
8/1/2011,Retail,Central,Espresso,Decaf Espresso,30,50,30,55,30,567,39,75,67
8/1/2011,Retail,Central,Coffee,Amaretto,98,55,30,755,63,397,77,79,739
8/1/2011,Retail,Central,Coffee,Columbian,755,790,98,330,733,705,677,67,367
8/1/2011,Retail,Central,Coffee,Decaf Irish Cream,550,755,90,755,99,565,737,557,679
8/1/2011,Retail,Central,Espresso,Caffe Mocha,755,750,550,798,553,5573,673,97,677
8/1/2011,Retail,East,Herbal tea,Lemon,50,70,30,755,77,986,67,39,759
8/1/2011,Retail,East,Herbal tea,Mint,30,50,30,55,50,5567,98,33,559
8/1/2011,Retail,East,Tea,Darjeeling,30,50,55,55,37,790,79,39,67
8/1/2011,Retail,East,Tea,Green Tea,55,30,55,50,79,677,67,77,77
8/1/2011,Retail,East,Espresso,Caffe Mocha,55,98,55,550,67,677,67,-67,557
8/1/2011,Retail,East,Espresso,Decaf Espresso,55,50,55,90,67,367,56,67,97
8/1/2011,Retail,East,Coffee,Columbian,55,730,90,755,90,6739,735,557,673
8/1/2011,Wholesale,East,Herbal tea,Chamomile,55,30,55,50,30,567,39,75,67
8/1/2011,Wholesale,East,Herbal tea,Lemon,55,98,30,550,63,397,77,67,739
8/1/2011,Wholesale,East,Herbal tea,Mint,70,550,70,770,553,5573,673,97,677
8/1/2011,Wholesale,East,Tea,Darjeeling,55,55,98,755,76,755,67,67,673
8/1/2011,Wholesale,East,Tea,Green Tea,98,550,55,798,63,767,97,77,753
8/1/2011,Wholesale,East,Espresso,Caffe Mocha,755,790,98,355,733,705,677,67,367
8/1/2011,Wholesale,East,Espresso,Decaf Espresso,90,730,55,755,99,565,737,557,679
8/1/2011,Wholesale,East,Coffee,Columbian,550,770,755,770,677,755,777,677,673
8/1/2011,Wholesale,East,Coffee,Decaf Irish Cream,755,750,550,798,676,677,767,677,775
8/1/2011,Wholesale,East,Herbal tea,Lemon,30,50,55,55,79,677,98,67,557
8/1/2011,Wholesale,East,Tea,Darjeeling,55,30,55,50,67,765,33,67,55
8/1/2011,Wholesale,East,Tea,Green Tea,55,30,55,55,76,677,75,67,67
8/1/2011,Wholesale,East,Espresso,Caffe Mocha,30,70,55,550,37,555,67,7,557
8/1/2011,Wholesale,East,Espresso,Regular Espresso,730,750,550,755,675,6797,676,673,677
8/1/2011,Wholesale,East,Coffee,Columbian,55,590,598,630,57,-5533,667,777,657
8/1/2011,Retail,East,Herbal tea,Lemon,55,55,55,98,37,677,67,7,75
8/1/2011,Retail,East,Tea,Darjeeling,55,55,30,98,75,757,37,67,67
8/1/2011,Retail,East,Tea,Green Tea,0,55,30,55,0,576,73,73,73
8/1/2011,Retail,East,Espresso,Caffe Mocha,98,55,55,755,63,337,67,7,750
8/1/2011,Retail,East,Espresso,Regular Espresso,55,55,0,98,79,675,36,-67,67
8/1/2011,Retail,East,Coffee,Amaretto,50,90,70,755,67,367,90,66,750
8/1/2011,Retail,East,Coffee,Columbian,98,90,98,750,67,798,96,67,759
8/1/2011,Wholesale,East,Herbal tea,Lemon,755,790,755,500,677,7565,369,376,677
8/1/2011,Wholesale,East,Herbal tea,Mint,730,-755,-730,90,367,3677,-677,-755,673
8/1/2011,Wholesale,East,Tea,Darjeeling,730,755,770,355,737,997,797,799,355
8/1/2011,Wholesale,East,Tea,Earl Grey,730,790,750,355,673,967,777,677,797
8/1/2011,Wholesale,East,Tea,Green Tea,550,798,730,798,550,597,675,675,673
8/1/2011,Wholesale,East,Espresso,Caffe Mocha,798,-90,-798,70,773,7675,-95,-397,77
8/1/2011,Wholesale,East,Espresso,Regular Espresso,750,755,790,530,766,7379,777,677,537
8/1/2011,Wholesale,East,Coffee,Columbian,355,555,370,798,367,7677,576,507,907
8/1/2011,Retail,South,Herbal tea,Chamomile,70,550,70,770,77,567,99,67,777
8/1/2011,Retail,South,Herbal tea,Lemon,98,90,55,750,77,986,67,39,759
8/1/2011,Retail,South,Coffee,Columbian,98,55,98,755,67,739,70,63,677
8/1/2011,Retail,South,Coffee,Decaf Irish Cream,70,755,550,790,63,767,97,77,753
8/1/2011,Retail,South,Espresso,Caffe Latte,30,98,55,90,67,-507,67,-55,557
8/1/2011,Retail,South,Espresso,Caffe Mocha,55,98,55,550,77,366,79,57,675
8/1/2011,Retail,South,Espresso,Decaf Espresso,30,55,55,70,36,757,57,79,79
8/1/2011,Retail,South,Herbal tea,Chamomile,55,55,30,98,75,757,37,76,67
8/1/2011,Retail,South,Herbal tea,Lemon,30,50,55,55,67,5507,79,67,79
8/1/2011,Retail,South,Coffee,Columbian,55,755,70,550,67,798,96,67,759
8/1/2011,Retail,South,Coffee,Decaf Irish Cream,750,55,-30,770,755,6739,79,-57,737
8/1/2011,Retail,South,Espresso,Caffe Latte,55,30,0,50,79,-377,36,-67,67
8/1/2011,Retail,South,Espresso,Caffe Mocha,50,70,0,755,63,337,67,3,750
8/1/2011,Retail,South,Espresso,Decaf Espresso,30,98,30,90,75,753,98,75,557
8/1/2011,Retail,South,Herbal tea,Chamomile,98,70,55,730,63,397,77,67,739
8/1/2011,Retail,South,Herbal tea,Lemon,755,790,98,355,733,705,677,77,367
8/1/2011,Retail,South,Coffee,Columbian,55,755,55,790,67,577,77,73,757
8/1/2011,Retail,South,Coffee,Decaf Irish Cream,55,55,30,98,67,765,33,67,55
8/1/2011,Retail,South,Espresso,Caffe Latte,90,755,550,730,676,-6777,767,677,775
8/1/2011,Retail,South,Espresso,Caffe Mocha,55,55,55,30,76,677,75,67,67
8/1/2011,Retail,South,Espresso,Decaf Espresso,90,750,550,755,677,755,777,677,673
8/1/2011,Wholesale,South,Herbal tea,Chamomile,55,98,30,550,76,675,67,76,557
8/1/2011,Wholesale,South,Herbal tea,Lemon,30,50,30,55,37,677,57,76,67
8/1/2011,Wholesale,South,Coffee,Columbian,390,750,355,755,367,6796,367,375,677
8/1/2011,Wholesale,South,Coffee,Decaf Irish Cream,98,90,70,750,57,557,67,57,679
8/1/2011,Wholesale,South,Espresso,Caffe Latte,55,70,55,755,57,-577,79,67,730
8/1/2011,Wholesale,South,Espresso,Caffe Mocha,550,750,755,750,673,967,777,677,797
8/1/2011,Wholesale,South,Espresso,Decaf Espresso,55,730,755,755,550,597,675,675,673
8/1/2011,Retail,West,Tea,Darjeeling,55,98,55,550,63,337,67,3,750
8/1/2011,Retail,West,Tea,Earl Grey,55,50,30,70,75,753,98,76,557
8/1/2011,Retail,West,Tea,Green Tea,55,30,55,55,79,675,36,-67,67
8/1/2011,Retail,West,Herbal tea,Chamomile,50,55,98,730,67,367,90,67,750
8/1/2011,Retail,West,Herbal tea,Lemon,50,90,98,755,67,798,96,67,759
8/1/2011,Retail,West,Herbal tea,Mint,550,55,-30,755,755,6739,79,-57,737
8/1/2011,Retail,West,Coffee,Amaretto,98,70,55,730,50,5567,98,33,559
8/1/2011,Retail,West,Coffee,Columbian,50,70,55,755,67,367,56,67,97
8/1/2011,Retail,West,Coffee,Decaf Irish Cream,90,755,98,550,77,986,67,37,759
8/1/2011,Retail,West,Espresso,Caffe Latte,30,55,30,70,37,677,67,39,79
8/1/2011,Retail,West,Espresso,Caffe Mocha,70,90,98,798,77,567,99,76,777
8/1/2011,Retail,West,Espresso,Decaf Espresso,30,55,30,70,37,790,79,39,67
8/1/2011,Wholesale,West,Tea,Darjeeling,55,755,550,550,673,967,777,677,797
8/1/2011,Wholesale,West,Tea,Earl Grey,98,550,90,798,550,597,675,675,673
8/1/2011,Wholesale,West,Tea,Green Tea,30,50,55,55,57,667,79,67,730
8/1/2011,Wholesale,West,Herbal tea,Chamomile,755,770,755,755,737,997,797,797,355
8/1/2011,Wholesale,West,Herbal tea,Lemon,798,330,755,590,367,6796,367,367,677
8/1/2011,Wholesale,West,Herbal tea,Mint,55,98,55,550,57,557,67,57,679
8/1/2011,Wholesale,West,Coffee,Amaretto,790,-90,-750,550,757,7555,-67,-797,76
8/1/2011,Wholesale,West,Coffee,Columbian,750,655,555,6730,367,7677,576,507,907
8/1/2011,Wholesale,West,Coffee,Decaf Irish Cream,755,-55,-755,550,796,3739,-30,-679,765
8/1/2011,Wholesale,West,Espresso,Caffe Latte,750,798,770,555,766,7797,766,730,577
8/1/2011,Wholesale,West,Espresso,Caffe Mocha,798,730,98,390,773,977,739,69,557
8/1/2011,Wholesale,West,Espresso,Decaf Espresso,755,370,750,650,795,7767,397,367,667
8/1/2011,Retail,West,Tea,Darjeeling,790,770,790,798,795,7767,397,367,667
8/1/2011,Retail,West,Tea,Earl Grey,770,790,730,398,766,7797,766,730,577
8/1/2011,Retail,West,Tea,Green Tea,755,-755,-798,0,677,5557,-677,-557,67
8/1/2011,Retail,West,Herbal tea,Chamomile,755,755,70,398,773,977,739,67,557
8/1/2011,Retail,West,Herbal tea,Lemon,798,750,770,755,796,6767,777,675,763
8/1/2011,Retail,West,Herbal tea,Mint,730,550,750,330,757,677,677,557,373
8/1/2011,Retail,West,Coffee,Columbian,55,98,55,550,37,677,67,7,75
8/1/2011,Retail,West,Coffee,Decaf Irish Cream,50,98,30,755,67,5507,79,67,79
8/1/2011,Retail,West,Espresso,Caffe Latte,0,55,30,55,0,576,73,67,73
8/1/2011,Retail,West,Espresso,Caffe Mocha,55,55,30,98,75,757,37,76,67
8/1/2011,Retail,West,Espresso,Decaf Espresso,55,30,55,50,73,556,35,73,57
8/1/2011,Retail,West,Tea,Darjeeling,55,55,55,55,76,677,75,67,67
8/1/2011,Retail,West,Tea,Earl Grey,70,755,55,790,677,755,777,677,673
8/1/2011,Retail,West,Tea,Green Tea,70,755,70,755,676,677,767,677,775
8/1/2011,Retail,West,Herbal tea,Chamomile,55,30,30,50,75,676,37,76,67
8/1/2011,Retail,West,Herbal tea,Lemon,50,55,98,730,67,577,77,73,757
8/1/2011,Retail,West,Coffee,Amaretto,55,70,55,755,37,573,57,-75,67
8/1/2011,Retail,West,Coffee,Columbian,50,90,55,755,77,777,67,67,673
8/1/2011,Retail,West,Coffee,Decaf Irish Cream,55,98,55,550,37,677,57,76,67
8/1/2011,Retail,West,Espresso,Caffe Latte,55,98,55,550,79,677,98,67,557
8/1/2011,Retail,West,Espresso,Caffe Mocha,55,98,30,550,76,675,67,76,557
8/1/2011,Retail,West,Espresso,Decaf Espresso,730,755,90,770,675,6797,676,677,677
8/1/2011,Retail,West,Tea,Darjeeling,30,50,30,55,77,366,79,57,675
8/1/2011,Retail,West,Tea,Earl Grey,55,55,30,98,36,757,57,67,79
8/1/2011,Retail,West,Tea,Green Tea,55,50,55,70,67,677,67,-67,557
8/1/2011,Retail,West,Herbal tea,Chamomile,70,755,55,790,90,6739,735,557,673
8/1/2011,Retail,West,Herbal tea,Lemon,55,98,50,550,67,739,70,67,677
8/1/2011,Retail,West,Coffee,Columbian,550,798,755,798,76,757,675,555,559
8/1/2011,Retail,West,Coffee,Decaf Irish Cream,798,730,550,390,733,705,677,77,367
8/1/2011,Retail,West,Espresso,Caffe Latte,55,55,30,98,30,567,39,73,67
8/1/2011,Retail,West,Espresso,Caffe Mocha,98,70,55,730,63,397,77,67,739
8/1/2011,Retail,West,Espresso,Decaf Espresso,90,755,90,755,553,5573,673,97,677
9/1/2011,Wholesale,Central,Herbal tea,Chamomile,730,755,90,770,755,6755,755,679,330
9/1/2011,Wholesale,Central,Herbal tea,Lemon,55,70,55,755,57,509,77,-3,737
9/1/2011,Wholesale,Central,Herbal tea,Mint,55,70,55,755,53,755,77,55,733
9/1/2011,Wholesale,Central,Tea,Darjeeling,30,50,55,55,75,559,57,55,559
9/1/2011,Wholesale,Central,Tea,Earl Grey,55,50,55,90,57,5567,67,37,755
9/1/2011,Wholesale,Central,Tea,Green Tea,50,70,50,755,67,579,79,70,679
9/1/2011,Wholesale,Central,Coffee,Amaretto,730,755,755,355,673,967,779,799,367
9/1/2011,Wholesale,Central,Coffee,Columbian,98,70,50,730,57,567,77,67,677
9/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,550,750,755,750,550,967,675,757,767
9/1/2011,Wholesale,Central,Espresso,Caffe Mocha,90,755,755,730,67,567,677,675,677
9/1/2011,Wholesale,Central,Espresso,Decaf Espresso,98,755,98,770,98,656,90,57,798
9/1/2011,Wholesale,Central,Herbal tea,Chamomile,550,798,755,798,673,967,779,797,367
9/1/2011,Wholesale,Central,Herbal tea,Lemon,55,70,50,755,57,567,77,67,677
9/1/2011,Wholesale,Central,Herbal tea,Mint,55,730,755,755,550,967,675,757,767
9/1/2011,Wholesale,Central,Tea,Darjeeling,98,755,55,770,67,567,677,675,677
9/1/2011,Wholesale,Central,Tea,Earl Grey,50,55,55,730,98,656,90,59,798
9/1/2011,Wholesale,Central,Coffee,Columbian,770,730,755,550,767,6767,675,797,677
9/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,755,790,755,355,677,557,776,777,367
9/1/2011,Wholesale,Central,Espresso,Caffe Mocha,790,550,755,690,753,7676,336,376,667
9/1/2011,Wholesale,Central,Espresso,Decaf Espresso,755,300,755,555,679,7775,679,730,537
9/1/2011,Retail,Central,Herbal tea,Chamomile,755,300,755,555,753,7676,336,376,667
9/1/2011,Retail,Central,Herbal tea,Lemon,550,798,755,798,677,557,776,777,367
9/1/2011,Retail,Central,Tea,Darjeeling,755,755,755,730,679,7775,679,730,537
9/1/2011,Retail,Central,Tea,Earl Grey,750,355,755,590,307,7773,370,337,776
9/1/2011,Retail,Central,Espresso,Decaf Espresso,0,50,55,50,0,773,73,77,76
9/1/2011,Retail,Central,Coffee,Amaretto,55,30,55,50,79,677,79,79,57
9/1/2011,Retail,Central,Coffee,Columbian,30,55,55,70,33,5503,39,55,77
9/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,55,55,30,75,980,55,7,37
9/1/2011,Retail,Central,Espresso,Caffe Mocha,55,55,30,98,73,553,35,77,67
9/1/2011,Retail,Central,Herbal tea,Chamomile,30,98,55,90,67,375,67,-55,673
9/1/2011,Retail,Central,Herbal tea,Lemon,55,55,-55,550,557,7577,67,-65,673
9/1/2011,Retail,Central,Tea,Darjeeling,30,50,55,55,39,677,57,79,97
9/1/2011,Retail,Central,Tea,Earl Grey,55,55,-55,55,67,677,30,-67,57
9/1/2011,Retail,Central,Tea,Green Tea,30,50,55,55,55,677,57,3,97
9/1/2011,Retail,Central,Espresso,Decaf Espresso,30,98,50,90,37,737,77,55,67
9/1/2011,Retail,Central,Coffee,Columbian,70,55,30,750,67,599,73,37,798
9/1/2011,Retail,Central,Coffee,Decaf Irish Cream,98,55,50,755,67,5559,77,50,675
9/1/2011,Retail,Central,Espresso,Caffe Mocha,50,70,50,755,67,676,67,67,675
9/1/2011,Wholesale,Central,Herbal tea,Chamomile,55,30,30,55,55,677,30,67,53
9/1/2011,Wholesale,Central,Herbal tea,Lemon,55,55,55,98,79,767,73,37,77
9/1/2011,Wholesale,Central,Tea,Darjeeling,55,730,70,755,99,797,750,679,765
9/1/2011,Wholesale,Central,Tea,Earl Grey,55,755,55,550,96,666,737,755,675
9/1/2011,Wholesale,Central,Espresso,Decaf Espresso,50,70,30,755,75,559,57,9,559
9/1/2011,Wholesale,Central,Coffee,Amaretto,50,55,50,730,53,755,77,67,733
9/1/2011,Wholesale,Central,Coffee,Columbian,55,70,55,755,73,677,67,73,677
9/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,50,55,55,730,57,509,77,-7,737
9/1/2011,Wholesale,Central,Espresso,Caffe Mocha,770,790,730,398,755,6755,755,679,330
9/1/2011,Retail,Central,Herbal tea,Chamomile,55,90,70,730,57,379,97,79,767
9/1/2011,Retail,Central,Herbal tea,Lemon,55,70,98,755,57,757,75,77,737
9/1/2011,Retail,Central,Tea,Darjeeling,30,98,30,90,76,757,67,76,755
9/1/2011,Retail,Central,Tea,Earl Grey,50,55,55,730,67,667,77,3,759
9/1/2011,Retail,Central,Espresso,Decaf Espresso,30,50,30,55,33,577,73,37,67
9/1/2011,Retail,Central,Coffee,Amaretto,70,55,30,750,67,397,67,37,759
9/1/2011,Retail,Central,Coffee,Columbian,90,755,55,730,93,697,730,67,737
9/1/2011,Retail,Central,Coffee,Decaf Irish Cream,90,755,70,550,75,555,677,76,677
9/1/2011,Retail,Central,Espresso,Caffe Mocha,90,755,55,755,73,5563,99,79,797
9/1/2011,Retail,East,Herbal tea,Lemon,50,98,55,755,67,599,73,36,798
9/1/2011,Retail,East,Herbal tea,Mint,55,98,55,550,67,5559,77,79,675
9/1/2011,Retail,East,Tea,Darjeeling,55,70,50,755,67,676,67,67,675
9/1/2011,Retail,East,Tea,Green Tea,55,55,30,98,73,559,37,75,67
9/1/2011,Retail,East,Espresso,Caffe Mocha,50,90,55,755,67,667,77,3,759
9/1/2011,Retail,East,Espresso,Decaf Espresso,55,70,55,755,67,355,65,37,755
9/1/2011,Retail,East,Coffee,Columbian,90,750,755,755,553,6730,755,735,775
9/1/2011,Wholesale,East,Herbal tea,Chamomile,55,30,55,50,33,577,73,37,67
9/1/2011,Wholesale,East,Herbal tea,Lemon,50,98,55,755,67,397,67,36,759
9/1/2011,Wholesale,East,Herbal tea,Mint,98,55,50,755,73,5563,99,79,797
9/1/2011,Wholesale,East,Tea,Darjeeling,30,98,50,90,35,775,57,77,93
9/1/2011,Wholesale,East,Tea,Green Tea,50,55,98,730,57,757,75,73,737
9/1/2011,Wholesale,East,Espresso,Caffe Mocha,55,730,55,755,93,697,730,75,737
9/1/2011,Wholesale,East,Espresso,Decaf Espresso,55,755,70,790,75,555,677,76,677
9/1/2011,Wholesale,East,Coffee,Columbian,90,755,550,730,99,797,750,677,765
9/1/2011,Wholesale,East,Coffee,Decaf Irish Cream,90,755,55,755,96,666,737,755,675
9/1/2011,Wholesale,East,Herbal tea,Lemon,30,55,55,70,75,559,57,9,559
9/1/2011,Wholesale,East,Tea,Darjeeling,30,55,30,70,79,767,73,37,77
9/1/2011,Wholesale,East,Tea,Green Tea,55,30,55,50,55,677,30,79,53
9/1/2011,Wholesale,East,Espresso,Caffe Mocha,55,50,-55,90,57,555,76,-76,557
9/1/2011,Wholesale,East,Espresso,Regular Espresso,755,798,550,300,755,6755,755,679,330
9/1/2011,Wholesale,East,Coffee,Columbian,50,790,798,555,98,-7577,576,690,667
9/1/2011,Retail,East,Herbal tea,Lemon,30,55,55,70,55,677,57,3,97
9/1/2011,Retail,East,Tea,Darjeeling,55,30,55,50,79,677,79,67,57
9/1/2011,Retail,East,Tea,Green Tea,0,55,30,55,0,773,73,76,76
9/1/2011,Retail,East,Espresso,Caffe Mocha,55,98,55,550,67,375,67,-55,673
9/1/2011,Retail,East,Espresso,Regular Espresso,55,30,0,50,67,677,30,-67,57
9/1/2011,Retail,East,Coffee,Amaretto,55,70,50,755,79,375,77,79,677
9/1/2011,Retail,East,Coffee,Columbian,50,55,50,730,55,753,67,50,677
9/1/2011,Wholesale,East,Herbal tea,Lemon,755,550,90,755,307,7567,739,737,577
9/1/2011,Wholesale,East,Herbal tea,Mint,790,-755,-755,55,757,3967,-739,-353,679
9/1/2011,Wholesale,East,Tea,Darjeeling,550,798,730,798,550,967,675,757,767
9/1/2011,Wholesale,East,Tea,Earl Grey,730,790,750,355,673,967,779,797,367
9/1/2011,Wholesale,East,Tea,Green Tea,55,730,550,755,67,567,677,675,677
9/1/2011,Wholesale,East,Espresso,Caffe Mocha,755,-50,-755,98,677,7937,-53,-797,77
9/1/2011,Wholesale,East,Espresso,Regular Espresso,730,355,755,550,679,6776,367,337,987
9/1/2011,Wholesale,East,Coffee,Columbian,300,750,355,750,376,7555,777,763,677
9/1/2011,Retail,South,Herbal tea,Chamomile,98,90,98,750,69,577,90,67,769
9/1/2011,Retail,South,Herbal tea,Lemon,98,55,30,755,67,599,73,37,798
9/1/2011,Retail,South,Coffee,Columbian,98,55,98,755,67,737,77,67,677
